	chembl_cid1	chembl_cid2	core	sub1	sub2	overlap
0	CHEMBL3814372	CHEMBL3813875	34 39 18 27 26 37 44 13 10 8 50 1 43 49 35 41 15 20 48 21 36 28 2 40 5 45 12 31 23 24 25 9	66 24 57 56 50 26 73 14 78 23 22	46 81 59 40 16 72 11 41 35 55	20 31 13 15 64 62
1	CHEMBL3913348	CHEMBL3905741	34 39 7 0 22 46 47 6 11 29 33 8 13 10 50 1 43 49 35 16 30 3 17 14 4 19 38 32 42 12 31 23 24 25 9	71 20 59 69 2 82 6 11 42 85 19 75	79 37 84 54 53 25 49 28 58 47 63 18	46 13 52 87
2	CHEMBL3914727	CHEMBL3905741	34 39 7 0 22 46 47 6 11 29 33 8 13 10 50 1 43 49 35 16 30 3 17 14 4 19 38 32 42 12 31 23 24 25 9	8 2 69 40 10 83 65 48 21 51 32 30 75	79 37 84 13 54 53 25 49 28 58 47 63 18	46 52 87
3	CHEMBL3933543	CHEMBL3905741	34 39 7 0 22 46 47 6 11 29 33 8 13 10 50 1 43 49 35 16 30 3 17 14 4 19 38 32 42 12 31 23 24 25 9	8 20 59 4 40 15 64 7 77 11 33 0 5 12	79 37 84 54 52 87 53 25 49 28 58 47 63 18	46 13
4	CHEMBL3956923	CHEMBL3905741	34 39 7 0 22 46 47 6 11 29 33 8 13 10 50 1 43 49 35 16 30 3 17 14 4 19 38 32 42 12 31 23 24 25 9	8 2 67 40 17 83 65 38 76 27 86 1 60	79 37 84 13 54 53 25 49 28 58 47 63 18	46 52 87
5	CHEMBL3959681	CHEMBL3905741	34 39 7 0 22 46 47 6 11 29 33 8 13 10 50 1 43 49 35 16 30 3 17 14 4 19 38 32 42 12 31 23 24 25 9	81 59 20 31 40 15 64 16 72 11 41 35 55 62	79 37 84 54 52 87 53 25 49 28 58 47 63 18	46 13
6	CHEMBL3960195	CHEMBL3905741	34 39 7 0 22 46 47 6 11 29 33 8 13 10 50 1 43 49 35 16 30 3 17 14 4 19 38 32 42 12 31 23 24 25 9	8 2 31 15 64 61 74 44 45 43 62	79 37 84 52 87 53 25 49 28 58 63 18	46 13 54 47
7	CHEMBL3972392	CHEMBL3905741	34 39 7 0 22 46 47 6 11 29 33 8 13 10 50 1 43 49 35 16 30 3 17 14 4 19 38 32 42 12 31 23 24 25 9	29 56 17 40 3 34 80 68 36 70 60	37 84 54 25 49 28 58 47 63 18	46 79 13 52 87 53
8	CHEMBL3976470	CHEMBL3905741	34 39 7 0 22 46 47 6 11 29 33 8 13 10 50 1 43 49 35 16 30 3 17 14 4 19 38 32 42 12 31 23 24 25 9	71 2 67 40 69 83 88 39 76 9 21 19 75	79 37 84 13 54 53 25 49 28 58 47 63 18	46 52 87
9	CHEMBL3913348	CHEMBL3914727	34 39 7 0 22 46 47 6 11 29 33 8 13 10 50 1 43 49 35 16 30 3 17 14 4 19 38 32 42 12 31 23 24 25 9	71 20 59 13 82 6 11 42 85 19	8 40 10 83 65 48 21 51 32 30	46 69 2 52 87 75
10	CHEMBL3913348	CHEMBL3933543	34 39 7 0 22 46 47 6 11 29 33 8 13 10 50 1 43 49 35 16 30 3 17 14 4 19 38 32 42 12 31 23 24 25 9	71 69 2 52 87 82 6 42 85 19 75	8 4 40 15 64 7 77 33 0 5 12	46 20 59 13 11
11	CHEMBL3956923	CHEMBL3913348	34 39 7 0 22 46 47 6 11 29 33 8 13 10 50 1 43 49 35 16 30 3 17 14 4 19 38 32 42 12 31 23 24 25 9	8 67 40 17 83 65 38 76 27 86 1 60	71 20 59 13 69 82 6 11 42 85 19 75	46 2 52 87
12	CHEMBL3913348	CHEMBL3959681	34 39 7 0 22 46 47 6 11 29 33 8 13 10 50 1 43 49 35 16 30 3 17 14 4 19 38 32 42 12 31 23 24 25 9	71 69 2 52 87 82 6 42 85 19 75	81 31 40 15 64 16 72 41 35 55 62	46 20 59 13 11
13	CHEMBL3913348	CHEMBL3960195	34 39 7 0 22 46 47 6 11 29 33 8 13 10 50 1 43 49 35 16 30 3 17 14 4 19 38 32 42 12 31 23 24 25 9	71 20 59 69 52 87 82 6 11 42 85 19 75	8 31 54 15 64 61 74 44 45 47 43 62	46 13 2
14	CHEMBL3972392	CHEMBL3913348	34 39 7 0 22 46 47 6 11 29 33 8 13 10 50 1 43 49 35 16 30 3 17 14 4 19 38 32 42 12 31 23 24 25 9	79 29 56 17 40 53 3 34 80 68 36 70 60	71 20 59 69 2 82 6 11 42 85 19 75	46 13 52 87
15	CHEMBL3913348	CHEMBL3976470	34 39 7 0 22 46 47 6 11 29 33 8 13 10 50 1 43 49 35 16 30 3 17 14 4 19 38 32 42 12 31 23 24 25 9	20 59 13 82 6 11 42 85	67 40 83 88 39 76 9 21	46 71 69 2 52 87 19 75
