	chembl_cid1	chembl_cid2	core	sub1	sub2	overlap
0	CHEMBL185195	CHEMBL361052	49 39 19 24 6 35 52 58 36 9 43 2 57 32 11 68 0 8 47 67 50 30 16 3 62 31 5 38 54 59 63 55 61 14 26 29 27 66 65 7 20	12 16 4 3 19 2 17 1	14 8 10 5 6 15 9 13	
1	CHEMBL427860	CHEMBL240364	44 60 69 42 35 57 53 46 1 71 9 51 34 19 24 6 70 48 58 36 43 2 64 13 25 17 15 37 12 21 10 23 33 40 41 4 22 16 3 28 56 18 38 54 59 63 45	18 11 7	0	
