	chembl_cid1	chembl_cid2	core	sub1	sub2	overlap
0	CHEMBL4448538	CHEMBL4467848_CHEMBL4566104	11 1 0 21 23 32 15 24 2 18 19 8 33 4 36 20 35 6 26 5 25 34 7 17 10 27 9 16 29 31 14 12 28 3 22 13 30	12 14 1 9 2 4 0 26 19 29 27 28 22 7 32 17	25 6 24 21 13 34 20 8 15 16	10 5
1	CHEMBL4533440	CHEMBL4448538	11 1 0 21 23 32 15 24 2 18 19 8 33 4 36 20 35 6 26 5 25 34 7 17 10 27 9 16 29 31 14 12 28 3 22 13 30	25 11 31 18 34 20 30 3 23 33	12 1 9 2 0 26 19 29 28 22 7 32 17	10 5 14 4 27
2	CHEMBL4533440	CHEMBL4467848_CHEMBL4566104	11 1 0 21 23 32 15 24 2 18 19 8 33 4 36 20 35 6 26 5 25 34 7 17 10 27 9 16 29 31 14 12 28 3 22 13 30	14 4 11 31 18 27 30 3 23 33	6 24 21 13 8 15 16	10 25 5 34 20
