	chembl_cid1	chembl_cid2	core	sub1	sub2	overlap
0	CHEMBL3417198	CHEMBL3417199	41 53 22 61 0 50 20 59 60 37 38 48 27 1 43 5 34 3 35 45 58 57 30 21 54 11 31 19 15 36 23 14 8 55 52 26 39 24	4	14 21 20 13 24 8 6 16	
1	CHEMBL3417203	CHEMBL3417204	4 42 35 27 48 38 37 5 34 43 1 60 50 0 61 22 28 20 59 46 58 6 7 23 36 15 39 26 52 55 8 19 11 54 21 49 13 17	11 5	19 23 2 15	7 1 18 20 13 24 3 16
2	CHEMBL3632743	CHEMBL3632744	4 42 35 27 48 38 37 5 34 43 1 60 50 12 32 0 2 44 10 40 33 58 6 7 23 36 15 39 26 52 55 8 19 9 18 25 16 47 29 51 56	0	7 9 17	
3	CHEMBL3632743	CHEMBL3632745	4 42 35 27 48 38 37 5 34 43 1 60 50 12 32 0 2 44 10 40 33 58 6 7 23 36 15 39 26 52 55 8 19 9 18 25 16 47 29 51 56	0	7 1 22 12 10	
4	CHEMBL3632743	CHEMBL3632747	4 42 35 27 48 38 37 5 34 43 1 60 50 12 32 0 2 44 10 40 33 58 6 7 23 36 15 39 26 52 55 8 19 9 18 25 16 47 29 51 56	0	7 1 18 19 20 13 24 3 23 2 15 16	
5	CHEMBL3632745	CHEMBL3632744	4 42 35 27 48 38 37 5 34 43 1 60 50 12 32 0 2 44 10 40 33 58 6 7 23 36 15 39 26 52 55 8 19 9 18 25 16 47 29 51 56	1 22 12 10	9 17	7
6	CHEMBL3632747	CHEMBL3632744	4 42 35 27 48 38 37 5 34 43 1 60 50 12 32 0 2 44 10 40 33 58 6 7 23 36 15 39 26 52 55 8 19 9 18 25 16 47 29 51 56	1 18 19 20 13 24 3 23 2 15 16	9 17	7
7	CHEMBL3632745	CHEMBL3632747	4 42 35 27 48 38 37 5 34 43 1 60 50 12 32 0 2 44 10 40 33 58 6 7 23 36 15 39 26 52 55 8 19 9 18 25 16 47 29 51 56	22 12 10	18 19 20 13 24 3 23 2 15 16	7 1
