	chembl_cid1	chembl_cid2	core	sub1	sub2	overlap
0	CHEMBL104970_CHEMBL356792	CHEMBL3403528	8 117 85 119 127 88 28 23 132 1 118 115 87 33 120 146 147 92 112 40 9 53 65 98 12 130 13 99 29 4 66 21 58 128 69 135 136 25	40 7 36 22 33 66 12	21 19 74 61 62 18 76 1	55 46 20 13 9 56 72 5
1	CHEMBL3403532	CHEMBL3403528	55 51 119 127 88 28 23 132 1 118 115 87 10 85 54 44 46 43 138 32 49 9 53 65 98 12 130 13 99 134 6 47 122 42 145 5 135 15	79 71 75 39 67	47 9 0 31 27 65 34 72 73 11	23 48 77 78 13 50 8
2	CHEMBL404190_CHEMBL421643	CHEMBL3746517	103 129 121 110 119 61 85 37 64 97 28 23 68 3 124 106 137 57 111 93 133 86 39 105 18 24 91 31 50 100 135 143 104 59 139 48 84 102 89 142 2	6 14 54 42	24 35 70 57 38	43
3	CHEMBL3780273	CHEMBL3780005	55 79 27 78 45 73 140 7 20 28 23 132 1 118 115 87 107 144 46 44 56 83 88 148 38 22 141 41 34 52 75 26 98 12 130 14 99 76 82 101 90 108 70 94 65 135 15	63 58	48 78 13 9 50 75 30 72 5	23 77
4	CHEMBL3780548	CHEMBL3780005	55 79 27 78 45 73 140 7 20 28 23 132 1 118 115 87 107 144 46 44 56 83 88 148 38 22 141 41 34 52 75 26 98 12 130 14 99 76 82 101 90 108 70 94 65 135 15	2 17 41 10 44 28 64 32 29	23 48 77 78 50 75 30	13 9 72 5
5	CHEMBL3780434	CHEMBL3780036	77 11 36 144 78 45 73 140 7 20 28 23 132 1 118 115 87 107 46 44 56 83 88 19 60 63 72 141 41 34 62 75 26 98 12 130 14 99 76 82 101 90 108 70 94 65 135 15	16	53 15 44 13 9 37 26 29 72 5	
6	CHEMBL3780039	CHEMBL3780277	113 96 78 125 30 73 140 109 46 44 56 83 88 28 23 17 95 16 116 126 0 74 35 67 90 108 70 94 65 135 15	26 60 25 45	9 0 49 29 51 3 68 4	53 15 44 13 69 59 57 43 37 52
7	CHEMBL3781626	CHEMBL3780208	77 80 123 78 45 73 140 7 20 28 23 132 1 118 115 87 107 144 46 44 56 83 88 114 81 131 141 41 34 71 75 26 98 12 130 14 99 76 82 101 90 108 70 94 65 135 15	16	53 15 44 13 9 37 26 29 72 5	
8	CHEMBL3780548	CHEMBL3780273	55 79 27 78 45 73 140 7 20 28 23 132 1 118 115 87 107 144 46 44 56 83 88 148 38 22 141 41 34 52 75 26 98 12 130 14 99 76 82 101 90 108 70 94 65 135 15	2 17 41 10 44 13 9 28 64 32 29 72 5	23 63 77 58	
