	chembl_cid1	chembl_cid2	core	sub1	sub2	overlap
0	CHEMBL3310281	CHEMBL3310282	26 8 47 54 27 1 50 15 49 53 52 5 46 14 28 10 29 35 32 25 38 11 33 45 30 6 4 22 24 21 41 34 51 12 39 23 36 7 3 13 31 18 17 40 43	4	0 2 7 10	
1	CHEMBL3310283	CHEMBL3310281	37 48 54 27 1 50 15 49 53 52 5 46 14 28 10 29 35 32 25 38 11 33 20 0 4 22 24 21 41 34 51 12 39 23 36 7 3 13 31 18 17 40 43	1	6 3 11	
2	CHEMBL3310285	CHEMBL3310284	19 9 42 54 27 1 50 15 49 53 52 5 46 14 28 10 29 35 32 25 38 11 33 16 44 2 4 22 24 21 41 34 51 12 39 23 36 7 3 13 31 18 17 40 43	5 9 12 8	0 2 7 10	
