	chembl_cid1	chembl_cid2	core	sub1	sub2	overlap
0	CHEMBL204062	CHEMBL207097	105 10 24 14 0 76 39 80 27 69 61 22 19 74 2 97 99 50 54 88 8 46 49 65 67 102 41 71 57 83 87	9 8 60 116 74 47	44 87 61 51 59 89 78 98 2	
1	CHEMBL204354	CHEMBL206998	105 10 24 14 0 109 34 27 69 61 22 19 74 2 97 99 50 28 1 78 21 79 95 67 102 41 71 57 83 87	29 27 77 111 64 14 50	73 82 97 94 108 70 121 72 109 5 48 67	9 60
2	CHEMBL207021	CHEMBL206372	52 75 34 0 109 16 45 11 103 89 22 19 97 63 3 78 1 77 106 51 35 40 5 30 98	79 3 99 103	56 57 41 104	80 28 62 22 52 38 91
3	CHEMBL427032	CHEMBL206372	52 75 34 0 109 16 45 11 103 89 22 19 97 63 3 78 1 77 106 51 35 40 5 30 98	31 55 111 42 110 6	56 57 41 104	80 28 62 22 52 38 91
4	CHEMBL206579	CHEMBL206422	52 75 34 0 109 16 45 11 103 89 22 19 97 63 3 78 1 77 106 51 35 40 5 30 98	43 95 4 71 115 53 49	79 3 58 86 90	80 28 62 22 21 1 52 68 39 76
5	CHEMBL381764	CHEMBL206579	52 75 34 0 109 16 45 11 103 89 22 19 97 63 3 78 1 77 106 51 35 40 5 30 98	38 106 16	43 1 95 4 68 76 71 115 53 49	80 28 62 22 21 52 39
6	CHEMBL2069397	CHEMBL2069398	47 93 39 32 72 94 33 101 4 103 7 53 16 22 55 56 82 90 18 81 25 29 31 64 23 91 37 26 43 96	79 3 58 86 92	122 105 88 33 13	44 87 22 21 1 102 20 76
7	CHEMBL207021	CHEMBL427032	52 75 34 0 109 16 45 11 103 89 22 19 97 63 3 78 1 77 106 51 35 40 5 30 98	79 3 99 103	31 55 111 42 110 6	80 28 62 22 52 38 91
8	CHEMBL383758	CHEMBL207097	47 84 0 76 39 80 27 69 61 22 19 74 2 97 104 38 88 8 46 20 65 67 102 41 71 57 83 87	44 40 36 12 117 37 119 81 118 35 85 120 7 63	113 10 26 15 61 51 59 107 114 19 98 2	
9	CHEMBL4060116	CHEMBL4068775	47 100 12 22 19 70 13 60 9 86 107 108 109 97 36 85 44 98 73 62 68 59 66 6 48 17 58 92	113 100 45 70 0 54	34 11 18 62 22 21 25 46 101 39 106 16	
10	CHEMBL4087460	CHEMBL4066079	47 100 12 22 19 70 13 60 9 86 107 108 36 85 44 98 73 62 68 59 66 6 48 42 15	23 112 75 65	32 96 17 93 24 69	83 66 30 84
11	CHEMBL4098511	CHEMBL4066079	47 100 12 22 19 70 13 60 9 86 107 108 36 85 44 98 73 62 68 59 66 6 48 42 15	23 112 75 65	32 96 17 93 24 69	83 66 30 84
