	chembl_cid1	chembl_cid2	core	sub1	sub2	overlap
0	CHEMBL393648_CHEMBL396185_CHEMBL397053	CHEMBL117405_CHEMBL500	25 9 43 60 49 17 1 14 12 52 6 27 28 62 41 46 24 7 19 37 45 44 13 35 51 16 31 11	15 4 11 2 3 18 6 14	12 0 21	
1	CHEMBL1221540	CHEMBL1221679	25 9 43 65 47 14 33 10 20 0 5 64 40 53 62 41 68 21 15 18 32 29 66 2 42 63 61	20 22 17 19 16 10 13 7	15 4 11 2 3 18 6 14	
2	CHEMBL13_CHEMBL148306_CHEMBL1741004	CHEMBL1691_CHEMBL423	34 8 57 67 36 14 23 17 49 60 43 22 59 50 62 55 39 4 48 54 30 56 58 7 24 26 3 38	8	20 5 24 11 9 23 1	
