	chembl_cid1	chembl_cid2	core	sub1	sub2	overlap
0	CHEMBL214378	CHEMBL215335	36 72 40 18 92 88 84 59 46 3 7 54 80 21 25 95 63 87 8 57 76 11 27 23 50 91 10 42 14 48 94	86 104 21 19 65 50 62 4 120 8 11 68 3 25	26 51 121 95 49 39 27	7 58
1	CHEMBL230643	CHEMBL230645	74 62 31 32 17 89 40 18 13 92 2 88 84 59 46 3 7 54 80 21 25 95 63 75 81 93 56 69 77 0 66 85 61 19 27 23 50 91 10 42 14 48 94	63 79 57 40 93 99 108	85 19 43 91 12 33 112 116 114	28 106 122 94 21 1 42
2	CHEMBL230643	CHEMBL230752	74 62 31 32 17 89 40 18 13 92 2 88 84 59 46 3 7 54 80 21 25 95 63 75 81 93 56 69 77 0 66 85 61 19 27 23 50 91 10 42 14 48 94	63 79 1 57 40 93 99 108	55 18 19 110 96 76 38 115 77	28 106 122 94 21 42
3	CHEMBL230643	CHEMBL230860	74 62 31 32 17 89 40 18 13 92 2 88 84 59 46 3 7 54 80 21 25 95 63 75 81 93 56 69 77 0 66 85 61 19 27 23 50 91 10 42 14 48 94	63 79 1 57 40 93 99 108	85 19 73 23 91 37 33 112 17 48	28 106 122 94 21 42
4	CHEMBL230643	CHEMBL390244	74 62 31 32 17 89 40 18 13 92 2 88 84 59 46 3 7 54 80 21 25 95 63 75 81 93 56 69 77 0 66 85 61 19 27 23 50 91 10 42 14 48 94	40 93 99 108	19 0 107 36 77 54 87 92	28 106 122 94 63 21 79 1 42 57
5	CHEMBL230643	CHEMBL390245	74 62 31 32 17 89 40 18 13 92 2 88 84 59 46 3 7 54 80 21 25 95 63 75 81 93 56 69 77 0 66 85 61 19 27 23 50 91 10 42 14 48 94	63 79 1 57 40 93 99 108	85 19 18 110 91 109 33 112 115 20	28 106 122 94 21 42
6	CHEMBL230643	CHEMBL541214	74 62 31 32 17 89 40 18 13 92 2 88 84 59 46 3 7 54 80 21 25 95 63 75 81 93 56 69 77 0 66 85 61 19 27 23 50 91 10 42 14 48 94	79 1 93 99 108	19 36 112 14	28 106 122 94 63 21 42 57 40
7	CHEMBL230752	CHEMBL230645	74 62 31 32 17 89 40 18 13 92 2 88 84 59 46 3 7 54 80 21 25 95 63 75 81 93 56 69 77 0 66 85 61 19 27 23 50 91 10 42 14 48 94	55 18 110 96 76 38 115 77	85 43 1 91 12 33 112 116 114	28 106 122 94 21 19 42
8	CHEMBL230645	CHEMBL230860	74 62 31 32 17 89 40 18 13 92 2 88 84 59 46 3 7 54 80 21 25 95 63 75 81 93 56 69 77 0 66 85 61 19 27 23 50 91 10 42 14 48 94	43 1 12 116 114	73 23 37 17 48	28 106 122 94 85 21 19 42 91 33 112
9	CHEMBL390244	CHEMBL230645	74 62 31 32 17 89 40 18 13 92 2 88 84 59 46 3 7 54 80 21 25 95 63 75 81 93 56 69 77 0 66 85 61 19 27 23 50 91 10 42 14 48 94	63 79 0 57 107 36 77 54 87 92	85 43 91 12 33 112 116 114	28 106 122 94 21 19 1 42
