nonstereo_aromatic_smiles	accession	standard_type	organism	lower_pPot_lim	pPot_mean	upper_pPot_lim	chembl_cid	chembl_tid
C#CCN(CC#C)c1ccc(S(N)(=O)=O)cc1	P43166	Kd	Homo sapiens		8.065501548756432		CHEMBL3402973	CHEMBL2326
C#CCOc1ccc(S(N)(=O)=O)cc1	P43166	Kd	Homo sapiens		8.017728766960431		CHEMBL3402961	CHEMBL2326
C=C(C)C=Cc1c(OC)c2c(c3ccc(=O)oc13)OC(C)(C)C=C2	P43166	Kd	Homo sapiens		6.187086643357143		CHEMBL2334004	CHEMBL2326
C=CCOc1ccc(S(N)(=O)=O)cc1	P43166	Kd	Homo sapiens		8.004364805402451		CHEMBL3402960	CHEMBL2326
CC(=CCOc1ccc2ccc(=O)oc2c1)C1=CC(=O)C(C)(C)O1	P43166	Kd	Homo sapiens		5.1067932469401525		CHEMBL56918	CHEMBL2326
CC(=CCOc1ccc2ccc(=O)oc2c1)CCC(=O)C(C)(C)O	P43166	Kd	Homo sapiens		5.4329736338409385		CHEMBL2003049	CHEMBL2326
CC(=CCc1cc2ccc(=O)oc2cc1O)CO	P43166	Kd	Homo sapiens		5.1598939055432425		CHEMBL2334353	CHEMBL2326
CC(=O)C(=Cc1ccc(Cl)cc1)C(=O)Nc1ccc(S(N)(=O)=O)cc1	P43166	Kd	Homo sapiens		8.366531544420411		CHEMBL4458973	CHEMBL2326
CC(=O)C(=Cc1ccc(F)cc1Cl)C(=O)Nc1ccc(S(N)(=O)=O)cc1	P43166	Kd	Homo sapiens		7.628932137728263		CHEMBL4451455	CHEMBL2326
CC(=O)C(=Cc1cccc([N+](=O)[O-])c1)C(=O)Nc1ccc(S(N)(=O)=O)cc1	P43166	Kd	Homo sapiens		7.334419008982048		CHEMBL4557855	CHEMBL2326
CC(=O)C(=Cc1ccccc1)C(=O)Nc1ccc(S(N)(=O)=O)cc1	P43166	Kd	Homo sapiens		7.35261702988538		CHEMBL4447914	CHEMBL2326
CC(=O)C(=Cc1ccccc1Cl)C(=O)Nc1ccc(S(N)(=O)=O)cc1	P43166	Kd	Homo sapiens		8.537602002101043		CHEMBL4558452	CHEMBL2326
CC(=O)C(=Cc1cccs1)C(=O)Nc1ccc(S(N)(=O)=O)cc1	P43166	Kd	Homo sapiens		8.275724130399214		CHEMBL4455089	CHEMBL2326
CC(=O)C1(c2ccccc2)CCN(C(=O)c2ccc(S(N)(=O)=O)cc2)CC1	P43166	Kd	Homo sapiens		8.356547323513812		CHEMBL4590736	CHEMBL2326
CC(=O)CC(=O)Nc1ccc(S(N)(=O)=O)cc1	P43166	Kd	Homo sapiens		6.563678299860268		CHEMBL4568951	CHEMBL2326
CC(=O)N=c1sc(S(N)(=O)=O)nn1C	P43166	Kd	Homo sapiens		8.67778070526608		CHEMBL19	CHEMBL2326
CC(=O)NC1CCc2cc(S(N)(=O)=O)ccc21	P43166	Kd	Homo sapiens		8.769551078621726		CHEMBL359768	CHEMBL2326
CC(=O)NC1Cc2ccc(S(=O)(=O)O)cc2C1	P43166	Kd	Homo sapiens		8.148741651280925		CHEMBL363489_CHEMBL454461	CHEMBL2326
CC(=O)NC1Cc2ccc(S(N)(=O)=O)cc2C1	P43166	Kd	Homo sapiens		8.0		CHEMBL184674	CHEMBL2326
CC(=O)NCCNc1cccc2ccccc12	P43166	Kd	Homo sapiens		5.906578314837764		CHEMBL1214323	CHEMBL2326
CC(=O)Nc1cc(-c2ccc(C)c(S(N)(=O)=O)c2)no1	P43166	Kd	Homo sapiens		7.073143291050307		CHEMBL4097705	CHEMBL2326
