nonstereo_aromatic_smiles	accession	standard_type	organism	lower_pPot_lim	pPot_mean	upper_pPot_lim	chembl_cid	chembl_tid
CCc1n[nH]c(CC)c1CCCOc1cc(C(=O)O)ccc1F	P02766	Kd	Homo sapiens		5.902048929005852		CHEMBL4205939	CHEMBL3194
COC(=O)c1ccc(F)c(OCCCc2c(C)n[nH]c2C)c1	P02766	Kd	Homo sapiens		6.58838029403677		CHEMBL4218173	CHEMBL3194
COc1cc(C(=O)O)ccc1Oc1ccc(Cl)cc1Cl	P02766	Kd	Homo sapiens		9.69897000433602		CHEMBL438498	CHEMBL3194
COc1cc(C=O)ccc1Oc1ccccc1	P02766	Kd	Homo sapiens		7.055517327849832		CHEMBL241453	CHEMBL3194
Cc1c(Cl)cccc1Nc1ccccc1C(=O)O	P02766	Kd	Homo sapiens		6.823908740944319		CHEMBL121626	CHEMBL3194
Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1	P02766	Kd	Homo sapiens		7.0		CHEMBL457	CHEMBL3194
Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl	P02766	Kd	Homo sapiens		6.318758762624412		CHEMBL509	CHEMBL3194
Cc1n[nH]c(C)c1CCCOc1cc(C(=O)O)ccc1F	P02766	Kd	Homo sapiens		8.318758762624412		CHEMBL3940890	CHEMBL3194
Cc1n[nH]c(C)c1CCCOc1cc(C(=O)O)ccc1I	P02766	Kd	Homo sapiens		7.045757490560675		CHEMBL4206443	CHEMBL3194
Cc1nn(C)c(C)c1CCCOc1cc(C(=O)O)ccc1F	P02766	Kd	Homo sapiens		6.6003262785189625		CHEMBL4210824	CHEMBL3194
O=C(Nc1nnc[nH]1)c1c(Cl)ccc(Cl)c1Cl	P02766	Kd	Homo sapiens		6.920818753952375		CHEMBL394034	CHEMBL3194
O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl	P02766	Kd	Homo sapiens		5.920818753952375		CHEMBL93645	CHEMBL3194
O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl	P02766	Kd	Homo sapiens		6.0		CHEMBL1034_CHEMBL139	CHEMBL3194
O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O	P02766	Kd	Homo sapiens		6.313488798605921		CHEMBL898	CHEMBL3194
O=C(O)c1ccc(Oc2ccc(Cl)cc2Cl)c(O)c1	P02766	Kd	Homo sapiens		7.568636235841013		CHEMBL240808	CHEMBL3194
O=C(O)c1ccc(Oc2ccccc2)c(O)c1	P02766	Kd	Homo sapiens		7.568636235841013		CHEMBL241454	CHEMBL3194
O=C(O)c1cccnc1Nc1cccc(C(F)(F)F)c1	P02766	Kd	Homo sapiens		6.585026652029183		CHEMBL63323	CHEMBL3194
O=Cc1ccc(Oc2ccc(Cl)cc2Cl)c(O)c1	P02766	Kd	Homo sapiens		7.856985199745905		CHEMBL240804	CHEMBL3194
OCc1ccc(Oc2ccc(Cl)cc2Cl)c(O)c1	P02766	Kd	Homo sapiens		9.522878745280336		CHEMBL240806	CHEMBL3194
Oc1cc(CCl)ccc1Oc1ccc(Cl)cc1Cl	P02766	Kd	Homo sapiens		8.244125144327509		CHEMBL240805	CHEMBL3194
Oc1ccccc1-c1nnc(S)o1	P02766	Kd	Homo sapiens		7.376750709602098		CHEMBL240165	CHEMBL3194
