nonstereo_aromatic_smiles	accession	standard_type	organism	lower_pPot_lim	pPot_mean	upper_pPot_lim	chembl_cid	chembl_tid
CC(=O)Nc1ccc(NC(=O)C2CC2)cc1	P43490	Kd	Homo sapiens		4.107905397309518		CHEMBL3127516	CHEMBL1744525
CC(C)(C)CCNC(=O)c1ccc(NC(=O)N2Cc3ccccc3C2)cc1	P43490	Kd	Homo sapiens		7.853871964321763		CHEMBL3892230	CHEMBL1744525
CC(C)(O)CC(=O)N1CCC(c2ccc(NC(=O)N3Cc4ccc(F)cc4C3)cc2)CC1	P43490	Kd	Homo sapiens		8.602059991327963		CHEMBL4089003	CHEMBL1744525
CC(C)(O)CC(=O)N1CCC(c2ccc(NC(=O)N3Cc4ccccc4C3)cc2)CC1	P43490	Kd	Homo sapiens		8.2518119729938		CHEMBL4082366	CHEMBL1744525
CC(C)C(=O)N1CCC(c2ccc(NC(=O)N3Cc4ccccc4C3)cc2)CC1	P43490	Kd	Homo sapiens		7.823908740944319		CHEMBL3896390	CHEMBL1744525
CC(C)CC(CO)NC(=O)c1ccc(NC(=O)N2Cc3ccccc3C2)cc1	P43490	Kd	Homo sapiens		7.721246399047171		CHEMBL3899179	CHEMBL1744525
CC(C)CCC(=O)Nc1ccc(NC(=O)N2Cc3ccccc3C2)cc1	P43490	Kd	Homo sapiens		7.236572006437062		CHEMBL4077254	CHEMBL1744525
CC(C)CCNC(=O)c1ccc(NC(=O)N2Cc3ccc(C#N)cc3C2)cc1	P43490	Kd	Homo sapiens		8.327902142064282		CHEMBL3972460	CHEMBL1744525
CC(C)CCNC(=O)c1ccc(NC(=O)N2Cc3ccc(C(F)(F)F)cc3C2)cc1	P43490	Kd	Homo sapiens		7.638272163982407		CHEMBL3890168	CHEMBL1744525
CC(C)CCNC(=O)c1ccc(NC(=O)N2Cc3ccc(CO)cc3C2)cc1	P43490	Kd	Homo sapiens		8.309803919971486		CHEMBL3913732	CHEMBL1744525
CC(C)CCNC(=O)c1ccc(NC(=O)N2Cc3ccc(F)cc3C2)cc1	P43490	Kd	Homo sapiens		8.102372908709556		CHEMBL3926822	CHEMBL1744525
CC(C)CCNC(=O)c1ccc(NC(=O)N2Cc3cccc(Cl)c3C2)cc1	P43490	Kd	Homo sapiens		7.769551078621726		CHEMBL3953911	CHEMBL1744525
CC(C)CCNC(=O)c1ccc(NC(=O)N2Cc3ccccc3C2)cc1	P43490	Kd	Homo sapiens		7.958607314841775		CHEMBL3950120	CHEMBL1744525
CC(C)CCNC(=O)c1ccc(NC(=O)N2Cc3ccccc3C2)cn1	P43490	Kd	Homo sapiens		7.244125144327507		CHEMBL3918436	CHEMBL1744525
CC(C)CCNC(=O)c1ccc(NC(=O)N2Cc3ccccc3C2)nc1	P43490	Kd	Homo sapiens		8.267606240177031		CHEMBL3984857	CHEMBL1744525
CC(C)CCNC(=O)c1ccc(NC(=O)N2Cc3ccncc3C2)cc1	P43490	Kd	Homo sapiens		8.1249387366083		CHEMBL3908312	CHEMBL1744525
CC(C)CCNS(=O)(=O)c1ccc(NC(=O)N2Cc3ccccc3C2)cc1	P43490	Kd	Homo sapiens		6.455931955649724		CHEMBL3949149	CHEMBL1744525
CC(C)CCn1cc(-c2ccc(NC(=O)N3Cc4ccccc4C3)cc2)cn1	P43490	Kd	Homo sapiens		7.638272163982407		CHEMBL3940058	CHEMBL1744525
CC1(C(=O)N2CCC(c3ccc(NC(=O)N4Cc5ccccc5C4)cc3)CC2)CC1	P43490	Kd	Homo sapiens		8.366531544420411		CHEMBL4105475	CHEMBL1744525
CC1(C(=O)N2CCC(c3ccc(NC(=O)N4Cc5ccccc5C4)cc3)CC2)COC1	P43490	Kd	Homo sapiens		8.292429823902062		CHEMBL4086819	CHEMBL1744525
CCC(C)C(=O)N1CCC(Oc2ccc(NC(=O)N3Cc4ccccc4C3)cc2)CC1	P43490	Kd	Homo sapiens		7.744727494896693		CHEMBL3975643	CHEMBL1744525
CCCNC(=O)c1ccc(NC(=O)N2Cc3ccccc3C2)cc1	P43490	Kd	Homo sapiens		6.982966660701218		CHEMBL3937583	CHEMBL1744525
CN(CCC(C)(C)C)C(=O)c1ccc(NC(=O)N2Cc3ccccc3C2)cc1	P43490	Kd	Homo sapiens		6.795880017344076		CHEMBL4099778	CHEMBL1744525
CN1CCC(C(=O)N2CCC(c3ccc(NC(=O)N4Cc5ccc(F)cc5C4)cc3)CC2)CC1	P43490	Kd	Homo sapiens		8.0268721464003		CHEMBL4077485	CHEMBL1744525
CN1CCN(C(C)(C)C(=O)N2CCC(c3ccc(NC(=O)N4Cc5ccccc5C4)cc3)CC2)CC1	P43490	Kd	Homo sapiens		8.823908740944319		CHEMBL4060799	CHEMBL1744525
COC(=O)c1ccc(NC(=O)N2Cc3ccccc3C2)cc1	P43490	Kd	Homo sapiens		6.950781977329817		CHEMBL4081887	CHEMBL1744525
COc1ccc2c(c1)CN(C(=O)Nc1ccc(C(=O)NCCC(C)C)cc1)C2	P43490	Kd	Homo sapiens		7.795880017344076		CHEMBL3925932	CHEMBL1744525
Cc1ccc(NC(=O)N2Cc3ccccc3C2)cc1	P43490	Kd	Homo sapiens		5.657577319177793		CHEMBL3715249	CHEMBL1744525
Cc1ccc2c(c1)CN(C(=O)Nc1ccc(C(=O)NCCC(C)C)cc1)C2	P43490	Kd	Homo sapiens		7.886056647693162		CHEMBL3941284	CHEMBL1744525
Cc1ccoc1C(=O)Nc1cccnc1	P43490	Kd	Homo sapiens		4.886056647693163		CHEMBL3112697	CHEMBL1744525
Cc1ncsc1C(=O)Nc1cccnc1	P43490	Kd	Homo sapiens		4.698970004336019		CHEMBL3112696	CHEMBL1744525
Cc1nn(C)cc1C(=O)Nc1cccnc1	P43490	Kd	Homo sapiens		4.229147988357856		CHEMBL3112702	CHEMBL1744525
Cc1occc1C(=O)Nc1cccnc1	P43490	Kd	Homo sapiens		4.920818753952375		CHEMBL1412046	CHEMBL1744525
Cc1ocnc1C(=O)Nc1cccnc1	P43490	Kd	Homo sapiens		4.214670164989233		CHEMBL3112694	CHEMBL1744525
Cc1sccc1C(=O)Nc1cccnc1	P43490	Kd	Homo sapiens		4.443697499232713		CHEMBL3112692	CHEMBL1744525
Cc1scnc1C(=O)Nc1cccnc1	P43490	Kd	Homo sapiens		4.259637310505756		CHEMBL3112693	CHEMBL1744525
Cn1nccc1C(=O)Nc1cccnc1	P43490	Kd	Homo sapiens		5.2839966563652006		CHEMBL1494030	CHEMBL1744525
N#CNC(=NCCCCCCOc1ccc(Cl)cc1)Nc1ccncc1	P43490	Kd	Homo sapiens		8.522878745280337		CHEMBL17289	CHEMBL1744525
NC(=O)c1ccc(NC(=O)N2Cc3ccccc3C2)cc1	P43490	Kd	Homo sapiens		6.251811972993798		CHEMBL3890237	CHEMBL1744525
O=C(C=Cc1ccc[n+](C2OC(CO)C(O)C2O)c1)NCCCCC1CCN(C(=O)c2ccccc2)CC1	P43490	Kd	Homo sapiens		4.346787486224656		CHEMBL2417797	CHEMBL1744525
O=C(C=Cc1cccnc1)NCCCCC1CCN(C(=O)c2ccccc2)CC1	P43490	Kd	Homo sapiens		9.022878745280336		CHEMBL566757	CHEMBL1744525
O=C(NCC1CCCOC1)c1ccc(NC(=O)N2Cc3ccccc3C2)cc1	P43490	Kd	Homo sapiens		7.886056647693162		CHEMBL3904786	CHEMBL1744525
O=C(NCC1CCOC1)c1ccc(NC(=O)N2Cc3ccccc3C2)cc1	P43490	Kd	Homo sapiens		7.619788758288393		CHEMBL3929298_CHEMBL3974537	CHEMBL1744525
O=C(NCCCCC1CCN(C(=O)c2ccccc2)CC1)N1Cc2ccccc2C1	P43490	Kd	Homo sapiens		8.795880017344075		CHEMBL3960317	CHEMBL1744525
O=C(NCCCCS(=O)(=O)c1ccccc1)c1ccc2nccn2c1	P43490	Kd	Homo sapiens		6.0655015487564325		CHEMBL3127512	CHEMBL1744525
O=C(NCCCc1ccccc1)c1ccc(NC(=O)N2Cc3ccccc3C2)cc1	P43490	Kd	Homo sapiens		8.045757490560675		CHEMBL3938019	CHEMBL1744525
O=C(NCc1ccc(S(=O)(=O)N2CCN(C3COC3)CC2)cc1)c1cc2ccncc2o1	P43490	Kd	Homo sapiens		7.096910013008057		CHEMBL3127513	CHEMBL1744525
O=C(NCc1ccc(S(=O)(=O)c2ccccc2)cc1)N1Cc2ccccc2C1	P43490	Kd	Homo sapiens		6.3124710387853655		CHEMBL2419508	CHEMBL1744525
O=C(NCc1ccccc1)c1ccc(NC(=O)N2Cc3ccccc3C2)cc1	P43490	Kd	Homo sapiens		7.721246399047171		CHEMBL3930840	CHEMBL1744525
O=C(Nc1ccc(C(=O)N2CCN(c3ccccn3)CC2)cc1)N1Cc2ccccc2C1	P43490	Kd	Homo sapiens		7.853871964321763		CHEMBL4062838	CHEMBL1744525
O=C(Nc1ccc(C2=CCN(C(=O)c3ccccc3)CC2)cc1)N1Cc2ccccc2C1	P43490	Kd	Homo sapiens		8.522878745280337		CHEMBL3922276	CHEMBL1744525
O=C(Nc1ccc(C2CCN(C(=O)C3CCCO3)CC2)cc1)N1Cc2ccc(Cl)cc2C1	P43490	Kd	Homo sapiens		8.769551078621726		CHEMBL4083505	CHEMBL1744525
O=C(Nc1ccc(C2CCN(C(=O)c3ccccc3)CC2)cc1)N1Cc2ccccc2C1	P43490	Kd	Homo sapiens		9.0		CHEMBL3943749	CHEMBL1744525
O=C(Nc1ccc(C2CCN(S(=O)(=O)C3CC3)CC2)cc1)N1Cc2ccc(F)cc2C1	P43490	Kd	Homo sapiens		8.4089353929735		CHEMBL4076064	CHEMBL1744525
O=C(Nc1ccc(C2CN(C(=O)c3ccccc3)C2)cc1)N1Cc2ccc(F)cc2C1	P43490	Kd	Homo sapiens		8.721246399047171		CHEMBL4096471	CHEMBL1744525
