nonstereo_aromatic_smiles	accession	standard_type	organism	lower_pPot_lim	pPot_mean	upper_pPot_lim	chembl_cid	chembl_tid
CC(=O)Nc1ccc(C(C#N)c2ccccc2)cc1	Q04828	Kd	Homo sapiens		4.050609993355088		CHEMBL1580175	CHEMBL5905
CC(C)(C)c1ccc(-c2cc(Cl)c(O)c(C(=O)O)c2)cc1	Q04828	Kd	Homo sapiens		7.017728766960431		CHEMBL1277740	CHEMBL5905
CC(C)Cc1ccc(-c2cc(Cl)c(O)c(C(=O)O)c2)cc1	Q04828	Kd	Homo sapiens		8.698970004336019		CHEMBL1277648	CHEMBL5905
CCCCc1ccc(-c2cc(Cl)c(O)c(C(=O)O)c2)cc1	Q04828	Kd	Homo sapiens		8.67778070526608		CHEMBL1277647	CHEMBL5905
COC(C)c1ccc(-c2cc(Cl)c(O)c(C(=O)O)c2)cc1	Q04828	Kd	Homo sapiens		6.468521082957745		CHEMBL1277646	CHEMBL5905
Cc1cc(C(=O)Nc2ccc(O)c(C(=O)O)c2)c(C)o1	Q04828	Kd	Homo sapiens		4.301029995663981		CHEMBL1373742	CHEMBL5905
Cc1ccc(-c2cc(Cl)c(O)c(C(=O)O)c2)cc1	Q04828	Kd	Homo sapiens		8.585026652029184		CHEMBL1275723	CHEMBL5905
Cc1cccc(-c2cc(Cl)c(O)c(C(=O)O)c2)c1	Q04828	Kd	Homo sapiens		8.886056647693161		CHEMBL1275704	CHEMBL5905
Cc1cccc(Nc2ccccc2C(=O)O)c1C	Q04828	Kd	Homo sapiens		6.091514981121351		CHEMBL686	CHEMBL5905
Cc1ccn(Cc2cc(C(=O)O)c3ccccc3n2)n1	Q04828	Kd	Homo sapiens		4.045757490560675		CHEMBL2172251	CHEMBL5905
O=C(CSc1ncnc2[nH]cnc12)Nc1ccccn1	Q04828	Kd	Homo sapiens		4.161150909262744		CHEMBL2172257	CHEMBL5905
O=C(O)CCNc1cc2ccccc2cc1C(=O)O	Q04828	Kd	Homo sapiens		4.721246399047171		CHEMBL1527416	CHEMBL5905
O=C(O)CNC=C1C(=O)CC(c2ccccc2)CC1=O	Q04828	Kd	Homo sapiens		4.251811972993798		CHEMBL2172255	CHEMBL5905
O=C(O)COc1ccc2c(c1)oc(=O)c1ccccc12	Q04828	Kd	Homo sapiens		5.3979400086720375		CHEMBL2172254	CHEMBL5905
O=C(O)c1cc(-c2ccc(OC(F)(F)F)cc2)cc(Cl)c1O	Q04828	Kd	Homo sapiens		7.5376020021010435		CHEMBL1277741	CHEMBL5905
O=C(O)c1cc(-c2cccc(O)c2)nc2ccccc12	Q04828	Kd	Homo sapiens		4.568636235841012		CHEMBL2172252	CHEMBL5905
O=C(O)c1cc(-c2ccccc2)cc(Br)c1O	Q04828	Kd	Homo sapiens		8.387216143280265		CHEMBL387536	CHEMBL5905
O=C(O)c1cc(-c2ccccc2)cc(Cl)c1O	Q04828	Kd	Homo sapiens		9.065501548756432		CHEMBL1275703	CHEMBL5905
O=C(O)c1cc(-c2ccccc2)cc(F)c1O	Q04828	Kd	Homo sapiens		8.886056647693161		CHEMBL1275725	CHEMBL5905
O=C(O)c1cc(C#Cc2ccccc2)cc(Cl)c1O	Q04828	Kd	Homo sapiens		7.1938200260161125		CHEMBL1275724	CHEMBL5905
O=C(O)c1cc(Cl)cc(Cl)c1O	Q04828	Kd	Homo sapiens		8.229147988357855		CHEMBL449129	CHEMBL5905
O=C1CCC2(c3ccccc3)Nc3ccccc3N12	Q04828	Kd	Homo sapiens		4.077793722560982		CHEMBL366350	CHEMBL5905
O=C1COc2ccc(C(=O)c3ccccc3)cc2CN1	Q04828	Kd	Homo sapiens		4.180456064458132		CHEMBL1414132	CHEMBL5905
O=CN1CCN(C(=O)c2ccc3ccccc3c2)CC1	Q04828	Kd	Homo sapiens		4.1938200260161125		CHEMBL2172256	CHEMBL5905
