nonstereo_aromatic_smiles	accession	standard_type	organism	lower_pPot_lim	pPot_mean	upper_pPot_lim	chembl_cid	chembl_tid
CC(=O)C(CCc1ccccc1)NC(=O)C(CC(C)C)NC(=O)OCc1ccccc1	P43235	Kd	Homo sapiens		5.84163750790475		CHEMBL98766	CHEMBL268
CC(=O)CNC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C	P43235	Kd	Homo sapiens		5.6777807052660805		CHEMBL200181	CHEMBL268
CC(=O)NC(Cc1ccccc1)C(=O)NCC#N	P43235	Kd	Homo sapiens		5.1249387366083		CHEMBL13074_CHEMBL197181	CHEMBL268
CC(C)(C)OC(=O)C1CCCN1C#N	P43235	Kd	Homo sapiens		7.221848749616356		CHEMBL182832_CHEMBL183670_CHEMBL363610	CHEMBL268
CC(C)(C)OC(=O)NC(C(=O)NCC#N)c1ccccc1	P43235	Kd	Homo sapiens		4.045757490560675		CHEMBL200574	CHEMBL268
CC(C)(C)OC(=O)NC(CC1CC1)C(=O)NCC#N	P43235	Kd	Homo sapiens		5.481486060122112		CHEMBL371285	CHEMBL268
CC(C)(C)OC(=O)NC(CC1CCCCC1)C(=O)NCC#N	P43235	Kd	Homo sapiens		5.275724130399211		CHEMBL370188	CHEMBL268
CC(C)(C)OC(=O)NC(CCc1ccccc1)C(=O)NCC#N	P43235	Kd	Homo sapiens		5.070581074285707		CHEMBL198570	CHEMBL268
CC(C)(C)OC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NCC#N	P43235	Kd	Homo sapiens		4.537602002101044		CHEMBL381191	CHEMBL268
CC(C)(C)OC(=O)NC(Cc1ccc(-c2ccccc2)cc1)C(=O)NCC#N	P43235	Kd	Homo sapiens		4.795880017344076		CHEMBL200558	CHEMBL268
CC(C)(C)OC(=O)NC(Cc1ccc(Br)cc1)C(=O)NCC#N	P43235	Kd	Homo sapiens		4.5528419686577815		CHEMBL200724	CHEMBL268
CC(C)(C)OC(=O)NC(Cc1ccc(F)cc1)C(=O)NCC#N	P43235	Kd	Homo sapiens		4.886056647693163		CHEMBL200836	CHEMBL268
CC(C)(C)OC(=O)NC(Cc1ccc(O)cc1)C(=O)NCC#N	P43235	Kd	Homo sapiens		4.5228787452803365		CHEMBL371893	CHEMBL268
CC(C)(C)OC(=O)NC(Cc1ccc2ccccc2c1)C(=O)NCC#N	P43235	Kd	Homo sapiens		4.080921907623926		CHEMBL200557	CHEMBL268
CC(C)(C)OC(=O)NC(Cc1cccc(-c2ccccc2)c1)C(=O)NCC#N	P43235	Kd	Homo sapiens		4.585026652029182		CHEMBL380560	CHEMBL268
CC(C)(C)OC(=O)NC(Cc1cccc(Br)c1)C(=O)NCC#N	P43235	Kd	Homo sapiens		5.187086643357143		CHEMBL371499	CHEMBL268
CC(C)(C)OC(=O)NC(Cc1cccc(F)c1)C(=O)NCC#N	P43235	Kd	Homo sapiens		5.200659450546418		CHEMBL372154	CHEMBL268
CC(C)(C)OC(=O)NC(Cc1cccc2ccccc12)C(=O)NCC#N	P43235	Kd	Homo sapiens		4.180456064458132		CHEMBL200285	CHEMBL268
