nonstereo_aromatic_smiles	accession	standard_type	organism	lower_pPot_lim	pPot_mean	upper_pPot_lim	chembl_cid	chembl_tid
C#CCN1CC(C=C)C2CCCC(C1=O)N2S(=O)(=O)c1cc(Cl)cc(Cl)c1	P62942	Kd	Homo sapiens		7.309803919971486		CHEMBL4086695	CHEMBL1902
C=CC1CN(C)C(=O)C2CCCC1N2S(=O)(=O)c1cc(Cl)cc(Cl)c1	P62942	Kd	Homo sapiens		7.309803919971486		CHEMBL4075784	CHEMBL1902
C=CC1CN(CC#N)C(=O)C2CCCC1N2S(=O)(=O)c1cc(Cl)cc(Cl)c1	P62942	Kd	Homo sapiens		7.309803919971486		CHEMBL4076387	CHEMBL1902
C=CC1CN(CC(=O)O)C(=O)C2CCCC1N2S(=O)(=O)c1cc(Cl)cc(Cl)c1	P62942	Kd	Homo sapiens		8.154901959985743		CHEMBL4072643	CHEMBL1902
C=CC1CN(CC(=O)OCC)C(=O)C2CCCC1N2S(=O)(=O)c1cc(Cl)cc(Cl)c1	P62942	Kd	Homo sapiens		8.154901959985743		CHEMBL4067970	CHEMBL1902
C=CC1CN(CC(N)=O)C(=O)C2CCCC1N2S(=O)(=O)c1cc(Cl)cc(Cl)c1	P62942	Kd	Homo sapiens		8.154901959985743		CHEMBL4075704	CHEMBL1902
C=CC1CN(CCCCOC)C(=O)C2CCCC1N2S(=O)(=O)c1cc(Cl)cc(Cl)c1	P62942	Kd	Homo sapiens		6.603800652904264		CHEMBL4072633	CHEMBL1902
C=CC1CN(CCCOC)C(=O)C2CCCC1N2S(=O)(=O)c1cc(Cl)cc(Cl)c1	P62942	Kd	Homo sapiens		6.844663962534938		CHEMBL4104603	CHEMBL1902
C=CC1CN(CCF)C(=O)C2CCCC1N2S(=O)(=O)c1cc(Cl)cc(Cl)c1	P62942	Kd	Homo sapiens		7.309803919971486		CHEMBL4069155	CHEMBL1902
C=CC1CN(CCN(C)C)C(=O)C2CCCC1N2S(=O)(=O)c1cc(Cl)cc(Cl)c1	P62942	Kd	Homo sapiens		8.154901959985743		CHEMBL4101268	CHEMBL1902
C=CC1CN(CCNC)C(=O)C2CCCC1N2S(=O)(=O)c1cc(Cl)cc(Cl)c1	P62942	Kd	Homo sapiens		8.154901959985743		CHEMBL4102121	CHEMBL1902
C=CC1CN(CCOC)C(=O)C2CCCC1N2S(=O)(=O)c1cc(Cl)cc(Cl)c1	P62942	Kd	Homo sapiens		7.72584215073632		CHEMBL4077424	CHEMBL1902
C=CC1CN(CCOCC)C(=O)C2CCCC1N2S(=O)(=O)c1cc(Cl)cc(Cl)c1	P62942	Kd	Homo sapiens		7.675717544702308		CHEMBL4073944	CHEMBL1902
C=CC1CN(CCOc2ccc(OC)c(OC)c2)C(=O)C2CCCC1N2S(=O)(=O)c1cc(Cl)cc(Cl)c1	P62942	Kd	Homo sapiens		8.05551732784983		CHEMBL4063858	CHEMBL1902
C=CC1CN(Cc2ncccc2F)C(=O)C2CCCC1N2S(=O)(=O)c1cc(Cl)cc(Cl)c1	P62942	Kd	Homo sapiens		7.928117992693874		CHEMBL4068304	CHEMBL1902
C=CC1CNC(=O)C2CCCC1N2S(=O)(=O)c1cc(Cl)cc(Cl)c1	P62942	Kd	Homo sapiens		7.309803919971486		CHEMBL4077610	CHEMBL1902
CCC(C)(C)C(=O)C(=O)N1C2CCCC1C1(C)c3c(cc(OC)cc3OC)CCN1C2=O	P62942	Kd	Homo sapiens		4.557520230935552		CHEMBL2348606	CHEMBL1902
CCC(C)(C)C(=O)C(=O)N1CCCC1C(=O)NCCCc1ccccc1	P62942	Kd	Homo sapiens		5.958607314841776		CHEMBL33094	CHEMBL1902
CCC(C)(C)C(=O)C(=O)N1CCCC1C(=O)NCCCc1cccnc1	P62942	Kd	Homo sapiens		6.086186147616282		CHEMBL326317	CHEMBL1902
CCC(C)(C)C(=O)C(=O)N1CCCC1C(=O)OCCCc1cccnc1	P62942	Kd	Homo sapiens		8.1249387366083		CHEMBL6367	CHEMBL1902
CCC(C)(C)C(=O)C(=O)N1CCCC1C(=O)SCCC(c1ccccc1)c1ccccc1	P62942	Kd	Homo sapiens		8.154901959985743		CHEMBL118884	CHEMBL1902
CCC(C)(C)C(=O)C(=O)N1CCCC1C(=O)SCCCc1ccc(OC)cc1	P62942	Kd	Homo sapiens		8.050609993355089		CHEMBL119571	CHEMBL1902
CCC(C)(C)C(=O)C(=O)N1CCCC1C(=O)SCCCc1ccc2ccccc2c1	P62942	Kd	Homo sapiens		8.221848749616356		CHEMBL118937	CHEMBL1902
CCC(C)(C)C(=O)C(=O)N1CCCC1C(=O)SCCCc1ccccc1	P62942	Kd	Homo sapiens		7.958607314841775		CHEMBL119228	CHEMBL1902
CCC(C)(C)C(=O)C(=O)N1CCCC1C(=O)SCCCc1cccnc1	P62942	Kd	Homo sapiens		8.060480747381384		CHEMBL118858	CHEMBL1902
CCC(C)(C)C(=O)C(=O)N1CCCC1C(=O)SCCc1ccccc1	P62942	Kd	Homo sapiens		7.913640169325252		CHEMBL119280	CHEMBL1902
CCC(C)(C)C(=O)C(=O)N1CCCCC1C(=O)NCCC(c1ccccc1)c1ccccc1	P62942	Kd	Homo sapiens		6.376750709602098		CHEMBL118978	CHEMBL1902
CCC(C)(C)C(=O)C(=O)N1CCCCC1C(=O)SCCC(c1ccccc1)c1ccccc1	P62942	Kd	Homo sapiens		7.0655015487564325		CHEMBL119580	CHEMBL1902
CCC(C)C(NC(=O)C1CCCCN1C(=O)C(c1cc(OC)c(OC)c(OC)c1)C1CCCCC1)C(N)=O	P62942	Kd	Homo sapiens		4.9888476885324655		CHEMBL3792416_CHEMBL3793981	CHEMBL1902
CCC(NC(=O)C1CCCCN1C(=O)C(c1cc(OC)c(OC)c(OC)c1)C1CCCCC1)C(N)=O	P62942	Kd	Homo sapiens		4.753340695883949		CHEMBL3794102_CHEMBL3794221	CHEMBL1902
CCN(CC)c1ccc(C(=O)C(=O)N2C3CCCC2C2c4c(cc(OC)cc4OC)CCN2C3=O)cc1	P62942	Kd	Homo sapiens		6.0		CHEMBL202357	CHEMBL1902
CCc1ccc(C(=O)C(=O)N2C3CCCC2C2c4c(cc(OC)cc4OC)CCN2C3=O)cc1	P62942	Kd	Homo sapiens		6.910094888560603		CHEMBL202009	CHEMBL1902
CCc1ccc(S(=O)(=O)N2C3CCCC2C2c4c(cc(OC)cc4OC)CCN2C3=O)cc1	P62942	Kd	Homo sapiens		6.575118363368933		CHEMBL201265	CHEMBL1902
COCC1CN(Cc2ccccn2)C(=O)C2CCCC1N2S(=O)(=O)c1cc(Cl)cc(Cl)c1	P62942	Kd	Homo sapiens		9.346787486224656		CHEMBL4090599	CHEMBL1902
COc1cc(C(=O)C(=O)N2C3CCCC2C2c4c(F)cccc4CCN2C3=O)cc(OC)c1OC	P62942	Kd	Homo sapiens		6.696803942579511		CHEMBL202101	CHEMBL1902
COc1cc(C(=O)C(=O)N2C3CCCC2C2c4cc(C)ccc4CCN2C3=O)cc(OC)c1OC	P62942	Kd	Homo sapiens		7.070581074285707		CHEMBL381422	CHEMBL1902
COc1cc(C(=O)C(=O)N2C3CCCC2C2c4cc(Cl)ccc4CCN2C3=O)cc(OC)c1OC	P62942	Kd	Homo sapiens		6.899629454882437		CHEMBL201201	CHEMBL1902
COc1cc(C(=O)C(=O)N2C3CCCC2C2c4cc(F)ccc4CCN2C3=O)cc(OC)c1OC	P62942	Kd	Homo sapiens		6.647817481888637		CHEMBL202097	CHEMBL1902
COc1cc(C(=O)C(=O)N2C3CCCC2C2c4ccc(Cl)cc4CCN2C3=O)cc(OC)c1OC	P62942	Kd	Homo sapiens		6.767003889607847		CHEMBL202382	CHEMBL1902
COc1cc(C(=O)C(=O)N2C3CCCC2C2c4cccc(Cl)c4CCN2C3=O)cc(OC)c1OC	P62942	Kd	Homo sapiens		6.818156412055227		CHEMBL202465	CHEMBL1902
COc1cc(C(=O)C(=O)N2C3CCCC2C2c4ccccc4CCN2C3=O)cc(OC)c1OC	P62942	Kd	Homo sapiens		6.66354026615147		CHEMBL377505	CHEMBL1902
COc1cc(C(C(=O)N2CCCCC2C(=O)NC(C(N)=O)C(C)C)C2CCCCC2)cc(OC)c1OC	P62942	Kd	Homo sapiens		4.670255826441637		CHEMBL3793635_CHEMBL3794230	CHEMBL1902
COc1cc(C(C(=O)N2CCCCC2C(=O)NC(C(N)=O)C2CCCCC2)C2CCCCC2)cc(OC)c1OC	P62942	Kd	Homo sapiens		4.892790030352131		CHEMBL3793962	CHEMBL1902
COc1cc(C(C(=O)N2CCCCC2C(=O)NC(C(N)=O)c2ccccc2)C2CCCCC2)cc(OC)c1OC	P62942	Kd	Homo sapiens		5.015758525723033		CHEMBL3793643_CHEMBL3793810	CHEMBL1902
COc1cc(C(C(=O)N2CCCCC2C(=O)NC(C)(C)C(N)=O)C2CCCCC2)cc(OC)c1OC	P62942	Kd	Homo sapiens		4.600326278518962		CHEMBL3793853	CHEMBL1902
COc1cc(C(C(=O)N2CCCCC2C(=O)NC(C)(C)CC(N)=O)C2CCCCC2)cc(OC)c1OC	P62942	Kd	Homo sapiens		5.494850021680094		CHEMBL3794103	CHEMBL1902
COc1cc(C(C(=O)N2CCCCC2C(=O)NC(C)C(N)=O)C2CCCCC2)cc(OC)c1OC	P62942	Kd	Homo sapiens		4.330496011896524		CHEMBL3793031_CHEMBL3793250	CHEMBL1902
COc1cc(C(C(=O)N2CCCCC2C(=O)NC(CC(C)C)C(N)=O)C2CCCCC2)cc(OC)c1OC	P62942	Kd	Homo sapiens		5.180456064458131		CHEMBL3793778	CHEMBL1902
COc1cc(C(C(=O)N2CCCCC2C(=O)NC(CCO)C(N)=O)C2CCCCC2)cc(OC)c1OC	P62942	Kd	Homo sapiens		5.920818753952375		CHEMBL3793595_CHEMBL3794045	CHEMBL1902
COc1cc(C(C(=O)N2CCCCC2C(=O)NC(CO)C(N)=O)C2CCCCC2)cc(OC)c1OC	P62942	Kd	Homo sapiens		4.328827157284917		CHEMBL3792647_CHEMBL3792788	CHEMBL1902
COc1cc(C(C(=O)N2CCCCC2C(=O)NC(Cc2cnc[nH]2)C(N)=O)C2CCCCC2)cc(OC)c1OC	P62942	Kd	Homo sapiens		4.570247719997592		CHEMBL3793942_CHEMBL3794214	CHEMBL1902
COc1cc(C(C(=O)N2CCCCC2C(=O)NC2(C(N)=O)CC2)C2CCCCC2)cc(OC)c1OC	P62942	Kd	Homo sapiens		4.298432014944073		CHEMBL3792925	CHEMBL1902
COc1cc(C(C(=O)N2CCCCC2C(=O)NC2(C(N)=O)CCC2)C2CCCCC2)cc(OC)c1OC	P62942	Kd	Homo sapiens		4.6307841425898575		CHEMBL3792567	CHEMBL1902
COc1cc(C(C(=O)N2CCCCC2C(=O)NC2(C(N)=O)CCCC2)C2CCCCC2)cc(OC)c1OC	P62942	Kd	Homo sapiens		5.420216403383191		CHEMBL3793603	CHEMBL1902
COc1cc(C(C(=O)N2CCCCC2C(=O)NC2(C(N)=O)CCCCC2)C2CCCCC2)cc(OC)c1OC	P62942	Kd	Homo sapiens		5.366531544420414		CHEMBL3792510	CHEMBL1902
COc1cc(C(C(=O)N2CCCCC2C(=O)NC2(C(N)=O)CCOCC2)C2CCCCC2)cc(OC)c1OC	P62942	Kd	Homo sapiens		5.522878745280337		CHEMBL3794186	CHEMBL1902
COc1cc(C(C(=O)N2CCCCC2C(=O)NCCC(N)=O)C2CCCCC2)cc(OC)c1OC	P62942	Kd	Homo sapiens		4.308034897232639		CHEMBL3793385	CHEMBL1902
COc1cc(C(C(=O)N2CCCCC2C(=O)NCCCC(N)=O)C2CCCCC2)cc(OC)c1OC	P62942	Kd	Homo sapiens		4.6516951369518384		CHEMBL3794343	CHEMBL1902
COc1cc(C(C(=O)N2CCCCC2C(=O)NCCCCC(N)=O)C2CCCCC2)cc(OC)c1OC	P62942	Kd	Homo sapiens		5.376750709602098		CHEMBL3793309	CHEMBL1902
COc1cc(OC)cc(C(=O)C(=O)N2C3CCCC2C2c4c(cc(OC)cc4OC)CCN2C3=O)c1	P62942	Kd	Homo sapiens		7.468521082957745		CHEMBL202048	CHEMBL1902
COc1cc2c(c(OC)c1)C1(C)C3CCCC(C(=O)N1CC2)N3C(=O)C(=O)C1(C)CCCCC1C	P62942	Kd	Homo sapiens		5.552841968657781		CHEMBL2348605	CHEMBL1902
COc1cc2c(c(OC)c1)C1(C)C3CCCC(C(=O)N1CC2)N3C(=O)C(=O)c1cc(OC)c(OC)c(OC)c1	P62942	Kd	Homo sapiens		6.301029995663981		CHEMBL2348604	CHEMBL1902
COc1cc2c(c(OC)c1)C1(C)C3CCCC(C(=O)N1CC2)N3S(=O)(=O)c1cc(Cl)c(O)c(Cl)c1	P62942	Kd	Homo sapiens		5.6777807052660805		CHEMBL2348608	CHEMBL1902
COc1cc2c(c(OC)c1)C1(C)C3CCCC(C(=O)N1CC2)N3S(=O)(=O)c1cc(Cl)cc(Cl)c1	P62942	Kd	Homo sapiens		6.060480747381384		CHEMBL2348607	CHEMBL1902
COc1cc2c(c(OC)c1)C1C3CCCC(C(=O)N1CC2)N3C(=O)C(=O)c1cc(Cl)ccc1Cl	P62942	Kd	Homo sapiens		6.815308569182402		CHEMBL381359	CHEMBL1902
COc1cc2c(c(OC)c1)C1C3CCCC(C(=O)N1CC2)N3C(=O)C(=O)c1cc(OC)c(OC)c(OC)c1	P62942	Kd	Homo sapiens		7.161150909262744		CHEMBL202012	CHEMBL1902
COc1cc2c(c(OC)c1)C1C3CCCC(C(=O)N1CC2)N3C(=O)C(=O)c1cc2ccccc2[nH]1	P62942	Kd	Homo sapiens		5.638272163982407		CHEMBL372775	CHEMBL1902
COc1cc2c(c(OC)c1)C1C3CCCC(C(=O)N1CC2)N3C(=O)C(=O)c1ccc(Br)cc1	P62942	Kd	Homo sapiens		7.1487416512809245		CHEMBL202227	CHEMBL1902
