nonstereo_aromatic_smiles	accession	standard_type	organism	lower_pPot_lim	pPot_mean	upper_pPot_lim	chembl_cid	chembl_tid
CC(C)Oc1nccc2[nH]nc(-c3cc(C(=O)NC4COC4)n(C(C)C)c3)c12	Q5S007	Kd	Homo sapiens		8.619788758288394		CHEMBL2152708	CHEMBL1075104
CC(C)Sc1sc(-c2cc[nH]n2)c2c1C(=O)CC(C)(C)C2	Q5S007	Kd	Homo sapiens		6.591760034688151		CHEMBL275645	CHEMBL1075104
CC(C)Sc1sc(-c2cc[nH]n2)c2c1C(=O)NCC2	Q5S007	Kd	Homo sapiens		6.005243055412373		CHEMBL3800268	CHEMBL1075104
CC1(C)CC(=O)c2c(NC3CCCC3)sc(-c3cc[nH]n3)c2C1	Q5S007	Kd	Homo sapiens		5.553773598221837		CHEMBL3798511	CHEMBL1075104
CC1(C)CC(=O)c2c(OC3CCCC3)sc(-c3cc[nH]n3)c2C1	Q5S007	Kd	Homo sapiens		6.323306390375134		CHEMBL3799606	CHEMBL1075104
CC1(C)CC(=O)c2c(S(C)(=O)=O)sc(-c3cc[nH]n3)c2C1	Q5S007	Kd	Homo sapiens		5.146910470148134		CHEMBL3798316	CHEMBL1075104
CC1(C)CC(=O)c2c(SC3CCCC3)sc(-c3cc[nH]n3)c2C1	Q5S007	Kd	Homo sapiens		6.410050398674293		CHEMBL3800282	CHEMBL1075104
CC1(C)CC(=O)c2c(SCC3CC3)sc(-c3cc[nH]n3)c2C1	Q5S007	Kd	Homo sapiens		6.764471553092451		CHEMBL3799665	CHEMBL1075104
CC1(C)CC(=O)c2c(SCCO)sc(-c3cc[nH]n3)c2C1	Q5S007	Kd	Homo sapiens		6.288192770958808		CHEMBL17466	CHEMBL1075104
CC1(C)CC(=O)c2c(SCCc3ccccc3)sc(-c3cc[nH]n3)c2C1	Q5S007	Kd	Homo sapiens		5.723078867934227		CHEMBL3800253	CHEMBL1075104
CC1CNC(=O)c2c(SCC3CC3)sc(-c3cc[nH]n3)c21	Q5S007	Kd	Homo sapiens		7.080921907623925		CHEMBL3800405	CHEMBL1075104
CCC1CNC(=O)c2c(SCC3CC3)sc(-c3cc[nH]n3)c21	Q5S007	Kd	Homo sapiens		7.236572006437062		CHEMBL3797298	CHEMBL1075104
CCCSc1sc(-c2cc[nH]n2)c2c1C(=O)NCC2	Q5S007	Kd	Homo sapiens		6.242603971206975		CHEMBL3799978	CHEMBL1075104
CCCSc1sc(-c2cc[nH]n2)c2c1C(=O)NCC2C	Q5S007	Kd	Homo sapiens		7.075720713938117		CHEMBL3797869	CHEMBL1075104
CCCSc1sc(-c2cc[nH]n2)c2c1C(=O)NCC2CC	Q5S007	Kd	Homo sapiens		7.167491087293763		CHEMBL3797431	CHEMBL1075104
