nonstereo_aromatic_smiles	accession	standard_type	organism	lower_pPot_lim	pPot_mean	upper_pPot_lim	chembl_cid	chembl_tid
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1	O94804	Kd	Homo sapiens		7.401084153335549		CHEMBL1079742_CHEMBL553	CHEMBL3981
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1	O94804	Kd	Homo sapiens		6.043888971733793		CHEMBL31965_CHEMBL545315	CHEMBL3981
CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc21	O94804	Kd	Homo sapiens		5.958607314841776		CHEMBL572881	CHEMBL3981
CCN(CCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1	O94804	Kd	Homo sapiens		5.552841968657781		CHEMBL215152	CHEMBL3981
CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4cc(NC)ncn4)cc3)cc2C(F)(F)F)CC1	O94804	Kd	Homo sapiens		9.036212172654444		CHEMBL574738	CHEMBL3981
CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C=CCN(C)C	O94804	Kd	Homo sapiens		6.7200466874819424		CHEMBL607707	CHEMBL3981
CCc1ccc2c(c1)c(=O)c(C(=O)Nc1ccc(Oc3ncnc4cc(OC)c(OC)cc34)c(F)c1)c(C)n2C	O94804	Kd	Homo sapiens		8.0		CHEMBL4571241	CHEMBL3981
CN(C)CC1CCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CCO1	O94804	Kd	Homo sapiens		6.255724641749778		CHEMBL432130_CHEMBL91829	CHEMBL3981
CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1	O94804	Kd	Homo sapiens		6.259637310505756		CHEMBL522892	CHEMBL3981
CNC1CC2OC(C)(C1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4	O94804	Kd	Homo sapiens		10.477338510606671		CHEMBL1537489_CHEMBL162_CHEMBL1980995_CHEMBL388978	CHEMBL3981
CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1	O94804	Kd	Homo sapiens		5.470786987771497		CHEMBL1076241_CHEMBL1201179_CHEMBL554	CHEMBL3981
Cc1[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NCC(O)CN1CCOCC1	O94804	Kd	Homo sapiens		6.638272163982407		CHEMBL1721885	CHEMBL3981
Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1	O94804	Kd	Homo sapiens		6.920818753952375		CHEMBL572878	CHEMBL3981
Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1	O94804	Kd	Homo sapiens		8.03478020261665		CHEMBL103667	CHEMBL3981
Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1	O94804	Kd	Homo sapiens		6.337242168318426		CHEMBL223360	CHEMBL3981
Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O	O94804	Kd	Homo sapiens		7.075720713938117		CHEMBL477772	CHEMBL3981
Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1	O94804	Kd	Homo sapiens		5.920818753952375		CHEMBL1421	CHEMBL3981
Cn1c(Nc2ccc(C(F)(F)F)cc2)nc2cc(Oc3ccnc(-c4ncc(C(F)(F)F)[nH]4)c3)ccc21	O94804	Kd	Homo sapiens		7.221848749616356		CHEMBL558752	CHEMBL3981
Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=O)c1c(F)cccc1F	O94804	Kd	Homo sapiens		6.958607314841776		CHEMBL191003	CHEMBL3981
O=C(O)c1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2F)=NC3)cc1	O94804	Kd	Homo sapiens		5.431798275933005		CHEMBL259084	CHEMBL3981
