nonstereo_aromatic_smiles	accession	standard_type	organism	lower_pPot_lim	pPot_mean	upper_pPot_lim	chembl_cid	chembl_tid
Brc1ccccc1C=C1C=C(CCN2CCOCC2)c2ccccc21	P21554	Kd	Homo sapiens		6.189095719331299		CHEMBL4564402	CHEMBL218
C#CCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)c2cc(Br)ccc21	P21554	Kd	Homo sapiens		5.493494967595128		CHEMBL1215978	CHEMBL218
C(=C1C=C(CCN2CCOCC2)c2ccccc21)c1ccc2c3c(cccc13)CC2	P21554	Kd	Homo sapiens		7.798602875679547		CHEMBL4550629	CHEMBL218
C(=C1C=C(CCN2CCOCC2)c2ccccc21)c1ccc2ccccc2c1	P21554	Kd	Homo sapiens		6.872895201635193		CHEMBL4461845	CHEMBL218
C(=C1C=C(CCN2CCOCC2)c2ccccc21)c1cccc(-c2ccccc2)c1	P21554	Kd	Homo sapiens		5.5845258318907645		CHEMBL4449298	CHEMBL218
C(=C1C=C(CCN2CCOCC2)c2ccccc21)c1cccc2cc[nH]c12	P21554	Kd	Homo sapiens		6.97061622231479		CHEMBL4452886	CHEMBL218
C(=C1C=C(CCN2CCOCC2)c2ccccc21)c1cccc2ccc3ccccc3c12	P21554	Kd	Homo sapiens		7.640164517660112		CHEMBL4473031	CHEMBL218
C(=C1C=C(CCN2CCOCC2)c2ccccc21)c1cccc2ccccc12	P21554	Kd	Homo sapiens		8.328827157284916		CHEMBL127644	CHEMBL218
C(=C1C=C(CCN2CCOCC2)c2ccccc21)c1cccc2cnccc12	P21554	Kd	Homo sapiens		6.342944147142896		CHEMBL4440764	CHEMBL218
C(=C1C=C(CCN2CCOCC2)c2ccccc21)c1ccccc1	P21554	Kd	Homo sapiens		5.88706002391592		CHEMBL129525	CHEMBL218
C(=C1C=C(CCN2CCOCC2)c2ccccc21)c1ccccc1-c1ccccc1	P21554	Kd	Homo sapiens		7.081445469449728		CHEMBL4574099	CHEMBL218
C(=C1C=C(CCN2CCOCC2)c2ccccc21)c1cccs1	P21554	Kd	Homo sapiens		5.069152808317503		CHEMBL4452635	CHEMBL218
C(=C1C=C(CCN2CCOCC2)c2ccccc21)c1ccnc2ccccc12	P21554	Kd	Homo sapiens		7.632644078973981		CHEMBL4577001	CHEMBL218
C=C(C)C1CCC(C)=CC1c1c(O)cc(CCCCC)cc1O	P21554	Kd	Homo sapiens		5.361510743045363		CHEMBL190461_CHEMBL3810140	CHEMBL218
C=C1CCC2C(C1)c1c(OC)cc(C(C)(C)CCCCCC)cc1OC2(C)C	P21554	Kd	Homo sapiens		5.310868802765501	4.698970004336019	CHEMBL294013	CHEMBL218
C=CCN1Cc2c(n(S(=O)(=O)CC)c3ccc(C(=O)N4CCC(C)CC4)cc23)C1	P21554	Kd	Homo sapiens		6.580044251510242		CHEMBL250608	CHEMBL218
CC(=O)N1CCN(CC2CCC(c3ccc(Cl)cc3Cl)N(c3ccc(Cl)cc3)C2)CC1	P21554	Kd	Homo sapiens		6.345823458122039		CHEMBL590551	CHEMBL218
CC(=O)NCCC1CCC(c2ccc(Cl)cc2Cl)N(c2ccc(Cl)cc2)C1	P21554	Kd	Homo sapiens		7.376750709602098		CHEMBL591066	CHEMBL218
CC(=O)NCCNC(=O)C(C)(C)NC(=O)c1cc2c(n(CC3CCCCC3)c1=O)CCCCCC2	P21554	Kd	Homo sapiens		8.327902142064282		CHEMBL2018662	CHEMBL218
CC(=O)n1c2c(c3cc(C(=O)N4CCC(C)CC4)ccc31)CN(C1CCCC1)C2	P21554	Kd	Homo sapiens		5.632457726479423		CHEMBL400051	CHEMBL218
CC(C)(C)C(NC(=O)n1c(=O)n(CC2(O)CCOCC2)c2ccccc21)C(N)=O	P21554	Kd	Homo sapiens		5.521433504406157		CHEMBL522906	CHEMBL218
CC(C)(C)C(NC(=O)n1c(=O)n(CC2CCCO2)c2ccccc21)C(N)=O	P21554	Kd	Homo sapiens		5.8794260687941495		CHEMBL496497	CHEMBL218
CC(C)(C)C(NC(=O)n1c(=O)n(CCC2CCOCC2)c2ccccc21)C(N)=O	P21554	Kd	Homo sapiens		5.832682665251824		CHEMBL1162994	CHEMBL218
CC(C)(C)CC(=O)N1CCN(CC2CCC(c3ccc(Cl)cc3Cl)N(c3ccc(Cl)cc3)C2)CC1	P21554	Kd	Homo sapiens		7.886056647693162		CHEMBL590795	CHEMBL218
CC(C)(C)CCN1CCN(CC2CCC(c3ccc(Cl)cc3Cl)N(c3ccc(Cl)cc3)C2)CC1	P21554	Kd	Homo sapiens		7.244125144327507		CHEMBL589579	CHEMBL218
CC(C)(C)CNC(=O)c1ccc(Br)c(S(=O)(=O)N2CCCC2)c1	P21554	Kd	Homo sapiens		5.698970004336019		CHEMBL404697	CHEMBL218
CC(C)(C)CNC(=O)c1ccc(Br)c(S(=O)(=O)N2CCCCC2)c1	P21554	Kd	Homo sapiens		5.886056647693162		CHEMBL403628	CHEMBL218
CC(C)(C)CNC(=O)c1ccc(Br)c(S(=O)(=O)N2CCOCC2)c1	P21554	Kd	Homo sapiens		5.886056647693162		CHEMBL256503	CHEMBL218
CC(C)(C)NC(=O)c1nn(-c2ccc(F)cc2F)c2c1C1CCC2C1	P21554	Kd	Homo sapiens		6.006475596832933		CHEMBL3234681	CHEMBL218
CC(C)(C)OC(=O)N1CCN(CC2CCC(c3ccc(Cl)cc3Cl)N(c3ccc(Cl)cc3)C2)CC1	P21554	Kd	Homo sapiens		8.096910013008056		CHEMBL601936	CHEMBL218
CC(C)(C)c1nc2cc(NS(C)(=O)=O)ccc2n1CC1CCC(F)(F)CC1	P21554	Kd	Homo sapiens		7.929962133392243		CHEMBL4454159	CHEMBL218
CC(C)(NC(=O)c1cc2c(n(CC3CCCCC3)c1=O)CCCCCC2)C(=O)N1CCC(C(=O)O)CC1	P21554	Kd	Homo sapiens		5.527243550682788		CHEMBL2018665	CHEMBL218
CC(C)(NC(=O)c1cc2c(n(CC3CCCCC3)c1=O)CCCCCC2)C(=O)N1CCC(C(N)=O)CC1	P21554	Kd	Homo sapiens		8.309803919971486		CHEMBL2018666	CHEMBL218
CC(C)(NC(=O)c1cc2c(n(CC3CCCCC3)c1=O)CCCCCC2)C(=O)N1CCC(NS(C)(=O)=O)CC1	P21554	Kd	Homo sapiens		7.4089353929735005		CHEMBL2018778	CHEMBL218
CC(C)(NC(=O)c1cc2c(n(CC3CCCCC3)c1=O)CCCCCC2)C(=O)N1CCC(O)CC1	P21554	Kd	Homo sapiens		8.096910013008056		CHEMBL2018664	CHEMBL218
CC(C)(NC(=O)c1cc2c(n(CC3CCCCC3)c1=O)CCCCCC2)C(=O)NCC(N)=O	P21554	Kd	Homo sapiens		7.958607314841775		CHEMBL2016599	CHEMBL218
CC(C)(NC(=O)c1cc2c(n(CC3CCCCC3)c1=O)CCCCCC2)C(=O)NCCCCCO	P21554	Kd	Homo sapiens		8.236572006437061		CHEMBL2018659	CHEMBL218
CC(C)(NC(=O)c1cc2c(n(CC3CCCCC3)c1=O)CCCCCC2)C(=O)NCCCO	P21554	Kd	Homo sapiens		8.200659450546418		CHEMBL2018658	CHEMBL218
CC(C)(NC(=O)c1cc2c(n(CC3CCCCC3)c1=O)CCCCCC2)C(=O)NCCOCCO	P21554	Kd	Homo sapiens		8.468521082957745		CHEMBL2018660	CHEMBL218
CC(C)(NC(=O)c1cc2c(n(CC3CCCCC3)c1=O)CCCCCC2)C(=O)NN	P21554	Kd	Homo sapiens		7.522878745280337		CHEMBL2018780	CHEMBL218
CC(C)(NC(=O)c1cc2c(n(CC3CCCCC3)c1=O)CCCCCC2)C(=O)NNS(C)(=O)=O	P21554	Kd	Homo sapiens		7.494850021680094		CHEMBL2018781	CHEMBL218
CC(C)(NC(=O)c1cc2c(n(CC3CCCCC3)c1=O)CCCCCC2)C(=O)O	P21554	Kd	Homo sapiens		5.868862993314423		CHEMBL2018656	CHEMBL218
CC(C)(O)CCn1c(=O)n(C(=O)NC(C(N)=O)C(C)(C)C)c2ccccc21	P21554	Kd	Homo sapiens		5.835944708106549		CHEMBL506652	CHEMBL218
CC(C)CC(CO)NC(=O)c1cnc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)n1	P21554	Kd	Homo sapiens		7.853871964321763		CHEMBL393837	CHEMBL218
CC(C)CCNS(=O)(=O)C1CCC(c2ccc(Cl)cc2Cl)N(c2ccc(Cl)cc2)C1	P21554	Kd	Homo sapiens		8.040958607678906		CHEMBL598125	CHEMBL218
