nonstereo_aromatic_smiles	accession	standard_type	organism	lower_pPot_lim	pPot_mean	upper_pPot_lim	chembl_cid	chembl_tid
C=CCC1(C(O)CC=CC2C(O)CC(Cl)C2CC=CCCCC(=O)O)CCC1	P43115	Kd	Homo sapiens		5.568636235841012		CHEMBL3286796	CHEMBL3710
CC(=O)c1ccc(OCc2ccccc2)c(C=CCc2ccccc2C=CC(=O)O)c1.CC(=O)c1ccc(OCc2ccccc2)c(CC=Cc2ccccc2C=CC(=O)O)c1	P43115	Kd	Homo sapiens		6.585026652029183		CHEMBL1237303	CHEMBL3710
CC(C)C1(c2ccc(-c3ccc4ccccc4c3)[nH]c2=O)OC(=O)NC1=O	P43115	Kd	Homo sapiens		8.299988937677888		CHEMBL1770317_CHEMBL1770340_CHEMBL1770341	CHEMBL3710
CC(C)Oc1ccc2c(=O)c3cc(C(=O)O)ccc3oc2c1	P43115	Kd	Homo sapiens		5.795880017344076		CHEMBL1317823	CHEMBL3710
CCC(CC)c1nnc(NC(=O)c2ccc3c(c2)OCCO3)s1	P43115	Kd	Homo sapiens		7.0		CHEMBL557109	CHEMBL3710
CCCCCC(O)C=CC1CCC(=O)N1CCSCCCC(=O)O	P43115	Kd	Homo sapiens		5.721246399047171		CHEMBL223151	CHEMBL3710
CCCCCC(O)C=CC1CCC(=O)N1CCc1ccc(C(=O)O)cc1	P43115	Kd	Homo sapiens		4.958607314841776		CHEMBL222715	CHEMBL3710
CCCCCC(O)CCC1CCC(=O)N1CCc1ccc(C(=O)O)cc1	P43115	Kd	Homo sapiens		4.044312249686494		CHEMBL376347	CHEMBL3710
CCCCCC(O)c1ccc(C2CCC(=O)C2CCCCCCC(=O)O)cc1	P43115	Kd	Homo sapiens		7.086186147616282		CHEMBL1722929	CHEMBL3710
CCn1ncc2c(C)cc(-c3ccc(C4(C)CCNC4=O)c(=O)[nH]3)cc21	P43115	Kd	Homo sapiens		7.5003129173815966		CHEMBL3589085	CHEMBL3710
CCn1ncc2c(F)cc(-c3ccc(C4(C)CCCNC4=O)c(=O)[nH]3)cc21	P43115	Kd	Homo sapiens		8.698970004336019		CHEMBL3589082	CHEMBL3710
COc1cc(C=CCc2ccccc2C=CC(=O)NS(=O)(=O)c2cccs2)ccc1OCc1ccccc1	P43115	Kd	Homo sapiens		8.795880017344075		CHEMBL218280	CHEMBL3710
COc1cc(C=CCc2ccccc2C=CC(=O)O)ccc1OCc1ccccc1	P43115	Kd	Homo sapiens		8.096910013008056		CHEMBL218626	CHEMBL3710
COc1cc(C=CCc2ccccc2C=CC(=O)O)ccc1OCc1ccccc1.COc1cc(CC=Cc2ccccc2C=CC(=O)O)ccc1OCc1ccccc1	P43115	Kd	Homo sapiens		8.096910013008056		CHEMBL1237317	CHEMBL3710
COc1cc(CC=Cc2ccccc2C=CC(=O)NS(=O)(=O)c2cccs2)ccc1OCc1ccccc1	P43115	Kd	Homo sapiens		8.795880017344075		CHEMBL385955	CHEMBL3710
COc1ccc(C=CCc2ccccc2C=CC(=O)NS(=O)(=O)c2cccs2)cc1	P43115	Kd	Homo sapiens		8.619788758288394		CHEMBL218228	CHEMBL3710
COc1ccc(C=CCc2ccccc2C=CC(=O)O)cc1	P43115	Kd	Homo sapiens		7.167491087293763		CHEMBL219590	CHEMBL3710
COc1ccc(C=CCc2ccccc2C=CC(=O)O)cc1.COc1ccc(CC=Cc2ccccc2C=CC(=O)O)cc1	P43115	Kd	Homo sapiens		7.167491087293763		CHEMBL1237316	CHEMBL3710
COc1ccc(CC=Cc2ccccc2C=CC(=O)NS(=O)(=O)c2cccs2)cc1	P43115	Kd	Homo sapiens		8.619788758288394		CHEMBL218229	CHEMBL3710
COc1cccc(CCCc2ccccc2C=CC(=O)O)c1OCc1ccccc1	P43115	Kd	Homo sapiens		7.721246399047171		CHEMBL181691	CHEMBL3710
