nonstereo_aromatic_smiles	accession	standard_type	organism	lower_pPot_lim	pPot_mean	upper_pPot_lim	chembl_cid	chembl_tid
CN1C(=O)C(=O)c2cc(S(=O)(=O)N3CCCC3COc3ccccc3)ccc21	P42574	Kd	Homo sapiens		7.632951540210827		CHEMBL293034	CHEMBL2334
COCC1CCCN1S(=O)(=O)c1ccc2c(c1)C(=O)C(=O)N2	P42574	Kd	Homo sapiens		7.274173739152559		CHEMBL60190	CHEMBL2334
COCC1CCCN1S(=O)(=O)c1ccc2c(c1)C(=O)C(=O)N2C	P42574	Kd	Homo sapiens		8.920818753952375		CHEMBL216819	CHEMBL2334
COCC1CCCN1S(=O)(=O)c1ccc2c(c1)C(=O)C(=O)N2Cc1ccc(I)cc1	P42574	Kd	Homo sapiens		8.229147988357855		CHEMBL217457	CHEMBL2334
COCC1CCCN1S(=O)(=O)c1ccc2c(c1)C(=O)C(=O)N2Cc1ccc(O)cc1	P42574	Kd	Homo sapiens		7.628932137728263		CHEMBL217220	CHEMBL2334
COCC1CCCN1S(=O)(=O)c1ccc2c(c1)C(=O)C(=O)N2Cc1ccc(OC)cc1	P42574	Kd	Homo sapiens		8.045757490560675		CHEMBL217777	CHEMBL2334
COCC1CCCN1S(=O)(=O)c1ccc2c(c1)C(=O)C(=O)N2Cc1ccc(OCCBr)cc1	P42574	Kd	Homo sapiens		8.096910013008056		CHEMBL216447	CHEMBL2334
COCC1CCCN1S(=O)(=O)c1ccc2c(c1)C(=O)C(=O)N2Cc1ccc(OCCF)cc1	P42574	Kd	Homo sapiens		7.747146969020108		CHEMBL215480	CHEMBL2334
COc1ccc(CN2C(=O)C(=O)c3cc(S(=O)(=O)N4CCCC4COc4ccccc4)ccc32)cc1	P42574	Kd	Homo sapiens		8.318758762624412		CHEMBL200677	CHEMBL2334
O=C1C(=O)N(Cc2ccc(I)cc2)c2ccc(S(=O)(=O)N3CCCC3COc3ccccc3)cc21	P42574	Kd	Homo sapiens		8.920818753952375		CHEMBL384023	CHEMBL2334
O=C1C(=O)N(Cc2ccc(O)cc2)c2ccc(S(=O)(=O)N3CCCC3COc3ccccc3)cc21	P42574	Kd	Homo sapiens		8.397940008672037		CHEMBL200927	CHEMBL2334
O=C1C(=O)N(Cc2ccc(OCCBr)cc2)c2ccc(S(=O)(=O)N3CCCC3COc3ccccc3)cc21	P42574	Kd	Homo sapiens		7.899629454882437		CHEMBL385930	CHEMBL2334
O=C1C(=O)N(Cc2ccc(OCCF)cc2)c2ccc(S(=O)(=O)N3CCCC3COc3ccccc3)cc21	P42574	Kd	Homo sapiens		9.69897000433602		CHEMBL213759	CHEMBL2334
O=C1Nc2ccc(S(=O)(=O)N3CCCC3COc3ccccc3)cc2C1=O	P42574	Kd	Homo sapiens		8.080921907623924		CHEMBL62993	CHEMBL2334
