nonstereo_aromatic_smiles	accession	standard_type	organism	lower_pPot_lim	pPot_mean	upper_pPot_lim	chembl_cid	chembl_tid
CCCCCCCCCCN(C)CC(P(=O)(O)O)P(=O)(O)O	O95749	Kd	Homo sapiens		5.481486060122112		CHEMBL1673218	CHEMBL4769
CCCCCCCCCCOc1ccc[n+](CC(P(=O)([O-])O)P(=O)(O)O)c1	O95749	Kd	Homo sapiens		5.161150909262744		CHEMBL494897	CHEMBL4769
CCCCCCCCN(C)CC(P(=O)(O)O)P(=O)(O)O	O95749	Kd	Homo sapiens		4.920818753952375		CHEMBL1673217	CHEMBL4769
O=P(O)(O)C(O)(COc1cccc(-c2cccc(-c3ccccc3)c2)c1)P(=O)(O)O	O95749	Kd	Homo sapiens		6.958607314841776		CHEMBL260880	CHEMBL4769
O=P(O)(O)C(O)(Cc1cccc(-c2ccc(-c3ccccc3)cc2)c1)P(=O)(O)O	O95749	Kd	Homo sapiens		7.698970004336019		CHEMBL262616	CHEMBL4769
O=P(O)(O)C(O)(Cc1cccc(-c2cccc(-c3ccccc3)c2)c1)P(=O)(O)O	O95749	Kd	Homo sapiens		7.221848749616356		CHEMBL213490	CHEMBL4769
O=P(O)(O)C(O)(Cc1cccc(-c2cccc(NS(=O)(=O)c3ccc4ccccc4c3)c2)c1)P(=O)(O)O	O95749	Kd	Homo sapiens		7.154901959985742		CHEMBL259026	CHEMBL4769
O=P(O)(O)C(O)(Cc1cccc(-c2cccc3c2oc2ccccc23)c1)P(=O)(O)O	O95749	Kd	Homo sapiens		6.958607314841776		CHEMBL411274	CHEMBL4769
O=P(O)(O)C(O)(Cc1cnc2ccccn12)P(=O)(O)O	O95749	Kd	Homo sapiens		5.7447274948966935		CHEMBL319144	CHEMBL4769
O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O	O95749	Kd	Homo sapiens		5.568636235841012		CHEMBL924	CHEMBL4769
O=P([O-])(O)C(O)(C[n+]1cccc(-c2cccc(-c3ccccc3)c2)c1)P(=O)(O)O	O95749	Kd	Homo sapiens		6.638272163982407		CHEMBL192017	CHEMBL4769
