nonstereo_aromatic_smiles	accession	standard_type	organism	lower_pPot_lim	pPot_mean	upper_pPot_lim	chembl_cid	chembl_tid
CC(=O)N1CCC(c2cc(Nc3cc(C#N)ccn3)nc(N3CCC(F)(F)C3)c2)CC1	Q12852	Kd	Homo sapiens		7.602059991327962		CHEMBL3393328	CHEMBL1908389
CC(=O)N1CCC(c2cc(Nc3cc(C(F)(F)F)ccn3)nc(N3CC(F)(F)C3)n2)CC1	Q12852	Kd	Homo sapiens		6.779891911959945		CHEMBL3393325	CHEMBL1908389
CC(=O)N1CCC(c2cc(Nc3cc(C(F)(F)F)ccn3)nc(N3CCC(F)(F)C3)c2)CC1	Q12852	Kd	Homo sapiens		9.0		CHEMBL3393327	CHEMBL1908389
CC(=O)N1CCC(c2cc(Nc3cc(C(F)(F)F)ccn3)nc(N3CCC(F)(F)C3)n2)CC1	Q12852	Kd	Homo sapiens		7.481486060122112		CHEMBL3393324	CHEMBL1908389
CC(=O)N1CCC(c2cc(Nc3cc(C(F)(F)F)ccn3)nc(N3CCOCC3)n2)CC1	Q12852	Kd	Homo sapiens		6.3655227298392685		CHEMBL3393326	CHEMBL1908389
CC(C)(C#N)c1cc(Nc2cc(C#N)ccn2)nc(N2CCC(F)(F)C2)c1	Q12852	Kd	Homo sapiens		7.853871964321763		CHEMBL3393331	CHEMBL1908389
CC(C)(O)c1cc(Nc2cc(C#N)ccn2)nc(N2CCC(F)(F)C2)c1	Q12852	Kd	Homo sapiens		8.301029995663981		CHEMBL3393332	CHEMBL1908389
CC(C)n1nc(Nc2cc(C#N)ccn2)cc1C1CCNCC1	Q12852	Kd	Homo sapiens		6.795880017344076		CHEMBL3629010	CHEMBL1908389
CC(C)n1nc(Nc2cc(C(F)(F)F)ccn2)cc1C1CCNCC1	Q12852	Kd	Homo sapiens		6.8386319977650265		CHEMBL3629009	CHEMBL1908389
CCc1cc(C2CCN(C3COC3)CC2)cc(Nc2cc(C#N)ccn2)n1	Q12852	Kd	Homo sapiens		7.744727494896693		CHEMBL3393339	CHEMBL1908389
CCc1ccnc(Nc2cc(C3CCCN(C(=O)c4ccccc4)C3)nc(C)n2)c1	Q12852	Kd	Homo sapiens		6.709965388637482		CHEMBL3393313	CHEMBL1908389
COC1CN(c2cc(C3CCN(C4COC4)CC3)cc(Nc3cc(C#N)ccn3)n2)C1	Q12852	Kd	Homo sapiens		8.096910013008056		CHEMBL3393335	CHEMBL1908389
COc1ccnc(Nc2cc(C3CCCN(C(=O)c4ccccc4)C3)nc(C)n2)c1	Q12852	Kd	Homo sapiens		7.244125144327507		CHEMBL3393318	CHEMBL1908389
Cc1cc(C2CCN(C3COC3)CC2)cc(Nc2cc(C#N)ccn2)n1	Q12852	Kd	Homo sapiens		7.031517051446066		CHEMBL3393338	CHEMBL1908389
Cc1ccc(Nc2cc(C3CCCN(C(=O)c4ccccc4)C3)nc(C)n2)nc1	Q12852	Kd	Homo sapiens		6.396855627379818		CHEMBL3393309	CHEMBL1908389
Cc1ccnc(Nc2cc(C3CCCN(C(=O)c4ccccc4)C3)nc(C)n2)c1	Q12852	Kd	Homo sapiens		7.070581074285707		CHEMBL3393310	CHEMBL1908389
Cc1nc(Nc2cc(C#N)ccn2)cc(C2CCCN(C(=O)c3ccccc3)C2)n1	Q12852	Kd	Homo sapiens		7.045757490560675		CHEMBL3393317	CHEMBL1908389
Cc1nc(Nc2cc(C(C)C)ccn2)cc(C2CCCN(C(=O)c3ccccc3)C2)n1	Q12852	Kd	Homo sapiens		8.397940008672037		CHEMBL3393314	CHEMBL1908389
Cc1nc(Nc2cc(C(F)(F)F)ccn2)cc(C2CCCN(C(=O)c3ccccc3)C2)n1	Q12852	Kd	Homo sapiens		7.619788758288393		CHEMBL3393312	CHEMBL1908389
Cc1nc(Nc2cc(C(F)(F)F)ccn2)cc(C2CCCNC2)n1	Q12852	Kd	Homo sapiens		6.139661993429008		CHEMBL3393319	CHEMBL1908389
Cc1nc(Nc2cc(C3CC3)ccn2)cc(C2CCCN(C(=O)c3ccccc3)C2)n1	Q12852	Kd	Homo sapiens		7.744727494896693		CHEMBL3393315	CHEMBL1908389
Cc1nc(Nc2ccc(C(F)(F)F)cn2)cc(C2CCCN(C(=O)c3ccccc3)C2)n1	Q12852	Kd	Homo sapiens		6.1605219526258015		CHEMBL3393311	CHEMBL1908389
