nonstereo_aromatic_smiles	accession	standard_type	organism	lower_pPot_lim	pPot_mean	upper_pPot_lim	chembl_cid	chembl_tid
CC(=O)C(=O)N(c1ccc2ccccc2c1)c1ccccc1C(=O)O	P18031	Kd	Homo sapiens		4.409467721600505		CHEMBL2235525	CHEMBL335
CC(=O)C(=O)N(c1ccccc1C(=O)O)c1cccc(C)c1C	P18031	Kd	Homo sapiens		4.030758525908475		CHEMBL2235523	CHEMBL335
CC(=O)C(=O)N(c1ccccc1C(=O)O)c1cccc2c1CCCC2	P18031	Kd	Homo sapiens		4.130384152232525		CHEMBL2235527	CHEMBL335
CC(=O)C(=O)N(c1ccccc1C(=O)O)c1cccc2ccc(O)cc12	P18031	Kd	Homo sapiens		4.7697754948726185		CHEMBL2235526	CHEMBL335
CC(=O)C(=O)N(c1ccccc1C(=O)O)c1cccc2ccccc12	P18031	Kd	Homo sapiens		4.619894371813675		CHEMBL2235524	CHEMBL335
CC(=O)C(=O)N(c1ccccc1C(=O)O)c1ccccc1C(C)C	P18031	Kd	Homo sapiens		4.452965971235766		CHEMBL2235924	CHEMBL335
CC(=O)C(=O)N(c1ccccc1C(=O)O)c1ccccc1N1CCCCC1	P18031	Kd	Homo sapiens		4.851935912156444		CHEMBL2235928	CHEMBL335
CC(=O)C(=O)N(c1ccccc1C=CC(N)=O)c1ccccc1C(=O)O	P18031	Kd	Homo sapiens		4.959303696265213		CHEMBL2235927	CHEMBL335
CC(=O)C(=O)N(c1ccccc1CCO)c1ccccc1C(=O)O	P18031	Kd	Homo sapiens		4.7697754948726185		CHEMBL2235926	CHEMBL335
CC(=O)C(=O)N(c1ccccc1Cc1ccccc1)c1ccccc1C(=O)O	P18031	Kd	Homo sapiens		4.619894371813675		CHEMBL2235925	CHEMBL335
CC(=O)N1CCC(Nc2cccc(-c3sc(C(=O)O)c(OCC(=O)O)c3Br)c2)CC1	P18031	Kd	Homo sapiens		6.721246399047171		CHEMBL396554	CHEMBL335
CC(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccc(C2CC(=O)NS2(=O)=O)cc1)C(N)=O	P18031	Kd	Homo sapiens		6.7447274948966935		CHEMBL373105_CHEMBL382311	CHEMBL335
CC(=O)NS(=O)(=O)C(Cc1ccc(NC(=O)C(=O)O)cc1)c1nc2ccccc2o1	P18031	Kd	Homo sapiens		4.200659450546418		CHEMBL2377805	CHEMBL335
CC(=O)Nc1ccc(-c2sc(C(=O)O)c(OCC(=O)O)c2Br)cc1	P18031	Kd	Homo sapiens		6.301029995663981		CHEMBL214911	CHEMBL335
CC(=O)Oc1cc2nccc3c4ccccc4n(c1=O)c23	P18031	Kd	Homo sapiens		4.735418270761922		CHEMBL3400667	CHEMBL335
CC(=O)Oc1ccc(C2=NOC(c3ccccc3)C2)c(OC(C)=O)c1	P18031	Kd	Homo sapiens		4.6020599913279625		CHEMBL2259735	CHEMBL335
CC(C)=CCc1c(O)c(CC=C(C)C)c2occ(-c3ccc(O)cc3)c(=O)c2c1O	P18031	Kd	Homo sapiens		5.017728766960432		CHEMBL494252	CHEMBL335
CC(C)Cc1ccc(-c2cc(NC(=O)C(=O)O)c(C(=O)O)s2)cc1	P18031	Kd	Homo sapiens		4.889999848866887		CHEMBL336435	CHEMBL335
CC(C)NC(=O)Nc1ccc(-c2sc(C(=O)O)c(OCC(=O)O)c2Br)cc1	P18031	Kd	Homo sapiens		6.443697499232713		CHEMBL386616	CHEMBL335
CC(C)NC(=O)Nc1cccc(-c2sc(C(=O)O)c(OCC(=O)O)c2Br)c1	P18031	Kd	Homo sapiens		5.6777807052660805		CHEMBL243510	CHEMBL335
CC(C)Oc1ccc(NS(=O)(=O)C(Cc2ccc(NC(=O)C(=O)O)cc2)c2nc3ccccc3o2)cc1	P18031	Kd	Homo sapiens		4.036212172654444		CHEMBL2377804	CHEMBL335
CC1(C)CC(Nc2ccc(-c3sc(C(=O)O)c(OCC(=O)O)c3Br)cc2)CC(C)(C)C1	P18031	Kd	Homo sapiens		6.6020599913279625		CHEMBL214912	CHEMBL335
CC1(C)CC(Nc2cccc(-c3sc(C(=O)O)c(OCC(=O)O)c3Br)c2)CC(C)(C)C1	P18031	Kd	Homo sapiens		7.443697499232713		CHEMBL243942	CHEMBL335
CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1	P18031	Kd	Homo sapiens		5.221848749616356		CHEMBL168_CHEMBL1783815_CHEMBL486382	CHEMBL335
CC1CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1C	P18031	Kd	Homo sapiens		5.1938200260161125		CHEMBL169_CHEMBL1783810_CHEMBL1783814_CHEMBL491715	CHEMBL335
CCC(=O)Nc1cccc(-c2sc(C(=O)O)c(OCC(=O)O)c2Br)c1	P18031	Kd	Homo sapiens		5.698970004336019		CHEMBL243509	CHEMBL335
CCCCCNC(=O)C(Cc1ccc(N(C(=O)C(=O)O)c2ccccc2C(=O)O)c2ccccc12)NC(C)=O	P18031	Kd	Homo sapiens		5.959303300184227		CHEMBL1230658	CHEMBL335
CCCCCNC(=O)C(Cc1ccc(N(C(=O)C(=O)O)c2ccccc2C(=O)O)cc1)NC(=O)OC(C)(C)C	P18031	Kd	Homo sapiens		4.760976927036948		CHEMBL561150	CHEMBL335
CCCCCNC(=O)C(Cc1ccc(N(C(=O)C(=O)O)c2ccccc2C(=O)O)cc1)NC(C)=O	P18031	Kd	Homo sapiens		5.009387011251299		CHEMBL2235515	CHEMBL335
CCCCCNC(=O)C(Cc1ccc(N(C(=O)C(=O)O)c2ccccc2C(=O)O)cc1)NS(C)(=O)=O	P18031	Kd	Homo sapiens		5.040479265590546		CHEMBL2235516	CHEMBL335
CCCCNS(=O)(=O)C(Cc1ccc(NC(=O)C(=O)O)cc1)c1nc2ccccc2o1	P18031	Kd	Homo sapiens		4.084072788302883		CHEMBL2375441	CHEMBL335
CCCc1cc(OC(=O)c2c(O)cc(OC(=O)c3c(O)cc(O)cc3CCC)cc2CCC)cc(O)c1C(=O)O	P18031	Kd	Homo sapiens		4.8696662315049934		CHEMBL4098715	CHEMBL335
CCOC(=O)C(O)=CC(=O)c1cccc(Cn2cc(C(=O)O)c(=O)c3cc(I)ccc32)c1	P18031	Kd	Homo sapiens		5.876148359032914		CHEMBL3309789	CHEMBL335
CCOC1CCC2(C)C(CCC3(C)C2CC=C2C4CC(C)(C)CCC4(C(=O)O)CCC23C)C1(C)C	P18031	Kd	Homo sapiens		5.318758762624412		CHEMBL3343064	CHEMBL335
CCc1cc(CC(NC(C)=O)C(=O)NC(CCSC)C(=O)O)ccc1N(C(=O)C(=O)O)c1ccccc1C(=O)O	P18031	Kd	Homo sapiens		5.764775642867428		CHEMBL2235519	CHEMBL335
CCc1cc(CC(NC(C)=O)C(=O)NCc2ccc(Cl)cc2)ccc1N(C(=O)C(=O)O)c1ccccc1C(=O)O	P18031	Kd	Homo sapiens		5.920410177937011		CHEMBL2235520	CHEMBL335
CCc1ccccc1N(C(=O)C(C)=O)c1ccccc1C(=O)O	P18031	Kd	Homo sapiens		4.220924369789729		CHEMBL2235528	CHEMBL335
CN(C)c1ccc(-c2sc(C(=O)O)c(OCC(=O)O)c2Br)cc1	P18031	Kd	Homo sapiens		5.045757490560675		CHEMBL379196	CHEMBL335
CN(c1ccc(-c2sc(C(=O)O)c(OCC(=O)O)c2Br)cc1)S(=O)(=O)c1ccc(C(F)(F)F)cc1	P18031	Kd	Homo sapiens		5.920818753952375		CHEMBL438089	CHEMBL335
