nonstereo_aromatic_smiles	accession	standard_type	organism	lower_pPot_lim	pPot_mean	upper_pPot_lim	chembl_cid	chembl_tid
CC(=O)N1CC(=O)CC1C(=O)NC(CCCN=C(N)N)C(=O)c1nc2ccccc2s1	Q15661	Kd	Homo sapiens		7.136677139879544		CHEMBL127773	CHEMBL2617
CC(=O)N1CC(O)CC1C(=O)NC(CCCN)C(=O)c1nc2ccccc2s1	Q15661	Kd	Homo sapiens		7.045757490560675		CHEMBL339764	CHEMBL2617
CC(=O)N1CC(O)CC1C(=O)NC(CCCN=C(N)N)C(=O)c1nccs1	Q15661	Kd	Homo sapiens		6.7447274948966935		CHEMBL341083	CHEMBL2617
CC(=O)N1CC=CC1C(=O)NC(CCCN=C(N)N)C(=O)c1nc2ccccc2s1	Q15661	Kd	Homo sapiens		7.420216403383191		CHEMBL421466	CHEMBL2617
CC(=O)N1CCC1C(=O)NC(CCCN=C(N)N)C(=O)c1nc2ccccc2s1	Q15661	Kd	Homo sapiens		7.698970004336019		CHEMBL339703	CHEMBL2617
CC(=O)NC(CC(C)C)C(=O)NC(CCCN=C(N)N)C(=O)c1nc2ccccc2s1	Q15661	Kd	Homo sapiens		7.387216143280264		CHEMBL404190_CHEMBL421643	CHEMBL2617
CC(=O)NCC(=O)NC(CCCN=C(N)N)C(=O)c1nc2ccccc2s1	Q15661	Kd	Homo sapiens		6.327902142064282		CHEMBL340098	CHEMBL2617
CC(C)(C)C(=O)NC(CCCCN)C(=O)c1noc(Cc2ccc(C(=O)NCCc3cccc(Cl)c3)cc2)n1	Q15661	Kd	Homo sapiens		8.698970004336019		CHEMBL214136	CHEMBL2617
CC(C)(C)C(=O)NC(CCCCN)C(=O)c1noc(Cc2ccc(OCCc3ccc(Cl)c(Cl)c3)cc2)n1	Q15661	Kd	Homo sapiens		8.425968732272281		CHEMBL556994	CHEMBL2617
CC(C)(C)COC(=O)NC(CCCCN)C(=O)c1noc(Cc2ccc(OCCc3ccc(Cl)c(Cl)c3)cc2)n1	Q15661	Kd	Homo sapiens		7.958607314841775		CHEMBL557979	CHEMBL2617
CC(C)C(=O)NC(CCCCN)C(=O)c1noc(Cc2ccc(OCCc3ccc(Cl)c(Cl)c3)cc2)n1	Q15661	Kd	Homo sapiens		8.167491087293763		CHEMBL535163	CHEMBL2617
CC(C)CCNC(=O)c1ccc(Cc2nc(C(=O)C(CCCCN)NC(=O)OCc3ccccc3)no2)cc1	Q15661	Kd	Homo sapiens		8.004364805402451		CHEMBL210129	CHEMBL2617
CC(C)OC(=O)NC(CCCCN)C(=O)c1noc(Cc2ccc(OCCc3ccc(Cl)c(Cl)c3)cc2)n1	Q15661	Kd	Homo sapiens		8.301029995663981		CHEMBL537646	CHEMBL2617
CCCCCC(=O)NC(CCCCN)C(=O)c1noc(Cc2ccc(OCCc3ccc(Cl)c(Cl)c3)cc2)n1	Q15661	Kd	Homo sapiens		8.008773924307505		CHEMBL558178	CHEMBL2617
CCN(CC)C(=O)NC(CCCCN)C(=O)c1noc(Cc2ccc(OCCc3ccc(Cl)c(Cl)c3)cc2)n1	Q15661	Kd	Homo sapiens		7.744727494896693		CHEMBL536290	CHEMBL2617
CCOC(=O)NC(CCCCN)C(=O)c1noc(Cc2ccc(C(=O)NC3Cc4ccccc4C3)cc2)n1	Q15661	Kd	Homo sapiens		8.55284196865778		CHEMBL214368	CHEMBL2617
CCOC(=O)NC(CCCCN)C(=O)c1noc(Cc2ccc(C(=O)NCCc3cccc(Cl)c3)cc2)n1	Q15661	Kd	Homo sapiens		8.721246399047171		CHEMBL209395	CHEMBL2617
CCOC(=O)NC(CCCCN)C(=O)c1noc(Cc2ccc(OCCc3ccc(Cl)c(Cl)c3)cc2)n1	Q15661	Kd	Homo sapiens		8.327902142064282		CHEMBL537647	CHEMBL2617
CCOC(=O)NC(CCCCN)C(=O)c1noc(Cc2ccc(OCCc3ccccc3)cc2)n1	Q15661	Kd	Homo sapiens		8.267606240177031		CHEMBL211561	CHEMBL2617
CCOC(=O)c1cc(C(=O)N2CCC(c3cc(CN)ccc3F)CC2)cc(-c2nc(-c3cccs3)no2)c1	Q15661	Kd	Homo sapiens		7.229147988357855		CHEMBL185752	CHEMBL2617
CN(C)C(=O)NC(CCCCN)C(=O)c1noc(Cc2ccc(OCCc3ccc(Cl)c(Cl)c3)cc2)n1	Q15661	Kd	Homo sapiens		8.017728766960431		CHEMBL535386	CHEMBL2617
CN(CC1CCN(C(=O)NCCC(c2ccccc2)c2ccccc2)CC1)C(=O)c1ccc(C(=N)N)cc1	Q15661	Kd	Homo sapiens		4.301029995663981		CHEMBL308376	CHEMBL2617
CN(Cc1ccccc1)C(=O)N1CCN(C(=O)NCc2ccc(NC(=N)N)cc2)CC1	Q15661	Kd	Homo sapiens		4.096910013008056		CHEMBL305643	CHEMBL2617
CNC(Cc1ccccc1)C(=O)N1CCCC1C(=O)NC(CCCN=C(N)N)C(=O)c1nc2ccccc2s1	Q15661	Kd	Homo sapiens		8.187086643357143		CHEMBL175464_CHEMBL270437_CHEMBL339122	CHEMBL2617
COC(=O)C(Cc1cccc(CN)c1)NC(C)=O	Q15661	Kd	Homo sapiens		4.863279432843592		CHEMBL368533	CHEMBL2617
COC(=O)NC(CCCCN)C(=O)c1noc(Cc2ccc(OCCc3ccc(Cl)c(Cl)c3)cc2)n1	Q15661	Kd	Homo sapiens		7.769551078621726		CHEMBL557987	CHEMBL2617
COCC(=O)NC(CCCCN)C(=O)c1noc(Cc2ccc(OCCc3ccc(Cl)c(Cl)c3)cc2)n1	Q15661	Kd	Homo sapiens		8.431798275933005		CHEMBL538574	CHEMBL2617
