nonstereo_aromatic_smiles	accession	standard_type	organism	lower_pPot_lim	pPot_mean	upper_pPot_lim	chembl_cid	chembl_tid
CC(=O)N(CCc1nc2ccccc2c(=O)n1-c1ccc(-c2ccccc2)cc1)C(C)=O	Q9Y233	Kd	Homo sapiens		7.309803919971486		CHEMBL3627805	CHEMBL4409
CC(=O)N(CCc1nc2ccccc2c(=O)n1-c1ccc(C#N)cc1)C(C)=O	Q9Y233	Kd	Homo sapiens		6.576754126063192		CHEMBL3627804	CHEMBL4409
CC(=O)N(CCc1nc2ccccc2c(=O)n1-c1ccc(C)cc1)C(C)=O	Q9Y233	Kd	Homo sapiens		7.060480747381384		CHEMBL3627801	CHEMBL4409
CC(=O)N(CCc1nc2ccccc2c(=O)n1-c1ccc(Cl)cc1)C(C)=O	Q9Y233	Kd	Homo sapiens		6.910094888560603		CHEMBL3627803	CHEMBL4409
CC(=O)N(CCc1nc2ccccc2c(=O)n1-c1ccc(F)cc1)C(C)=O	Q9Y233	Kd	Homo sapiens		6.552841968657781		CHEMBL3627802	CHEMBL4409
CC(=O)N(CCc1nc2ccccc2c(=O)n1-c1cccc(C)c1)C(C)=O	Q9Y233	Kd	Homo sapiens		6.962573502059376		CHEMBL3627924	CHEMBL4409
CC(=O)N(CCc1nc2ccccc2c(=O)n1-c1ccccc1C)C(C)=O	Q9Y233	Kd	Homo sapiens		5.949233688766958		CHEMBL3627923	CHEMBL4409
CCOc1cccc(-c2ncn3c2-c2cc(OC)c(OC)cc2CC3)c1	Q9Y233	Kd	Homo sapiens		8.096910013008056		CHEMBL2017080	CHEMBL4409
CCOc1cccc2c1C(=O)N(CCc1nc3ccccc3c(=O)n1-c1ccc(OC)cc1)C2=O	Q9Y233	Kd	Homo sapiens		9.0		CHEMBL3627840	CHEMBL4409
CN1C(=O)c2c(nn(Cc3ccc(-c4cccc(F)n4)cc3)c2Nc2ccccc2)N2C1=NC1CCCC12	Q9Y233	Kd	Homo sapiens		5.7447274948966935		CHEMBL3769414_CHEMBL3770459_CHEMBL3770759	CHEMBL4409
