nonstereo_aromatic_smiles	accession	standard_type	organism	lower_pPot_lim	pPot_mean	upper_pPot_lim	chembl_cid	chembl_tid
CC(C)c1cc(C(=O)O)ccc1OCC1CCC(C(=O)N2CCCC2C#N)N1	P48147	Kd	Homo sapiens		6.610833915635467		CHEMBL436744	CHEMBL3202
CS(=O)(=O)c1ccc(OCC2CCC(C(=O)N3CCCC3C#N)N2)c(Cl)c1	P48147	Kd	Homo sapiens		6.7495799976911055		CHEMBL210805	CHEMBL3202
N#CC1CC(F)(F)CN1C(=O)c1cccc2c1C(=O)N(Cc1ccccc1)C2	P48147	Kd	Homo sapiens		5.481486060122112		CHEMBL4474579	CHEMBL3202
N#CC1CC(F)CN1C(=O)c1cccc2c1C(=O)N(Cc1ccccc1)C2	P48147	Kd	Homo sapiens		6.769551078621726	4.0	CHEMBL4453293_CHEMBL4462021	CHEMBL3202
N#CC1CCCN1C(=O)C1CC=CC2CN(Cc3ccccc3)C(=O)C21	P48147	Kd	Homo sapiens		9.1249387366083		CHEMBL3817958_CHEMBL3818902	CHEMBL3202
N#CC1CCCN1C(=O)C1CCC(COc2cc(C(=O)O)c[n+]([O-])c2Cl)N1	P48147	Kd	Homo sapiens		5.816160962943579		CHEMBL382700	CHEMBL3202
N#CC1CCCN1C(=O)C1CCC(COc2cc(C(=O)O)ccc2Cl)N1	P48147	Kd	Homo sapiens		6.434152181326482		CHEMBL378867	CHEMBL3202
N#CC1CCCN1C(=O)C1CCC(COc2cc(C(=O)O)cnc2Cl)N1	P48147	Kd	Homo sapiens		6.1765257708296994		CHEMBL377296	CHEMBL3202
N#CC1CCCN1C(=O)C1CCC(COc2ccc(C(=O)O)c3ccccc23)N1	P48147	Kd	Homo sapiens		6.033858267260968		CHEMBL380090	CHEMBL3202
N#CC1CCCN1C(=O)C1CCC(COc2ccc(C(=O)O)cc2Cl)N1	P48147	Kd	Homo sapiens		5.759201228882668		CHEMBL379999	CHEMBL3202
N#CC1CCCN1C(=O)C1CCC(COc2ccccc2Cl)N1	P48147	Kd	Homo sapiens		5.558776325757386		CHEMBL377390	CHEMBL3202
N#CC1CCCN1C(=O)c1cccc2c1C(=O)N(Cc1ccccc1)C2	P48147	Kd	Homo sapiens		7.602059991327962		CHEMBL2159748	CHEMBL3202
N#Cc1ccc(OCC2CCC(C(=O)N3CCCC3C#N)N2)c(Cl)c1	P48147	Kd	Homo sapiens		7.397940008672037		CHEMBL209940	CHEMBL3202
O=C(C1CC2CCCCC2N1C(=O)C1CC1c1ccccc1)N1CCSC1	P48147	Kd	Homo sapiens		8.823908740944319		CHEMBL1086968	CHEMBL3202
O=C(C1CCCN1C(=O)CCCc1ccccc1)N1CCCC1	P48147	Kd	Homo sapiens		9.013228265733757		CHEMBL1086845_CHEMBL289651	CHEMBL3202
O=C(c1cccc2c1C(=O)N(Cc1ccccc1)C2)N1CCC(F)C1	P48147	Kd	Homo sapiens		6.372605156301395		CHEMBL4437462_CHEMBL4584206	CHEMBL3202
O=C(c1cccc2c1C(=O)N(Cc1ccccc1)C2)N1CCCC1	P48147	Kd	Homo sapiens		6.795880017344076		CHEMBL2159749	CHEMBL3202
O=CC1CCCN1C(=O)c1cccc2c1C(=O)N(Cc1ccccc1)C2	P48147	Kd	Homo sapiens		8.18428065621926		CHEMBL4451993	CHEMBL3202
