nonstereo_aromatic_smiles	accession	standard_type	organism	lower_pPot_lim	pPot_mean	upper_pPot_lim	chembl_cid	chembl_tid
C=CCOc1cc(F)c(F)cc1C1CC1CN	P07550	Kd	Homo sapiens		6.091563370531974		CHEMBL3769968	CHEMBL210
C=CCc1ccccc1OCC(O)CNC(C)C	P07550	Kd	Homo sapiens		9.30102999566398		CHEMBL1160734_CHEMBL1395661_CHEMBL266195	CHEMBL210
C=CCc1ccccc1OCC(O)CNCCOCCOCCOCCOCCN	P07550	Kd	Homo sapiens		7.987162775294827		CHEMBL4587648	CHEMBL210
C=CCc1ccccc1OCC(O)CNCCOCCOCCOCCOCCNC(=O)CS(=O)(=O)O	P07550	Kd	Homo sapiens		6.123782159408357		CHEMBL4545079	CHEMBL210
C=CCc1ccccc1OCC(O)CNCCOCCOCCOCCOCCNC(=O)OC(C)(C)C	P07550	Kd	Homo sapiens		8.431798275933005		CHEMBL4466532	CHEMBL210
CC(C)(C)CC(C)(C)NCC(O)c1ccc(O)c2[nH]c(=O)sc12	P07550	Kd	Homo sapiens		8.721246399047171		CHEMBL1221543	CHEMBL210
CC(C)(C)NCC(O)COc1ccc(NC(=O)NC2CCCCC2)cc1	P07550	Kd	Homo sapiens		6.045757490560675		CHEMBL152067	CHEMBL210
CC(C)(C)NCC(O)COc1cccc2[nH]c(O)nc12	P07550	Kd	Homo sapiens		10.0		CHEMBL36060	CHEMBL210
CC(C)(C)NCC(O)COc1cccc2[nH]cc(CC(N)=O)c12	P07550	Kd	Homo sapiens		7.628932137728263		CHEMBL444553	CHEMBL210
CC(C)(C)NCC(O)COc1cccc2oc3ccccc3c12	P07550	Kd	Homo sapiens		9.838631997765026		CHEMBL513104	CHEMBL210
CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1	P07550	Kd	Homo sapiens		7.799970733446231		CHEMBL49080	CHEMBL210
CC(C)(C)NCC(O)c1cc(O)cc(O)c1	P07550	Kd	Homo sapiens		5.600162830771291		CHEMBL1760	CHEMBL210
CC(C)(Cc1ccccc1)NCC(O)c1ccc(O)c2[nH]c(=O)sc12	P07550	Kd	Homo sapiens		9.397940008672036		CHEMBL1221590	CHEMBL210
CC(C)C(NC(=O)c1ccc(N2CCC(NCC(O)c3ccc(O)c(NS(C)(=O)=O)c3)CC2)cc1)C(=O)O	P07550	Kd	Homo sapiens		5.443697499232711		CHEMBL35282	CHEMBL210
CC(C)CC(NC(=O)c1ccc(N2CCC(NCC(O)c3ccc(O)c(NS(C)(=O)=O)c3)CC2)cc1)C(=O)O	P07550	Kd	Homo sapiens		5.468521082957745		CHEMBL285881	CHEMBL210
CC(C)NCC(O)COc1cccc2[nH]c3ccccc3c12	P07550	Kd	Homo sapiens		9.943095148663527		CHEMBL324665	CHEMBL210
CC(C)NCC(O)COc1cccc2[nH]ccc12	P07550	Kd	Homo sapiens		9.397940008672036		CHEMBL117405_CHEMBL500	CHEMBL210
CC(C)NCC(O)COc1cccc2ccccc12	P07550	Kd	Homo sapiens		9.102372908709556		CHEMBL1358662_CHEMBL27_CHEMBL275742_CHEMBL452861	CHEMBL210
CC(C)NCC(O)COc1ccccc1CCCSCC(=O)NCCOCCOCCN	P07550	Kd	Homo sapiens		8.537602002101043		CHEMBL4458797	CHEMBL210
CC(C)NCC(O)COc1ccccc1CCCSCC(=O)NCCOCCOCCNC(=O)CS(=O)(=O)O	P07550	Kd	Homo sapiens		7.785156151952302		CHEMBL4475573	CHEMBL210
CC(C)NCC(O)COc1ccccc1CCCSCC(=O)NCCOCCOCCNC(=O)OC(C)(C)C	P07550	Kd	Homo sapiens		8.494850021680094		CHEMBL4542960	CHEMBL210
CC(C)NCC(O)c1cc(O)cc(O)c1	P07550	Kd	Homo sapiens		5.808926263241958		CHEMBL776	CHEMBL210
CC(COc1ccc2c(c1)NC(=O)CO2)NCC(O)COc1cccc2[nH]ccc12	P07550	Kd	Homo sapiens		9.199970640755865		CHEMBL183921	CHEMBL210
CC(Cc1c[nH]c2c(OCC(=O)O)cccc12)NCC(O)c1cccc(NS(=O)(=O)c2cccs2)c1	P07550	Kd	Homo sapiens		6.795880017344076		CHEMBL188196	CHEMBL210
CC(Cc1c[nH]c2c(OS(C)(=O)=O)cccc12)NCC(O)c1cccc(NS(=O)(=O)c2cccs2)c1	P07550	Kd	Homo sapiens		7.3187587626244115		CHEMBL184407	CHEMBL210
CC(Cc1c[nH]c2c(S(C)(=O)=O)cccc12)NCC(O)c1cccc(NS(=O)(=O)c2cccc(N)c2)c1	P07550	Kd	Homo sapiens		7.698970004336019		CHEMBL442225	CHEMBL210
CC(Cc1c[nH]c2ccccc12)NCC(O)c1cccc(NS(=O)(=O)c2cccs2)c1	P07550	Kd	Homo sapiens		7.292429823902062		CHEMBL185836	CHEMBL210
CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1	P07550	Kd	Homo sapiens		7.0		CHEMBL229476_CHEMBL229477_CHEMBL32800_CHEMBL388570_CHEMBL389390	CHEMBL210
CC(Cc1ccc2c(c1)OC(C(=O)O)(C(=O)O)O2)NCC(O)c1cccc(Cl)c1	P07550	Kd	Homo sapiens		4.101274818410507		CHEMBL32590	CHEMBL210
CC(NCCc1ccc(O)cc1)C(O)c1ccc(O)cc1	P07550	Kd	Homo sapiens		9.299988937677886		CHEMBL489553_CHEMBL83063	CHEMBL210
CC(O)CNCCOc1ccccc1-c1ccccc1	P07550	Kd	Homo sapiens		6.327902142064282		CHEMBL1626224	CHEMBL210
CCC(CC)CNCC(O)c1ccc(O)c2[nH]c(=O)sc12	P07550	Kd	Homo sapiens		7.607303046740334		CHEMBL1221540	CHEMBL210
CCC(NC(C)C)C(O)c1ccc(O)c2[nH]c(=O)ccc12	P07550	Kd	Homo sapiens		7.100015437450608		CHEMBL160519	CHEMBL210
CCC1=C(CC)CC2=C(C1)CC(NCC(O)c1ccc(O)c3[nH]c(=O)ccc13)C2	P07550	Kd	Homo sapiens		7.115771230367397		CHEMBL2088202	CHEMBL210
CCCCN(CCCC)CCNCC(O)c1ccc(O)c2[nH]c(=O)sc12	P07550	Kd	Homo sapiens		7.73754891026957		CHEMBL1221862	CHEMBL210
CCCCc1ccc2c(c1)CC(NCC(O)c1ccc(O)c3[nH]c(=O)ccc13)C2	P07550	Kd	Homo sapiens		7.712198270069773		CHEMBL2088199	CHEMBL210
CCOC(=O)c1oc2cccc(OCC(O)CNC(C)C)c2c1C	P07550	Kd	Homo sapiens		8.045757490560675		CHEMBL1233771	CHEMBL210
CCc1cc2c(cc1CC)CC(C)(NCC(O)c1ccc(O)c3[nH]c(=O)ccc13)C2	P07550	Kd	Homo sapiens		9.403437700822767		CHEMBL2088201	CHEMBL210
CCc1cc2c(cc1CC)CC(NCC(O)c1c(C)cc(O)c3[nH]c(=O)ccc13)C2	P07550	Kd	Homo sapiens		6.288192770958808		CHEMBL2088195	CHEMBL210
CCc1cc2c(cc1CC)CC(NCC(O)c1ccc(O)c3[nH]c(=O)c(C)cc13)C2	P07550	Kd	Homo sapiens		6.417936637088291		CHEMBL2088196	CHEMBL210
CCc1cc2c(cc1CC)CC(NCC(O)c1ccc(O)c3[nH]c(=O)ccc13)C2	P07550	Kd	Homo sapiens		7.686132779630848		CHEMBL1095777	CHEMBL210
CCc1cc2c(cc1CC)CC(NCC(O)c1ccc(O)c3c1CCC(=O)N3)C2	P07550	Kd	Homo sapiens		7.346787486224656		CHEMBL2088197	CHEMBL210
CCc1cc2c(cc1CC)CC(NCCc1ccc(O)c3[nH]c(=O)ccc13)C2	P07550	Kd	Homo sapiens		6.583359492661719		CHEMBL2088198	CHEMBL210
CN(CCCNCC(O)c1ccc(O)c2[nH]c(=O)sc12)c1ccccc1	P07550	Kd	Homo sapiens		9.522878745280336		CHEMBL1221804	CHEMBL210
CNCC(O)c1ccc(O)c2nc(O)sc12	P07550	Kd	Homo sapiens		8.301029995663981		CHEMBL29141	CHEMBL210
COC(=O)CSCCCc1ccccc1OCC(O)CNC(C)C	P07550	Kd	Homo sapiens		7.823908740944319		CHEMBL4459696	CHEMBL210
COc1cc2c3c(c1OC)-c1ccccc1C(O)C3NCC2	P07550	Kd	Homo sapiens		7.886056647693162		CHEMBL4279531_CHEMBL4279962_CHEMBL4285281	CHEMBL210
COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1	P07550	Kd	Homo sapiens		8.590011222997736		CHEMBL1256786	CHEMBL210
COc1ccc2cccc(N3CCN(CCCCn4ncc(=O)n(C)c4=O)CC3)c2c1	P07550	Kd	Homo sapiens		7.217527375833714		CHEMBL199824	CHEMBL210
COc1cccc2c(CC(C)NCC(O)c3cccc(NS(=O)(=O)c4cccs4)c3)c[nH]c12	P07550	Kd	Homo sapiens		7.602059991327962		CHEMBL361505	CHEMBL210
COc1ccccc1N1CCN(CCCNC(=O)NN(Cc2ccc(F)cc2)c2ccccc2)CC1	P07550	Kd	Homo sapiens		5.346787486224656		CHEMBL4544086	CHEMBL210
COc1ccccc1N1CCN(CCCNC(=O)NN(Cc2ccccc2)c2ccccc2)CC1	P07550	Kd	Homo sapiens		5.7447274948966935		CHEMBL4442460	CHEMBL210
CS(=O)(=O)Nc1cc(C(O)CNC2CCN(c3ccc(C(=O)NCC(=O)O)cc3)CC2)ccc1O	P07550	Kd	Homo sapiens		4.935542010773082		CHEMBL36568	CHEMBL210
CS(=O)(=O)Oc1cccc2c(CCNCC(O)c3cccc(NS(=O)(=O)c4cccs4)c3)c[nH]c12	P07550	Kd	Homo sapiens		6.6516951369518384		CHEMBL188622	CHEMBL210
CS(=O)(=O)c1cccc2c(CCNCC(O)c3cccc(NS(=O)(=O)c4cccc(N)c4)c3)c[nH]c12	P07550	Kd	Homo sapiens		7.154901959985742		CHEMBL186247	CHEMBL210
Cc1c(C)c(C)c2c(c1C)CC(NCC(O)c1ccc(O)c3[nH]c(=O)ccc13)C2	P07550	Kd	Homo sapiens		6.7569619513137065		CHEMBL2088200	CHEMBL210
Cc1c[nH]c2cccc(OCC(O)CN3CCN(C(c4ccccc4)c4ccccc4)CC3)c12	P07550	Kd	Homo sapiens		9.51505917812675		CHEMBL461463	CHEMBL210
Cc1ccc(OCC(O)C(C)NC(C)C)c2c1CCC2	P07550	Kd	Homo sapiens		9.545906527811908		CHEMBL1233766_CHEMBL198059_CHEMBL513389	CHEMBL210
Cc1ccc(Sc2ccccc2N2CCNCC2)c(C)c1	P07550	Kd	Homo sapiens		6.251811972993798		CHEMBL2104993_CHEMBL2204360	CHEMBL210
Cc1ccc2c(OCCN3CCC(Cc4cccc(N5CCCS5(=O)=O)c4)CC3)cccc2n1	P07550	Kd	Homo sapiens		5.800000874803202		CHEMBL522708	CHEMBL210
Cc1ccc2c(OCCN3CCC(Cc4cccc(NS(C)(=O)=O)c4)CC3)cccc2n1	P07550	Kd	Homo sapiens		6.299997602857746		CHEMBL497963	CHEMBL210
Cc1ccc2c(OCCN3CCN(Cc4cccc5cccnc45)CC3)cccc2n1	P07550	Kd	Homo sapiens		5.700000503883016		CHEMBL425190	CHEMBL210
Cc1onc(-c2ccccc2)c1CNCC(O)c1ccc(O)c2[nH]c(=O)sc12	P07550	Kd	Homo sapiens		7.703334809738469		CHEMBL1221588	CHEMBL210
N#Cc1cc2c(OCC(O)CN3CCN(C(c4ccccc4)c4ccccc4)CC3)cccc2[nH]1	P07550	Kd	Homo sapiens		7.24184537803261		CHEMBL314639	CHEMBL210
NC(=O)C(c1ccccc1)(c1ccccc1)C1CCN(CCc2ccc3c(c2)CCO3)C1	P07550	Kd	Homo sapiens		7.798602875679547		CHEMBL1346	CHEMBL210
O=C1COc2ccc(OCCNCCCOc3cccc4[nH]ccc34)cc2N1	P07550	Kd	Homo sapiens		6.0		CHEMBL180700	CHEMBL210
O=CNc1cc(C(O)CNCCc2ccc(OC3Cc4ccccc4C3)cc2)ccc1O	P07550	Kd	Homo sapiens		7.935542010773082		CHEMBL184538	CHEMBL210
O=CNc1cc(C(O)CNCCc2ccc(OCCCCc3ccccc3)cc2)ccc1O	P07550	Kd	Homo sapiens		8.036212172654443		CHEMBL185052	CHEMBL210
O=CNc1cc(C(O)CNCCc2ccc(OCCCc3ccccc3)cc2)ccc1O	P07550	Kd	Homo sapiens		8.229147988357855		CHEMBL363329	CHEMBL210
O=CNc1cc(C(O)CNCCc2ccc(OCCc3ccccc3)cc2)ccc1O	P07550	Kd	Homo sapiens		8.10790539730952		CHEMBL363260	CHEMBL210
O=CNc1cc(C(O)CNCCc2ccc(Oc3ccccc3)cc2)ccc1O	P07550	Kd	Homo sapiens		7.450996737974213		CHEMBL185262	CHEMBL210
O=CNc1cc(C(O)CNCCc2cccc(OCCCCc3ccccc3)c2)ccc1O	P07550	Kd	Homo sapiens		8.070581074285707		CHEMBL440561	CHEMBL210
O=CNc1cc(C(O)CNCCc2cccc(OCCCOc3ccccc3)c2)ccc1O	P07550	Kd	Homo sapiens		8.481486060122112		CHEMBL183948	CHEMBL210
O=S(=O)(CCCOCCc1ccccc1)CCNCCc1ccc(O)c2nc(O)sc12	P07550	Kd	Homo sapiens		8.397940008672037		CHEMBL82663	CHEMBL210
O=c1[nH]c2c(O)ccc(C(O)CNC3CCCC3C3CCCC3)c2s1	P07550	Kd	Homo sapiens		9.159379381312206		CHEMBL1221682_CHEMBL1221683_CHEMBL3323653_CHEMBL3323654	CHEMBL210
O=c1[nH]c2c(O)ccc(C(O)CNC3CCCC3C3CCCCC3)c2s1	P07550	Kd	Homo sapiens		8.397940008672037		CHEMBL1221736_CHEMBL3323655_CHEMBL3323656	CHEMBL210
O=c1[nH]c2c(O)ccc(C(O)CNC3CCCCC3C3CCCCC3)c2s1	P07550	Kd	Homo sapiens		6.82102305270683		CHEMBL1221801	CHEMBL210
O=c1[nH]c2c(O)ccc(C(O)CNC3CCCCCC3)c2s1	P07550	Kd	Homo sapiens		7.928117992693874		CHEMBL1221679	CHEMBL210
O=c1[nH]c2c(O)ccc(C(O)CNC3CCCc4ccccc43)c2s1	P07550	Kd	Homo sapiens		7.773432601721575		CHEMBL1221634_CHEMBL1221635	CHEMBL210
O=c1[nH]c2c(O)ccc(C(O)CNC3CCN(CCN4CCCCCC4)CC3)c2s1	P07550	Kd	Homo sapiens		8.200659450546418		CHEMBL1221802	CHEMBL210
O=c1[nH]c2c(O)ccc(C(O)CNCC34CC5CC(CC(C5)C3)C4)c2s1	P07550	Kd	Homo sapiens		7.576754126063192		CHEMBL1221586	CHEMBL210
O=c1[nH]c2c(O)ccc(C(O)CNCCCCc3ccccc3)c2s1	P07550	Kd	Homo sapiens		8.744727494896694		CHEMBL1221636	CHEMBL210
O=c1[nH]c2c(O)ccc(C(O)CNCCCc3ccccc3)c2s1	P07550	Kd	Homo sapiens		8.920818753952375		CHEMBL1221589	CHEMBL210
O=c1[nH]c2c(O)ccc(C(O)CNCCOc3ccccc3)c2s1	P07550	Kd	Homo sapiens		8.356547323513812		CHEMBL1221803	CHEMBL210
O=c1[nH]c2c(O)ccc(C(O)CNCCSc3ccc(Cl)cc3)c2s1	P07550	Kd	Homo sapiens		8.522878745280337		CHEMBL1221861	CHEMBL210
O=c1[nH]c2c(O)ccc(C(O)CNCCc3ccccc3)c2s1	P07550	Kd	Homo sapiens		8.744727494896694		CHEMBL1221587	CHEMBL210
OC(CNC12CC3CC(CC(C3)C1)C2)COc1cccc2[nH]ccc12	P07550	Kd	Homo sapiens		8.178486471595226		CHEMBL236514_CHEMBL237572_CHEMBL393522	CHEMBL210
OC(CNC1CCCCC1)COc1cccc2[nH]ccc12	P07550	Kd	Homo sapiens		8.425968732272281		CHEMBL393648_CHEMBL396185_CHEMBL397053	CHEMBL210
OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O	P07550	Kd	Homo sapiens		8.747425010840047		CHEMBL1263	CHEMBL210
