nonstereo_aromatic_smiles	accession	standard_type	organism	lower_pPot_lim	pPot_mean	upper_pPot_lim	chembl_cid	chembl_tid
CC(C)(C)c1ccc(CCc2c(C(=O)O)[nH]c(=O)[nH]c2=O)cc1	Q02127	Kd	Homo sapiens		5.075720713938118		CHEMBL3892598	CHEMBL1966
CC(O)=C(C#N)C(=O)Nc1ccc(-c2c(Cl)cccc2Cl)cc1Cl	Q02127	Kd	Homo sapiens		5.698970004336019		CHEMBL484594	CHEMBL1966
CC(O)=C(C#N)C(=O)Nc1ccc(-c2cccc(Cl)c2)c(Cl)c1	Q02127	Kd	Homo sapiens		7.638272163982407		CHEMBL520008	CHEMBL1966
CC(O)=C(C#N)C(=O)Nc1ccc(-c2cccc(Cl)c2)cc1C(F)(F)F	Q02127	Kd	Homo sapiens		4.97061622231479		CHEMBL484602	CHEMBL1966
CC(O)=C(C#N)C(=O)Nc1ccc(-c2cccc(Cl)c2)cc1Cl	Q02127	Kd	Homo sapiens		6.721246399047171		CHEMBL484595	CHEMBL1966
CC(O)=C(C#N)C(=O)Nc1ccc(-c2cccc(Cl)c2Cl)cc1	Q02127	Kd	Homo sapiens		7.602059991327962		CHEMBL505315	CHEMBL1966
CC(O)=C(C#N)C(=O)Nc1ccc(-c2cccc(Cl)c2Cl)cc1Cl	Q02127	Kd	Homo sapiens		7.397940008672037		CHEMBL520999	CHEMBL1966
CC(O)=C(C#N)C(=O)Nc1ccc(-c2ccccc2)cc1	Q02127	Kd	Homo sapiens		7.958607314841775		CHEMBL519160	CHEMBL1966
CC(O)=C(C#N)C(=O)Nc1ccc(-c2ccccc2)cc1Cl	Q02127	Kd	Homo sapiens		7.4089353929735005		CHEMBL483994	CHEMBL1966
CC(O)=C(C#N)C(=O)Nc1ccc(-c2ccccc2Cl)c(Cl)c1	Q02127	Kd	Homo sapiens		8.568636235841014		CHEMBL484780	CHEMBL1966
CC(O)=C(C#N)C(=O)Nc1ccc(-c2ccccc2Cl)cc1	Q02127	Kd	Homo sapiens		7.795880017344076		CHEMBL484531	CHEMBL1966
CC(O)=C(C#N)C(=O)Nc1ccc(-c2ccccc2Cl)cc1C(F)(F)F	Q02127	Kd	Homo sapiens		7.67778070526608		CHEMBL520306	CHEMBL1966
CC(O)=C(C#N)C(=O)Nc1ccc(-c2ccccc2Cl)cc1Cl	Q02127	Kd	Homo sapiens		7.657577319177793		CHEMBL483552	CHEMBL1966
CC(O)=C(C#N)C(=O)Nc1ccc(C(F)(F)F)cc1	Q02127	Kd	Homo sapiens		7.508864383480216		CHEMBL973	CHEMBL1966
CCOC(=O)C(=CNc1ccc(C)cc1)C(=O)OCC	Q02127	Kd	Homo sapiens		4.747146969020106		CHEMBL219856	CHEMBL1966
CCOC(=O)C(=CNc1ccc2[nH]ncc2c1)C(=O)OCC	Q02127	Kd	Homo sapiens		4.82102305270683		CHEMBL435137	CHEMBL1966
CCOC(=O)C(=CNc1ccc2sc3ccccc3c2c1)C(=O)OCC	Q02127	Kd	Homo sapiens		5.440093374963888		CHEMBL218467	CHEMBL1966
CCOC(=O)C(=CNc1cccc(-c2ccccc2)c1)C(=O)OCC	Q02127	Kd	Homo sapiens		4.892790030352131		CHEMBL217897	CHEMBL1966
CCOC(=O)C(=CNc1ccccc1C)C(=O)OCC	Q02127	Kd	Homo sapiens		4.444905551421682		CHEMBL413583	CHEMBL1966
CCOC(=O)C(C#N)=CNc1ccc2c(c1)c1ccccc1n2CC	Q02127	Kd	Homo sapiens		4.218963061378868		CHEMBL218703	CHEMBL1966
CCOC(=O)C(C#N)=CNc1cccc(-c2ccccc2)c1	Q02127	Kd	Homo sapiens		7.568636235841013		CHEMBL387254	CHEMBL1966
CCOc1cccc(-c2ccc(NC(=O)C(C#N)=C(C)O)cc2)c1	Q02127	Kd	Homo sapiens		7.795880017344076		CHEMBL483995	CHEMBL1966
CN(C)C(=O)c1cccc2cc(CCc3c(C(=O)O)[nH]c(=O)[nH]c3=O)ccc12	Q02127	Kd	Homo sapiens		4.694648630553377		CHEMBL3928909	CHEMBL1966
COC(=O)c1ccc2cc(CCCCc3c(C(=O)O)[nH]c(=O)[nH]c3=O)ccc2c1	Q02127	Kd	Homo sapiens		4.583359492661719		CHEMBL3938624	CHEMBL1966
COC(=O)c1ccc2cc(CCc3c(C(=O)O)[nH]c(=O)[nH]c3=O)ccc2c1	Q02127	Kd	Homo sapiens		4.411168274405793		CHEMBL3960727	CHEMBL1966
COC(=O)c1cccc(CCCCc2c(C(=O)O)[nH]c(=O)[nH]c2=O)c1	Q02127	Kd	Homo sapiens		4.133712660915805		CHEMBL3901641	CHEMBL1966
