nonstereo_aromatic_smiles	accession	standard_type	organism	lower_pPot_lim	pPot_mean	upper_pPot_lim	chembl_cid	chembl_tid
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1	Q9UM73	Kd	Homo sapiens		5.920818753952375		CHEMBL1079742_CHEMBL553	CHEMBL4247
CC1Oc2cc(cnc2N)-c2c(nn(C)c2C#N)CN(C)C(=O)c2ccc(F)cc21	Q9UM73	Kd	Homo sapiens		9.154901959985745		CHEMBL3286830	CHEMBL4247
CCC(CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1	Q9UM73	Kd	Homo sapiens		5.638272163982407		CHEMBL14762	CHEMBL4247
CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C	Q9UM73	Kd	Homo sapiens		6.769551078621726		CHEMBL3109278_CHEMBL535	CHEMBL4247
CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4cc(NC)ncn4)cc3)cc2C(F)(F)F)CC1	Q9UM73	Kd	Homo sapiens		5.853871964321763		CHEMBL574738	CHEMBL4247
CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C=CCN(C)C	Q9UM73	Kd	Homo sapiens		5.1487416512809245		CHEMBL607707	CHEMBL4247
CN1CCC(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)C(O)C1	Q9UM73	Kd	Homo sapiens		6.173925197299173		CHEMBL428690	CHEMBL4247
CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1	Q9UM73	Kd	Homo sapiens		5.455931955649724		CHEMBL522892	CHEMBL4247
CNC1CC2OC(C)(C1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4	Q9UM73	Kd	Homo sapiens		7.494850021680094		CHEMBL1537489_CHEMBL162_CHEMBL1980995_CHEMBL388978	CHEMBL4247
COc1cc(N2CCC(N)CC2)ccc1Nc1ncc(Cl)c(-c2c[nH]c3ccccc23)n1	Q9UM73	Kd	Homo sapiens		9.1249387366083		CHEMBL4203266	CHEMBL4247
COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1	Q9UM73	Kd	Homo sapiens		5.6777807052660805		CHEMBL24828_CHEMBL533849	CHEMBL4247
Cc1[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NCC(O)CN1CCOCC1	Q9UM73	Kd	Homo sapiens		6.309803919971486		CHEMBL1721885	CHEMBL4247
Cc1[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c(C)c1NC(=O)CCN1CCN(C)CC1	Q9UM73	Kd	Homo sapiens		7.022276394711152		CHEMBL3288854	CHEMBL4247
Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1	Q9UM73	Kd	Homo sapiens		5.508638306165726		CHEMBL572878	CHEMBL4247
Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCNCC1	Q9UM73	Kd	Homo sapiens		5.431798275933005		CHEMBL2403108	CHEMBL4247
Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1	Q9UM73	Kd	Homo sapiens		5.795880017344076		CHEMBL223360	CHEMBL4247
Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O	Q9UM73	Kd	Homo sapiens		5.657577319177793		CHEMBL477772	CHEMBL4247
Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=O)c1c(F)cccc1F	Q9UM73	Kd	Homo sapiens		5.1487416512809245		CHEMBL191003	CHEMBL4247
