nonstereo_aromatic_smiles	accession	standard_type	organism	lower_pPot_lim	pPot_mean	upper_pPot_lim	chembl_cid	chembl_tid
C=CCNC(=O)C(=O)C(Cc1ccccc1)NC(=O)c1cccnc1-n1ccc(-c2ccccc2)n1	P07384	Kd	Homo sapiens		6.327902142064282		CHEMBL4292149	CHEMBL3891
C=CCONC(=O)C(=O)C(Cc1ccccc1)NC(=O)c1cccnc1-n1ccc(-c2ccccc2)n1	P07384	Kd	Homo sapiens		6.732828271596986		CHEMBL4293456	CHEMBL3891
CC(C)(C)CN1C(=O)CCC1C(=O)NC(Cc1ccccc1)C(=O)C(N)=O	P07384	Kd	Homo sapiens		5.8696662315049934		CHEMBL4468943	CHEMBL3891
CC(C)NC(=O)C(=O)C(Cc1ccccc1)NC(=O)c1cccnc1-n1ccc(-c2ccccc2)n1	P07384	Kd	Homo sapiens		5.585026652029182		CHEMBL4278068	CHEMBL3891
CC(C)ONC(=O)C(=O)C(Cc1ccccc1)NC(=O)c1cccnc1-n1ccc(-c2ccccc2)n1	P07384	Kd	Homo sapiens		6.657577319177793		CHEMBL4282193	CHEMBL3891
CC1CC(C(=O)NC(Cc2ccccc2)C(=O)C(N)=O)N(Cc2ccccc2)C1=O	P07384	Kd	Homo sapiens		7.301029995663981		CHEMBL4546164	CHEMBL3891
CCCCC(NC(=O)C1CCC(=O)N1Cc1ccccc1)C(=O)C(N)=O	P07384	Kd	Homo sapiens		7.337242168318426		CHEMBL4456885	CHEMBL3891
CCCNC(=O)C(=O)C(Cc1ccccc1)NC(=O)c1cccnc1-n1ccc(-c2ccccc2)n1	P07384	Kd	Homo sapiens		6.318758762624412		CHEMBL4288728	CHEMBL3891
CCCONC(=O)C(=O)C(Cc1ccccc1)NC(=O)c1cccnc1-n1ccc(-c2ccccc2)n1	P07384	Kd	Homo sapiens		7.1249387366083		CHEMBL4290071	CHEMBL3891
CCNC(=O)C(=O)C(Cc1ccccc1)NC(=O)C1CCC(=O)N1Cc1ccccc1	P07384	Kd	Homo sapiens		6.782516055786092		CHEMBL4549162	CHEMBL3891
CCNC(=O)C(=O)C(Cc1ccccc1)NC(=O)c1cccnc1-n1ccc(-c2ccccc2)n1	P07384	Kd	Homo sapiens		6.161150909262744		CHEMBL4285376	CHEMBL3891
CCONC(=O)C(=O)C(Cc1ccccc1)NC(=O)c1cccnc1-n1ccc(-c2ccccc2)n1	P07384	Kd	Homo sapiens		6.958607314841776		CHEMBL4278724	CHEMBL3891
CN(C)CCONC(=O)C(=O)C(Cc1ccccc1)NC(=O)c1cccnc1-n1ccc(-c2ccccc2)n1	P07384	Kd	Homo sapiens		5.974694134735231		CHEMBL4280951	CHEMBL3891
CN1CC(C(=O)NC(Cc2ccccc2)C(=O)C(N)=O)N(Cc2ccccc2)C1=O	P07384	Kd	Homo sapiens		6.995678626217357		CHEMBL4476684	CHEMBL3891
CNC(=O)C(=O)C(Cc1ccccc1)NC(=O)c1cccnc1-n1ccc(-c2ccccc2)n1	P07384	Kd	Homo sapiens		6.420216403383191		CHEMBL4293200	CHEMBL3891
CONC(=O)C(=O)C(Cc1ccccc1)NC(=O)C1CCC(=O)N1Cc1ccccc1	P07384	Kd	Homo sapiens		5.360513510731414		CHEMBL4590219	CHEMBL3891
CONC(=O)C(=O)C(Cc1ccccc1)NC(=O)c1cccnc1-n1ccc(-c2ccccc2)n1	P07384	Kd	Homo sapiens		6.920818753952375		CHEMBL4286633	CHEMBL3891
COc1cccc(C(F)(F)F)c1CN1C(=O)CCC1C(=O)NC(Cc1ccccc1)C(=O)C(N)=O	P07384	Kd	Homo sapiens		7.443697499232713		CHEMBL4456320	CHEMBL3891
Cc1ccc(S(=O)(=O)N2CCCC2C(=O)NC(Cc2ccccc2)C(=O)C(N)=O)cc1	P07384	Kd	Homo sapiens		6.889410289700751		CHEMBL4584187	CHEMBL3891
Cn1cc(CN2C(=O)CCC2C(=O)NC(Cc2ccccc2)C(=O)C(=O)NC2CN2)cn1	P07384	Kd	Homo sapiens		6.275724130399211		CHEMBL4452603	CHEMBL3891
N#CCNC(=O)C(=O)C(Cc1ccccc1)NC(=O)c1cccnc1-n1ccc(-c2ccccc2)n1	P07384	Kd	Homo sapiens		6.022276394711152		CHEMBL4281522	CHEMBL3891
NC(=O)C(=O)C(Cc1ccccc1)NC(=O)C1CCC(=O)N1CC1CCCCC1	P07384	Kd	Homo sapiens		6.698970004336019		CHEMBL4436696	CHEMBL3891
NC(=O)C(=O)C(Cc1ccccc1)NC(=O)C1CCC(=O)N1Cc1cccc(C(F)(F)F)c1	P07384	Kd	Homo sapiens		7.585026652029183		CHEMBL4462518	CHEMBL3891
NC(=O)C(=O)C(Cc1ccccc1)NC(=O)C1CCC(=O)N1Cc1cccc(OC(F)(F)F)c1	P07384	Kd	Homo sapiens		6.903089986991943		CHEMBL4592411	CHEMBL3891
NC(=O)C(=O)C(Cc1ccccc1)NC(=O)C1CCC(=O)N1Cc1ccccc1C(F)(F)F	P07384	Kd	Homo sapiens		7.229147988357855		CHEMBL4440356	CHEMBL3891
NC(=O)C(=O)C(Cc1ccccc1)NC(=O)C1CCC(=O)N1Cc1ccccc1OC(F)(F)F	P07384	Kd	Homo sapiens		7.244125144327507		CHEMBL4518359	CHEMBL3891
NC(=O)C(=O)C(Cc1ccccc1)NC(=O)C1CCC(=O)N1Cc1ccncc1	P07384	Kd	Homo sapiens		6.7447274948966935		CHEMBL4578998	CHEMBL3891
