nonstereo_aromatic_smiles	accession	standard_type	organism	lower_pPot_lim	pPot_mean	upper_pPot_lim	chembl_cid	chembl_tid
CC(C)(C)c1cccc(O)c(=O)c1	P56524	Kd	Homo sapiens		6.093594916346213		CHEMBL2408245	CHEMBL3524
CC=C1NC(=O)C2CSSCCC=CC(CC(=O)NC(C(C)C)C(=O)N2)OC(=O)C(C(C)C)NC1=O	P56524	Kd	Homo sapiens		7.688246138944246		CHEMBL3310505_CHEMBL343448	CHEMBL3524
CCC(C)c1cccc(O)c(=O)c1	P56524	Kd	Homo sapiens		5.213603538627696		CHEMBL2408246	CHEMBL3524
CCCCc1nc2cc(C=CC(=O)NO)ccc2n1CCN(CC)CC	P56524	Kd	Homo sapiens		7.795880017344076		CHEMBL1851943_CHEMBL3215861	CHEMBL3524
CCN(CC)Cc1ccc2cc(COC(=O)Nc3ccc(C(=O)NO)cc3)ccc2c1	P56524	Kd	Homo sapiens		5.978810700930063		CHEMBL1213492	CHEMBL3524
CN1CCC(CNC(=O)c2cccc(-c3noc(C(F)(F)F)n3)c2)(c2nc(-c3ccccc3)cs2)CC1	P56524	Kd	Homo sapiens		7.1249387366083		CHEMBL4525406	CHEMBL3524
CN1CCC(CNC(=O)c2cccc(C(=O)NO)c2)(c2nc(-c3ccccc3)cs2)CC1	P56524	Kd	Homo sapiens		4.623423042943489		CHEMBL4456269	CHEMBL3524
COc1cc(C(=O)NOCCCCCC(=O)NO)cc(OC)c1OC	P56524	Kd	Homo sapiens		4.031050319018656		CHEMBL4643795	CHEMBL3524
COc1cc(OC)cc(C(=O)NOCCCCCC(=O)NO)c1	P56524	Kd	Homo sapiens		4.308034897232639		CHEMBL4645688	CHEMBL3524
COc1ccc(-c2cccc(O)c(=O)c2)cc1	P56524	Kd	Homo sapiens		5.0777417765670325		CHEMBL2408243	CHEMBL3524
COc1ccc(OC)c(-c2cccc(O)c(=O)c2)c1	P56524	Kd	Homo sapiens		4.950626899848469		CHEMBL2408244	CHEMBL3524
COc1cccc(C(C)C)cc1=O	P56524	Kd	Homo sapiens		4.934009710766223		CHEMBL2408248	CHEMBL3524
Cc1ncc(-c2ccc(C(C(=O)NO)c3ccccc3F)cc2)cn1	P56524	Kd	Homo sapiens		7.096910013008057		CHEMBL4437833	CHEMBL3524
Cn1c(C=CC(=O)NO)ccc1C(=O)Cc1ccccc1	P56524	Kd	Homo sapiens		4.7569619513137065		CHEMBL1213458	CHEMBL3524
O=C(C=CC#Cc1ccc(NS(=O)(=O)c2ccccc2)cc1)NO	P56524	Kd	Homo sapiens		5.6919480787573375		CHEMBL314389	CHEMBL3524
O=C(C=Cc1ccc(CN(CCO)CCc2c[nH]c3ccccc23)cc1)NO	P56524	Kd	Homo sapiens		5.647817481888637		CHEMBL356066	CHEMBL3524
O=C(C=Cc1cccc(S(=O)(=O)Nc2ccccc2)c1)NO	P56524	Kd	Homo sapiens		6.420216403383191		CHEMBL408513	CHEMBL3524
O=C(CCCCCCC(=O)C(F)(F)F)Nc1ccccc1	P56524	Kd	Homo sapiens		8.292429823902062		CHEMBL113537	CHEMBL3524
O=C(CCCCCCC(=O)Nc1ccccc1)NO	P56524	Kd	Homo sapiens		4.700276812137362		CHEMBL98	CHEMBL3524
O=C(CCCCCN1C(=O)c2cccc3cccc(c23)C1=O)NO	P56524	Kd	Homo sapiens		5.1249387366083		CHEMBL96051	CHEMBL3524
O=C(CCCCCONC(=O)c1cc(Br)cc(Br)c1)NO	P56524	Kd	Homo sapiens		4.497572880015566		CHEMBL4639388	CHEMBL3524
O=C(CCCCCONC(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)NO	P56524	Kd	Homo sapiens		4.07727454200674		CHEMBL4638018	CHEMBL3524
O=C(NO)C(c1ccc(-c2ncc(C(F)(F)F)cn2)cc1)c1ccccc1F	P56524	Kd	Homo sapiens		6.860166527975773		CHEMBL4456445	CHEMBL3524
O=C(NO)C1(F)C(c2ccccc2)C1c1ccc(-c2ncc(F)cn2)cc1	P56524	Kd	Homo sapiens		7.698970004336019		CHEMBL3793392	CHEMBL3524
O=C(NO)C1(F)C(c2ccccc2)C1c1ccc(-c2ncc(OC(F)F)cn2)cc1	P56524	Kd	Homo sapiens		7.096910013008057		CHEMBL3794485	CHEMBL3524
O=C(NO)C1C(c2ccccc2)C1c1ccc(-c2ncc(F)cn2)cc1	P56524	Kd	Homo sapiens		6.958607314841776		CHEMBL3110015	CHEMBL3524
O=c1cc(-c2ccccc2)cccc1O	P56524	Kd	Homo sapiens		4.964170174747172		CHEMBL2408242	CHEMBL3524
O=c1cc(C2CCCC2)cccc1O	P56524	Kd	Homo sapiens		6.004263920423143		CHEMBL2408247	CHEMBL3524
