	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125
accuracy	0.9437751004016064	0.9330143540669856	0.9029126213592233	0.4095238095238095	0.8407079646017699	0.7578947368421053	0.6440677966101694	0.23333333333333334	0.09090909090909091	0.06329113924050633	0.6580645161290323	0.9333333333333333	0.8878048780487805	0.7135416666666666	0.6596858638743456	0.9658792650918635	0.9047619047619048	0.9304229195088677	0.6947368421052632	0.8742424242424243	0.8016759776536313	0.7383177570093458	0.8250950570342205	0.7155963302752294	0.8253012048192772	0.7737226277372263	0.6285714285714286	0.9329140461215933	0.7047353760445683	0.7973568281938326	0.875	0.7835051546391752	0.5935828877005348	0.7588652482269503	0.951048951048951	0.6752136752136753	0.9230769230769231	0.5828571428571429	0.5523809523809524	0.9570815450643777	0.8153310104529616	0.6770186335403726	0.748898678414097	0.9077669902912622	0.7348066298342542	0.798941798941799	0.7777777777777778	0.7741935483870968	0.6449704142011834	0.7634408602150538	0.8209459459459459	0.9142156862745098	0.8338762214983714	0.8794520547945206	0.8850931677018633	0.8717948717948718	0.8775510204081632	0.7585227272727273	0.9174406604747162	0.9384215091066782	0.8351254480286738	0.7529761904761905	0.8730769230769231	0.8274932614555256	0.8142857142857143	0.7306590257879656	0.9128919860627178	0.046875	0.8037037037037037	0.5970695970695971	0.6528301886792452	0.6972111553784861	0.8762589928057554	0.7928994082840237	0.8105726872246696	0.8225538971807629	0.5629742033383915	0.799645390070922	0.5227272727272727	0.8114285714285714	0.7032258064516129	0.5511811023622047	0.9420289855072463	0.8478260869565217	0.8506944444444444	0.8633333333333333	0.6900369003690037	0.8038194444444444	0.8485401459854015	0.75591985428051	0.5445544554455446	0.78125	0.7468354430379747	0.8035714285714286	0.9076923076923077	0.8762886597938144	0.723404255319149	0.7897435897435897	0.6578947368421053	0.8584202682563339	0.8309859154929577	0.8397790055248618	0.7674418604651163	0.8859649122807017	0.6422764227642277	0.8527131782945736	0.8297101449275363	0.8024691358024691	0.6588235294117647	0.8690095846645367	0.927710843373494	0.9134199134199135	0.905829596412556	0.7887931034482759	0.8390804597701149	0.9	0.7530864197530864	0.5039370078740157	0.37748344370860926	0.30357142857142855	0.93	1.0	0.9491525423728814	0.6443298969072165	0.7871287128712872	0.9574468085106383
precision	0.0	0.0	0.375	0.1267605633802817	0.30434782608695654	0.2413793103448276	0.07142857142857142	0.09803921568627451	0.09090909090909091	0.06329113924050633	0.044444444444444446	0.0	0.16666666666666666	0.18461538461538463	0.13043478260869565	0.6612903225806451	0.5116279069767442	0.47368421052631576	0.14349775784753363	0.3132530120481928	0.16556291390728478	0.25333333333333335	0.3611111111111111	0.22784810126582278	0.2894736842105263	0.24390243902439024	0.1875	0.0	0.18548387096774194	0.18181818181818182	0.2727272727272727	0.1951219512195122	0.14942528735632185	0.1388888888888889	0.0	0.13953488372093023	0.0	0.16666666666666666	0.16666666666666666	0.0	0.125	0.07964601769911504	0.0196078431372549	0.06666666666666667	0.046511627906976744	0.2571428571428571	0.1891891891891892	0.18181818181818182	0.11194029850746269	0.12307692307692308	0.21875	0.3191489361702128	0.30303030303030304	0.36666666666666664	0.34146341463414637	0.45454545454545453	0.2631578947368421	0.1935483870967742	0.2972972972972973	0.6025641025641025	0.3018867924528302	0.20212765957446807	0.25925925925925924	0.2777777777777778	0.18	0.24347826086956523	0.16666666666666666	0.046875	0.02127659574468085	0.12605042016806722	0.11956521739130435	0.12162162162162163	0.2727272727272727	0.22424242424242424	0.19708029197080293	0.2876712328767123	0.121875	0.2986111111111111	0.04597701149425287	0.10344827586206896	0.045454545454545456	0.16417910447761194	0.6363636363636364	0.34782608695652173	0.15	0.16666666666666666	0.08641975308641975	0.1320754716981132	0.14864864864864866	0.13333333333333333	0.14814814814814814	0.05263157894736842	0.25925925925925924	0.13333333333333333	0.0	0.3	0.16901408450704225	0.2727272727272727	0.18604651162790697	0.23423423423423423	0.23076923076923078	0.23232323232323232	0.08333333333333333	0.0	0.02857142857142857	0.2	0.23728813559322035	0.2716049382716049	0.07476635514018691	0.23529411764705882	0.0	0.0	0.2222222222222222	0.13513513513513514	0.16666666666666666	0.4	0.18181818181818182	0.06153846153846154	0.12962962962962962	0.11494252873563218	0.5625	1.0	0.3333333333333333	0.030303030303030304	0.02631578947368421	0.5
recall	0.0	0.0	0.375	1.0	0.7777777777777778	0.875	0.5	1.0	1.0	1.0	0.16666666666666666	0.0	0.5714285714285714	0.8571428571428571	0.6428571428571429	0.8913043478260869	0.8571428571428571	0.7659574468085106	0.7272727272727273	0.5	0.6097560975609756	1.0	1.0	0.9473684210526315	0.8461538461538461	1.0	1.0	0.0	0.8214285714285714	0.6206896551724138	0.8181818181818182	0.47058823529411764	0.8666666666666667	0.625	0.0	0.8571428571428571	0.0	0.8235294117647058	0.8181818181818182	0.0	0.6363636363636364	1.0	0.125	0.16666666666666666	0.2222222222222222	0.42857142857142855	0.4666666666666667	0.7142857142857143	0.9375	0.47058823529411764	0.8235294117647058	0.8333333333333334	0.8	0.7857142857142857	0.5833333333333334	0.5555555555555556	1.0	0.9230769230769231	0.44	0.5402298850574713	0.64	0.7037037037037037	0.35	0.625	0.2727272727272727	0.8	0.23076923076923078	1.0	0.125	0.7142857142857143	0.5	0.45	0.32142857142857145	0.7551020408163265	0.5869565217391305	0.9333333333333333	0.8478260869565217	0.7818181818181819	0.8	0.3	0.3333333333333333	0.9166666666666666	0.6363636363636364	0.5714285714285714	0.4	0.5384615384615384	0.4117647058823529	0.4	0.3548387096774194	0.5142857142857142	1.0	0.25	1.0	0.18181818181818182	0.0	0.375	0.6666666666666666	0.5714285714285714	0.6666666666666666	0.7222222222222222	0.6	0.36507936507936506	0.2	0.0	0.09090909090909091	0.4583333333333333	0.875	0.8148148148148148	0.32	0.34782608695652173	0.0	0.0	0.125	0.22727272727272727	0.3333333333333333	1.0	0.6666666666666666	0.6666666666666666	1.0	0.9090909090909091	1.0	1.0	1.0	0.2857142857142857	0.14285714285714285	0.16666666666666666
f1	0.0	0.0	0.375	0.22499999999999998	0.43750000000000006	0.3783783783783784	0.125	0.17857142857142855	0.16666666666666669	0.11904761904761907	0.07017543859649122	0.0	0.25806451612903225	0.3037974683544304	0.21686746987951808	0.7592592592592593	0.6407766990291262	0.5853658536585366	0.2397003745318352	0.3851851851851852	0.26041666666666663	0.4042553191489362	0.5306122448979591	0.3673469387755102	0.4313725490196079	0.39215686274509803	0.3157894736842105	0.0	0.3026315789473684	0.28125	0.4090909090909091	0.27586206896551724	0.25490196078431376	0.2272727272727273	0.0	0.24	0.0	0.2772277227722772	0.2769230769230769	0.0	0.208955223880597	0.1475409836065574	0.03389830508474576	0.09523809523809522	0.07692307692307693	0.3214285714285714	0.2692307692307693	0.2898550724637682	0.2	0.1951219512195122	0.34567901234567905	0.4615384615384616	0.43956043956043955	0.5	0.43076923076923085	0.5	0.4166666666666667	0.31999999999999995	0.3548387096774193	0.5696969696969697	0.4102564102564102	0.31404958677685946	0.29787234042553196	0.3846153846153846	0.21686746987951808	0.3733333333333334	0.1935483870967742	0.08955223880597014	0.03636363636363636	0.2142857142857143	0.1929824561403509	0.19148936170212766	0.2950819672131148	0.3457943925233645	0.29508196721311475	0.4397905759162304	0.21311475409836067	0.43216080402010054	0.08695652173913043	0.15384615384615385	0.08	0.2784810126582279	0.6363636363636364	0.4324324324324324	0.21818181818181814	0.2545454545454545	0.14285714285714285	0.19858156028368795	0.20952380952380953	0.21176470588235294	0.25806451612903225	0.08695652173913043	0.4117647058823529	0.15384615384615383	0.0	0.33333333333333326	0.2696629213483146	0.3692307692307692	0.2909090909090909	0.35374149659863946	0.33333333333333337	0.2839506172839506	0.11764705882352941	0.0	0.043478260869565216	0.2784810126582279	0.37333333333333335	0.4074074074074074	0.1212121212121212	0.28070175438596484	0.0	0.0	0.16	0.16949152542372883	0.2222222222222222	0.5714285714285715	0.28571428571428575	0.11267605633802817	0.22950819672131148	0.20408163265306123	0.72	1.0	0.5	0.054794520547945216	0.044444444444444446	0.25
auc_roc	0.6427051671732522	0.6728937728937728	0.7355263157894736	0.8831018518518519	0.8135683760683761	0.8908045977011494	0.6979166666666667	0.81	0.9074074074074073	0.3513513513513513	0.5052447552447552	0.3834325396825397	0.5569985569985569	0.7319422150882825	0.5484261501210653	0.9746781637114403	0.9320037105751391	0.9465914025184542	0.7770458205240814	0.8221786437246964	0.8114905149051491	0.9160593792172739	0.9547224926971762	0.9140439037291721	0.8717948717948718	0.9283464566929134	0.9296875	0.49887892376681614	0.7707164436771687	0.7467748478701826	0.9178587909552377	0.7760053173811898	0.8077519379844962	0.8148496240601504	0.4737394957983193	0.8389610389610389	0.538888888888889	0.7177959791511542	0.7246131528046422	0.5560538116591929	0.7947957839262187	0.9300674476393327	0.5102739726027398	0.49499999999999994	0.4928940568475452	0.639172335600907	0.6833333333333333	0.7698803659394793	0.8373447204968943	0.5603951504265828	0.8758169934640523	0.9235042735042734	0.8422695035460994	0.8800339126748622	0.9065995525727069	0.8959339774557166	0.9485772357723578	0.9349996118916402	0.7548204570184983	0.7255396691897954	0.8292913385826772	0.8146949538535299	0.69375	0.8225479351032449	0.6718286970652901	0.813648771610555	0.7349803481190342	0.5	0.5858778625954199	0.7061602418745275	0.6676019453797232	0.7346320346320346	0.7100100603621731	0.8081567555251766	0.7497774734679905	0.9220230983671843	0.71802964749273	0.8292909448115734	0.7005847953216374	0.6151515151515152	0.6498881431767338	0.8644927536231883	0.7444523979957052	0.7592165898617512	0.7970695970695971	0.8338247118734924	0.5884668828161186	0.7403221547398997	0.6845635490110439	0.7817120622568093	0.831989247311828	0.8016304347826086	0.7718253968253967	0.3483348334833483	0.3206214689265536	0.9241573033707865	0.7713773681515617	0.782703886152162	0.6928104575163399	0.8799212598425197	0.8210998877665545	0.7401484042936388	0.6252100840336134	0.6123381568926124	0.5251623376623377	0.8441230486685032	0.9418269230769232	0.8938770420251902	0.39974603174603174	0.6494752623688156	0.4149080086580087	0.5	0.49124396135265697	0.5149350649350649	0.5740740740740741	0.9841269841269841	0.82	0.5826446280991735	0.7805005213764338	0.6660666066606661	0.9804639804639805	1.0	1.0	0.4598930481283423	0.5128205128205128	0.6111111111111112
matthews_coeff	0.0	0.0	0.3223684210526316	0.21188290680747018	0.4195558200907404	0.37515635690279214	0.06964406206784911	0.12666009927622474	0.0	0.0	-0.07891627813735061	0.0	0.26571805956816863	0.3073478758557989	0.1648693267463446	0.7509051809081377	0.6160107203447621	0.5686421398682396	0.2209794965209769	0.3300805107802004	0.24097017534124562	0.42494846344138787	0.5394645814999542	0.3760357448847886	0.42824278046315506	0.4293800158399185	0.3336586953759785	-0.012083978424938033	0.29116834359130656	0.2547021238818793	0.42656359689554535	0.19679650307953908	0.23766701476693014	0.20793104733052026	0.0	0.25618218317858915	0.0	0.22554725838191542	0.20800073955949988	0.0	0.22227991874867067	0.23061258676163257	-0.04564257123033569	0.06256119749675544	-0.00824860979417392	0.2215228119522081	0.18848371718934936	0.2782128254645191	0.2465578939429698	0.14318095167573203	0.3641604760735454	0.48324685853511107	0.42400530801493247	0.4832303626179947	0.38821924310744405	0.4301435796397108	0.47902071692156634	0.35403035461364024	0.3193643758679164	0.5375692135022814	0.35992523649099417	0.27917501511303405	0.23293218918414874	0.3347756447792063	0.11974545222892437	0.3341838838506896	0.15097609589334912	0.0	-0.02261563912835384	0.16206496066434445	0.0965931349893309	0.10014147337308174	0.2286816478896874	0.33257971866655633	0.2590127499481136	0.45822875606583974	0.19854451795190317	0.3969110995884783	0.10454772648539566	0.0889099699216214	0.02201411569857889	0.2517689238773433	0.6048675733715104	0.36493797212992807	0.17698086382695685	0.24440151391585774	0.06378854773192229	0.14176006653419634	0.15748643949859617	0.16263518009008382	0.2736248700213952	0.02725736835594769	0.4327156090943675	0.04640486200184632	0.0	0.26809136884335105	0.2286478678144577	0.28738504862099623	0.20485240871014357	0.35680314060706336	0.29670104266949227	0.20517793937951057	0.010394383930128556	0.0	-0.134499471909759	0.23285985706848228	0.4001108360672516	0.3932865560480581	0.0032115699317391937	0.21648542870969384	0.0	0.0	0.11957314096507055	0.0599289879063846	0.1542271319530149	0.5976143046671968	0.25122197503323507	0.0689860333275034	0.2017093752742628	0.10485784893066175	0.7205766921228922	1.0	0.5620872076337508	-0.02225281430559504	-0.021943198205502674	0.2718471616488992
balanced_accuracy	0.5	0.5	0.6611842105263157	0.6770833333333334	0.811965811965812	0.8110632183908046	0.5758928571428572	0.5818181818181818	0.5	0.5	0.43298368298368295	0.5	0.7352092352092352	0.7796950240770466	0.6519370460048426	0.9309873694437697	0.8835714285714286	0.853824204453818	0.7098521446347533	0.703125	0.7115447154471545	0.8564102564102565	0.9029535864978904	0.8204178788680243	0.8348416289592759	0.8779527559055118	0.796875	0.49887892376681614	0.75814630988347	0.7150507099391481	0.8481772035071528	0.642073778664008	0.718217054263566	0.6959586466165413	0.5	0.7603896103896104	0.5	0.6902457185405808	0.6697292069632496	0.5	0.7294137022397892	0.8338658146964857	0.4483447488584475	0.5483333333333333	0.4919250645994832	0.6369047619047619	0.6371794871794871	0.7463054187192119	0.7839673913043479	0.6265154916928604	0.8221589711153279	0.8756410256410256	0.8184397163120567	0.8364773208986859	0.7463646532438479	0.7342995169082125	0.9359756097560976	0.8354032445858883	0.69170837867247	0.7555746048176661	0.7471653543307086	0.730492628550881	0.6333333333333333	0.7358038348082596	0.5716948666475481	0.7614649681528662	0.5880123526108928	0.5	0.4747137404580153	0.6507936507936508	0.5833333333333333	0.5843073593073593	0.6231556002682763	0.7754776551769033	0.7068640876412188	0.8734767025089606	0.6947123909497128	0.7916949455259867	0.6573099415204678	0.5712121212121212	0.5257270693512304	0.7148550724637681	0.8024337866857552	0.7252304147465438	0.6377289377289377	0.7082551594746717	0.5602130616025938	0.6149722735674676	0.6164909215698509	0.6433296275708726	0.7526881720430108	0.5271739130434783	0.8611111111111112	0.5265526552655265	0.5	0.6481741573033708	0.6973886328725039	0.69376026272578	0.6617647058823529	0.7941819772528433	0.7242424242424242	0.6250510289844632	0.507563025210084	0.5	0.39366883116883117	0.6685606060606061	0.8509615384615384	0.8080808080808081	0.5028571428571429	0.6290854572713643	0.5	0.5	0.5455917874396135	0.5374458874458874	0.6049382716049383	0.9464285714285714	0.7133333333333334	0.581267217630854	0.656934306569343	0.5733573357335733	0.9615384615384616	1.0	0.9739130434782608	0.4717341482047364	0.47655677655677653	0.5796296296296296
#tr	390	438	556	242	233	255	220	222	243	288	294	258	308	341	334	1296	1282	1354	1346	1349	1245	464	414	457	265	309	304	815	968	859	352	369	380	248	246	276	380	412	375	657	605	559	372	395	423	413	433	372	667	749	737	610	755	686	688	693	648	2081	2215	1992	699	641	728	685	732	735	515	560	535	497	488	514	1308	1330	1330	1355	1281	1364	296	299	329	292	282	285	573	557	578	1103	1146	1109	166	168	184	196	172	211	416	469	424	1356	1393	1293	250	259	258	673	793	738	508	543	519	516	525	525	187	182	197	279	253	294	250	247	233	386	377	437
#ac_tr	14	13	19	10	10	11	14	10	11	12	11	11	23	17	17	102	58	107	94	86	92	28	22	27	15	18	16	37	40	38	25	18	21	11	12	12	29	28	22	27	27	29	15	17	14	14	21	20	42	40	40	38	29	29	35	18	44	149	169	122	28	22	33	62	58	55	13	16	19	30	27	30	73	85	85	69	67	56	17	12	15	15	18	15	26	28	22	58	64	59	11	15	12	11	10	14	29	28	22	99	93	68	17	14	16	36	44	33	16	23	21	32	35	30	11	12	12	17	10	11	11	10	17	12	12	13
target	CHEMBL1075323	CHEMBL1075323	CHEMBL1075323	CHEMBL1800	CHEMBL1800	CHEMBL1800	CHEMBL1862	CHEMBL1862	CHEMBL1862	CHEMBL1902	CHEMBL1902	CHEMBL1902	CHEMBL2034	CHEMBL2034	CHEMBL2034	CHEMBL204	CHEMBL204	CHEMBL204	CHEMBL205	CHEMBL205	CHEMBL205	CHEMBL214	CHEMBL214	CHEMBL214	CHEMBL2147	CHEMBL2147	CHEMBL2147	CHEMBL217	CHEMBL217	CHEMBL217	CHEMBL218	CHEMBL218	CHEMBL218	CHEMBL222	CHEMBL222	CHEMBL222	CHEMBL224	CHEMBL224	CHEMBL224	CHEMBL228	CHEMBL228	CHEMBL228	CHEMBL2326	CHEMBL2326	CHEMBL2326	CHEMBL233	CHEMBL233	CHEMBL233	CHEMBL234	CHEMBL234	CHEMBL234	CHEMBL236	CHEMBL236	CHEMBL236	CHEMBL237	CHEMBL237	CHEMBL237	CHEMBL244	CHEMBL244	CHEMBL244	CHEMBL251	CHEMBL251	CHEMBL251	CHEMBL253	CHEMBL253	CHEMBL253	CHEMBL255	CHEMBL255	CHEMBL255	CHEMBL256	CHEMBL256	CHEMBL256	CHEMBL261	CHEMBL261	CHEMBL261	CHEMBL264	CHEMBL264	CHEMBL264	CHEMBL267	CHEMBL267	CHEMBL267	CHEMBL2820	CHEMBL2820	CHEMBL2820	CHEMBL284	CHEMBL284	CHEMBL284	CHEMBL3242	CHEMBL3242	CHEMBL3242	CHEMBL335	CHEMBL335	CHEMBL335	CHEMBL3371	CHEMBL3371	CHEMBL3371	CHEMBL344	CHEMBL344	CHEMBL344	CHEMBL3594	CHEMBL3594	CHEMBL3594	CHEMBL3729	CHEMBL3729	CHEMBL3729	CHEMBL3837	CHEMBL3837	CHEMBL3837	CHEMBL3880	CHEMBL3880	CHEMBL3880	CHEMBL3991	CHEMBL3991	CHEMBL3991	CHEMBL4072	CHEMBL4072	CHEMBL4072	CHEMBL4409	CHEMBL4409	CHEMBL4409	CHEMBL4523	CHEMBL4523	CHEMBL4523	CHEMBL4657	CHEMBL4657	CHEMBL4657
