	id	chembl_cid1	chembl_cid2	core	sub1	sub2	pot1	pot2	dpot	thres	class	core_id
0	CHEMBL138155-CHEMBL138154	CHEMBL138155	CHEMBL138154	[R1]Nc1nc(nc2n1nc(c2c3ccc(cc3Cl)Cl)C)C	[R1]C(CC)COC	[R1]C(CCC)CCC	8.721246399047171	8.795880017344075	0.0746336182969038	2.0656478227067594	-1	33.0
1	CHEMBL140143-CHEMBL138154	CHEMBL138154	CHEMBL140143	[R1]Nc1nc(nc2n1nc(c2c3ccc(cc3Cl)Cl)C)C	[R1]C(CCC)CCC	[R1]C(CC)CCC	8.795880017344075	8.920818753952375	0.1249387366082999	2.0656478227067594	-1	33.0
2	CHEMBL140894-CHEMBL138154	CHEMBL138154	CHEMBL140894	[R1]c1nc(nc2n1nc(c2c3ccc(cc3Cl)Cl)C)C	[R1]NC(CCC)CCC	[R1]N(CCC)CC1CC1	8.795880017344075	9.154901959985745	0.3590219426416698	2.0656478227067594	-1	15.0
3	CHEMBL141084-CHEMBL138154	CHEMBL141084	CHEMBL138154	[R1]c1nc(nc2n1nc(c2c3ccc(cc3Cl)Cl)C)C	[R1]N(CCOC)CCOC	[R1]NC(CCC)CCC	8.744727494896694	8.795880017344075	0.0511525224473814	2.0656478227067594	-1	15.0
4	CHEMBL141085-CHEMBL138154	CHEMBL141085	CHEMBL138154	[R1]Nc1nc(nc2n1nc(c2c3ccc(cc3Cl)Cl)C)C	[R1]C(CC)CCCC	[R1]C(CCC)CCC	8.795880017344075	8.795880017344075	0.0	2.0656478227067594	-1	33.0
5	CHEMBL138154-CHEMBL141692	CHEMBL141692	CHEMBL138154	[R1]Nc1nc(nc2n1nc(c2c3ccc(cc3Cl)Cl)C)C	[R1]C(COCC)COCC	[R1]C(CCC)CCC	8.207608310501746	8.795880017344075	0.5882717068423293	2.0656478227067594	-1	33.0
6	CHEMBL336678-CHEMBL138154	CHEMBL138154	CHEMBL336678	[R1]Nc1nc(nc2n1nc(c2c3ccc(cc3Cl)Cl)C)C	[R1]C(CCC)CCC	[R1]C(CC)CC	8.795880017344075	8.958607314841776	0.1627272974977014	2.0656478227067594	-1	33.0
7	CHEMBL337768-CHEMBL138154	CHEMBL138154	CHEMBL337768	[R1]c1nc(nc2n1nc(c2c3ccc(cc3Cl)Cl)C)C	[R1]NC(CCC)CCC	[R1]N(CC)CC	8.795880017344075	8.920818753952375	0.1249387366082999	2.0656478227067594	-1	15.0
8	CHEMBL341820-CHEMBL138154	CHEMBL138154	CHEMBL341820	[R1]c1nc(nc2n1nc(c2c3ccc(cc3Cl)Cl)C)C	[R1]NC(CCC)CCC	[R1]N(CC)CCCC	8.795880017344075	9.397940008672036	0.6020599913279607	2.0656478227067594	-1	15.0
9	CHEMBL344223-CHEMBL138154	CHEMBL138154	CHEMBL344223	[R1]c1nc(nc2n1nc(c2c3ccc(cc3Cl)Cl)C)C	[R1]NC(CCC)CCC	[R1]N(CCC)CCC	8.795880017344075	9.221848749616356	0.4259687322722811	2.0656478227067594	-1	15.0
