	id	chembl_cid1	chembl_cid2	core	sub1	sub2	pot1	pot2	dpot	thres	class	core_id
0	CHEMBL4097197_CHEMBL521851-CHEMBL1083192	CHEMBL4097197_CHEMBL521851	CHEMBL1083192	[R1]c1nc2cc(sc2c(n1)N3CCOCC3)CN4CCN(CC4)S(=O)(=O)C	[R1]c1cccc2c1cn[nH]2	[R1]c1cnc(nc1)N	6.2441251443275085	7.5376020021010435	1.293476857773535	1.182488472874797	1	1.0
1	CHEMBL1090599-CHEMBL1090598	CHEMBL1090599	CHEMBL1090598	[R1]N(C)Cc1cc2c(s1)c(nc(n2)c3cnc(nc3)N)N4CCOCC4	[R1]C(=O)C	[R1]S(=O)(=O)C	7.301029995663981	8.0	0.6989700043360187	1.182488472874797	-1	16.0
2	CHEMBL1090600-CHEMBL2178606	CHEMBL1090600	CHEMBL2178606	[R1]C(C)(C)c1cc2c(s1)c(nc(n2)c3cnc(nc3)N)N4CCOCC4	[R1]N	[R1]OC	7.229147988357855	8.0	0.7708520116421447	1.182488472874797	-1	15.0
3	CHEMBL1921986_CHEMBL1922094-CHEMBL1091978	CHEMBL1091978	CHEMBL1921986_CHEMBL1922094	[R1]N1CCN(CC1)Cc2c(c3c(s2)c(nc(n3)c4cnc(nc4)N)N5CCOCC5)C	[R1]S(=O)(=O)C	[R1]C(=O)C(C)O	7.67778070526608	7.769551078621726	0.0917703733556463	1.182488472874797	-1	14.0
4	CHEMBL3218401-CHEMBL1234353	CHEMBL1234353	CHEMBL3218401	[R1]c1cc2c(nc(nc2n(c1=O)C3CCCC3)NC)C	[R1]c1cccc(c1)CO	[R1]c1ccc(nc1)OC	6.075720713938117	6.154901959985742	0.0791812460476251	1.182488472874797	-1	12.0
5	CHEMBL1234354-CHEMBL2057727	CHEMBL2057727	CHEMBL1234354	[R1]n1c2c(cc(c1=O)c3ccc(nc3)OC)c(nc(n2)N)C	[R1]C1CCC1	[R1]C1CCC(CC1)OCCO	7.116906641424309	7.795880017344076	0.6789733759197665	1.182488472874797	-1	10.0
6	CHEMBL1234354-CHEMBL2376095	CHEMBL1234354	CHEMBL2376095	[R1]OC1CCC(CC1)n2c3c(cc(c2=O)c4ccc(nc4)OC)c(nc(n3)N)C	[R1]CCO	[R1]CO	7.795880017344076	7.892790030352131	0.0969100130080553	1.182488472874797	-1	9.0
7	CHEMBL2376096-CHEMBL1234354	CHEMBL1234354	CHEMBL2376096	[R1]OC1CCC(CC1)n2c3c(cc(c2=O)c4ccc(nc4)OC)c(nc(n3)N)C	[R1]CCO	[R1]CC(=O)O	7.795880017344076	8.063989204284791	0.2681091869407153	1.182488472874797	-1	9.0
8	CHEMBL1234354-CHEMBL3218404	CHEMBL3218404	CHEMBL1234354	[R1]n1c2c(cc(c1=O)c3ccc(nc3)OC)c(nc(n2)N)C	[R1]C1CCOCC1	[R1]C1CCC(CC1)OCCO	6.958607314841776	7.795880017344076	0.8372727025022995	1.182488472874797	-1	10.0
9	CHEMBL1234354-CHEMBL3218405	CHEMBL3218405	CHEMBL1234354	[R1]n1c2c(cc(c1=O)c3ccc(nc3)OC)c(nc(n2)N)C	[R1]C1CCOC1	[R1]C1CCC(CC1)OCCO	6.823908740944319	7.795880017344076	0.9719712763997572	1.182488472874797	-1	10.0
10	CHEMBL2057726-CHEMBL2057725	CHEMBL2057725	CHEMBL2057726	[R1]c1cc2c(nc(nc2n(c1=O)C3CCCC3)N)C	[R1]c1ccc(nc1)OC	[R1]c1c[nH]nc1	6.7733408299764815	7.730487055782085	0.9571462258056034	1.182488472874797	-1	8.0
11	CHEMBL2057727-CHEMBL2057725	CHEMBL2057725	CHEMBL2057727	[R1]n1c2c(cc(c1=O)c3ccc(nc3)OC)c(nc(n2)N)C	[R1]C1CCCC1	[R1]C1CCC1	6.7733408299764815	7.116906641424309	0.3435658114478279	1.182488472874797	-1	10.0
12	CHEMBL3218402_CHEMBL3218403-CHEMBL2057725	CHEMBL2057725	CHEMBL3218402_CHEMBL3218403	[R1]n1c2c(cc(c1=O)c3ccc(nc3)OC)c(nc(n2)N)C	[R1]C1CCCC1	[R1]C1CCC(CC1)O	6.7733408299764815	7.4076542845912	0.6343134546147189	1.182488472874797	-1	10.0
13	CHEMBL2057725-CHEMBL3218404	CHEMBL2057725	CHEMBL3218404	[R1]n1c2c(cc(c1=O)c3ccc(nc3)OC)c(nc(n2)N)C	[R1]C1CCCC1	[R1]C1CCOCC1	6.7733408299764815	6.958607314841776	0.1852664848652949	1.182488472874797	-1	10.0
14	CHEMBL2057725-CHEMBL3218405	CHEMBL2057725	CHEMBL3218405	[R1]n1c2c(cc(c1=O)c3ccc(nc3)OC)c(nc(n2)N)C	[R1]C1CCCC1	[R1]C1CCOC1	6.7733408299764815	6.823908740944319	0.0505679109678371	1.182488472874797	-1	10.0
15	CHEMBL2057725-CHEMBL3218943	CHEMBL2057725	CHEMBL3218943	[R1]c1cc2c(nc(nc2n(c1=O)C3CCCC3)N)C	[R1]c1ccc(nc1)OC	[R1]c1cccc(c1)CO	6.7733408299764815	7.086186147616282	0.3128453176398009	1.182488472874797	-1	8.0
16	CHEMBL2057728-CHEMBL2057726	CHEMBL2057728	CHEMBL2057726	[R1]n1c2c(cc(c1=O)c3c[nH]nc3)c(nc(n2)N)C	[R1]C1CCC1	[R1]C1CCCC1	7.29073003902417	7.730487055782085	0.4397570167579152	1.182488472874797	-1	6.0
17	CHEMBL2057731-CHEMBL2057726	CHEMBL2057731	CHEMBL2057726	[R1]n1c2c(cc(c1=O)c3c[nH]nc3)c(nc(n2)N)C	[R1]C(C)C	[R1]C1CCCC1	7.628932137728263	7.730487055782085	0.1015549180538215	1.182488472874797	-1	6.0
18	CHEMBL2375967_CHEMBL2376092-CHEMBL2057726	CHEMBL2057726	CHEMBL2375967_CHEMBL2376092	[R1]n1c2c(cc(c1=O)c3c[nH]nc3)c(nc(n2)N)C	[R1]C1CCCC1	[R1]C1CCC(CC1)OCO	7.730487055782085	8.396250138346346	0.6657630825642613	1.182488472874797	-1	6.0
19	CHEMBL2057726-CHEMBL3218943	CHEMBL3218943	CHEMBL2057726	[R1]c1cc2c(nc(nc2n(c1=O)C3CCCC3)N)C	[R1]c1cccc(c1)CO	[R1]c1c[nH]nc1	7.086186147616282	7.730487055782085	0.6443009081658024	1.182488472874797	-1	8.0
20	CHEMBL2057728-CHEMBL2057727	CHEMBL2057727	CHEMBL2057728	[R1]c1cc2c(nc(nc2n(c1=O)C3CCC3)N)C	[R1]c1ccc(nc1)OC	[R1]c1c[nH]nc1	7.116906641424309	7.29073003902417	0.1738233975998602	1.182488472874797	-1	13.0
