	id	chembl_cid1	chembl_cid2	core	sub1	sub2	pot1	pot2	dpot	thres	class	core_id
0	CHEMBL212864-CHEMBL213105	CHEMBL213105	CHEMBL212864	[R1]NC(Cc1ccccc1)C(=O)CCC(=O)NC(Cc2ccccc2)C(=O)O	[R1]C(=O)c1ccccc1	[R1]C(=O)OC(C)(C)C	4.0741724253752585	4.366531544420414	0.2923591190451553	2.780760415056758	-1	5.0
1	CHEMBL251808-CHEMBL252391_CHEMBL269996	CHEMBL251808	CHEMBL252391_CHEMBL269996	[R1]c1ccc(cc1)CC(C(=O)O)NC(=O)C(C(C)CC)S	[R1]OCc1ccc(c(c1)F)F	[R1]c1ccccc1	5.7447274948966935	6.439525948092997	0.6947984531963032	2.780760415056758	-1	4.0
2	CHEMBL251808-CHEMBL254703	CHEMBL251808	CHEMBL254703	[R1]Oc1ccc(cc1)CC(C(=O)O)NC(=O)C(C(C)CC)S	[R1]Cc1ccc(c(c1)F)F	[R1]Cc1ccccc1	5.7447274948966935	6.2441251443275085	0.499397649430815	2.780760415056758	-1	3.0
3	CHEMBL251808-CHEMBL254911	CHEMBL254911	CHEMBL251808	[R1]Oc1ccc(cc1)CC(C(=O)O)NC(=O)C(C(C)CC)S	[R1]Cc1ccc(cc1)F	[R1]Cc1ccc(c(c1)F)F	5.3979400086720375	5.7447274948966935	0.346787486224656	2.780760415056758	-1	3.0
4	CHEMBL251808-CHEMBL398771	CHEMBL251808	CHEMBL398771	[R1]Oc1ccc(cc1)CC(C(=O)O)NC(=O)C(C(C)CC)S	[R1]Cc1ccc(c(c1)F)F	[R1]Cc1ccc(cc1F)F	5.7447274948966935	6.022276394711152	0.2775488998144588	2.780760415056758	-1	3.0
5	CHEMBL254703-CHEMBL252391_CHEMBL269996	CHEMBL254703	CHEMBL252391_CHEMBL269996	[R1]c1ccc(cc1)CC(C(=O)O)NC(=O)C(C(C)CC)S	[R1]OCc1ccccc1	[R1]c1ccccc1	6.2441251443275085	6.439525948092997	0.1954008037654881	2.780760415056758	-1	4.0
6	CHEMBL252391_CHEMBL269996-CHEMBL257229	CHEMBL257229	CHEMBL252391_CHEMBL269996	[R1]NC(Cc1ccc(cc1)c2ccccc2)C(=O)O	[R1]C(=O)C(C1CCC1)S	[R1]C(=O)C(C(C)CC)S	6.207608310501746	6.439525948092997	0.231917637591251	2.780760415056758	-1	0.0
7	CHEMBL269997-CHEMBL252391_CHEMBL269996	CHEMBL252391_CHEMBL269996	CHEMBL269997	[R1]NC(Cc1ccc(cc1)c2ccccc2)C(=O)O	[R1]C(=O)C(C(C)CC)S	[R1]C(=O)C(C(C)C)S	6.439525948092997	6.698970004336019	0.259444056243022	2.780760415056758	-1	0.0
8	CHEMBL252391_CHEMBL269996-CHEMBL271223	CHEMBL271223	CHEMBL252391_CHEMBL269996	[R1]NC(Cc1ccc(cc1)c2ccccc2)C(=O)O	[R1]C(=O)C(CC(C)(C)C)S	[R1]C(=O)C(C(C)CC)S	5.568636235841012	6.439525948092997	0.8708897122519845	2.780760415056758	-1	0.0
9	CHEMBL398771-CHEMBL252391_CHEMBL269996	CHEMBL398771	CHEMBL252391_CHEMBL269996	[R1]c1ccc(cc1)CC(C(=O)O)NC(=O)C(C(C)CC)S	[R1]OCc1ccc(cc1F)F	[R1]c1ccccc1	6.022276394711152	6.439525948092997	0.4172495533818443	2.780760415056758	-1	4.0
10	CHEMBL252391_CHEMBL269996-CHEMBL404044	CHEMBL404044	CHEMBL252391_CHEMBL269996	[R1]NC(Cc1ccc(cc1)c2ccccc2)C(=O)O	[R1]C(=O)C(C)(C)S	[R1]C(=O)C(C(C)CC)S	5.468521082957745	6.439525948092997	0.971004865135252	2.780760415056758	-1	0.0
11	CHEMBL252391_CHEMBL269996-CHEMBL404117	CHEMBL404117	CHEMBL252391_CHEMBL269996	[R1]NC(Cc1ccc(cc1)c2ccccc2)C(=O)O	[R1]C(=O)C(C1CCCC1)S	[R1]C(=O)C(C(C)CC)S	6.154901959985742	6.439525948092997	0.2846239881072545	2.780760415056758	-1	0.0
12	CHEMBL254495-CHEMBL401397	CHEMBL401397	CHEMBL254495	[R1]c1cccc(c1)CC(C(=O)O)NC(=O)C(C(C)CC)S	[R1]c1ccccc1	[R1]OCc1ccccc1	6.0	6.1249387366083	0.1249387366082999	2.780760415056758	-1	2.0
13	CHEMBL254911-CHEMBL254703	CHEMBL254911	CHEMBL254703	[R1]Oc1ccc(cc1)CC(C(=O)O)NC(=O)C(C(C)CC)S	[R1]Cc1ccc(cc1)F	[R1]Cc1ccccc1	5.3979400086720375	6.2441251443275085	0.846185135655471	2.780760415056758	-1	3.0
14	CHEMBL398771-CHEMBL254703	CHEMBL398771	CHEMBL254703	[R1]Oc1ccc(cc1)CC(C(=O)O)NC(=O)C(C(C)CC)S	[R1]Cc1ccc(cc1F)F	[R1]Cc1ccccc1	6.022276394711152	6.2441251443275085	0.2218487496163561	2.780760415056758	-1	3.0
15	CHEMBL254911-CHEMBL398771	CHEMBL254911	CHEMBL398771	[R1]Oc1ccc(cc1)CC(C(=O)O)NC(=O)C(C(C)CC)S	[R1]Cc1ccc(cc1)F	[R1]Cc1ccc(cc1F)F	5.3979400086720375	6.022276394711152	0.6243363860391149	2.780760415056758	-1	3.0
16	CHEMBL269997-CHEMBL257229	CHEMBL257229	CHEMBL269997	[R1]NC(Cc1ccc(cc1)c2ccccc2)C(=O)O	[R1]C(=O)C(C1CCC1)S	[R1]C(=O)C(C(C)C)S	6.207608310501746	6.698970004336019	0.4913616938342731	2.780760415056758	-1	0.0
17	CHEMBL257229-CHEMBL271223	CHEMBL271223	CHEMBL257229	[R1]NC(Cc1ccc(cc1)c2ccccc2)C(=O)O	[R1]C(=O)C(CC(C)(C)C)S	[R1]C(=O)C(C1CCC1)S	5.568636235841012	6.207608310501746	0.6389720746607335	2.780760415056758	-1	0.0
18	CHEMBL404044-CHEMBL257229	CHEMBL404044	CHEMBL257229	[R1]NC(Cc1ccc(cc1)c2ccccc2)C(=O)O	[R1]C(=O)C(C)(C)S	[R1]C(=O)C(C1CCC1)S	5.468521082957745	6.207608310501746	0.739087227544001	2.780760415056758	-1	0.0
19	CHEMBL257229-CHEMBL404117	CHEMBL404117	CHEMBL257229	[R1]NC(Cc1ccc(cc1)c2ccccc2)C(=O)O	[R1]C(=O)C(C1CCCC1)S	[R1]C(=O)C(C1CCC1)S	6.154901959985742	6.207608310501746	0.0527063505160034	2.780760415056758	-1	0.0
20	CHEMBL257726-CHEMBL257270	CHEMBL257270	CHEMBL257726	[R1]NC(Cc1ccc(cc1)c2ccccc2)C(=O)O	[R1]C(=O)C(CCCC)S	[R1]C(=O)C(CC)S	8.031517051446064	8.065501548756432	0.0339844973103673	2.780760415056758	-1	0.0
21	CHEMBL257727-CHEMBL257270	CHEMBL257727	CHEMBL257270	[R1]NC(Cc1ccc(cc1)c2ccccc2)C(=O)O	[R1]C(=O)C(C)S	[R1]C(=O)C(CCCC)S	7.67778070526608	8.031517051446064	0.3537363461799847	2.780760415056758	-1	0.0
22	CHEMBL257270-CHEMBL258333	CHEMBL258333	CHEMBL257270	[R1]NC(Cc1ccc(cc1)c2ccccc2)C(=O)O	[R1]C(=O)CS	[R1]C(=O)C(CCCC)S	7.795880017344076	8.031517051446064	0.2356370341019884	2.780760415056758	-1	0.0
23	CHEMBL271225-CHEMBL257270	CHEMBL257270	CHEMBL271225	[R1]NC(Cc1ccc(cc1)c2ccccc2)C(=O)O	[R1]C(=O)C(CCCC)S	[R1]C(=O)C(CC(C)C)S	8.031517051446064	8.494850021680094	0.4633329702340294	2.780760415056758	-1	0.0
24	CHEMBL257727-CHEMBL257726	CHEMBL257727	CHEMBL257726	[R1]NC(Cc1ccc(cc1)c2ccccc2)C(=O)O	[R1]C(=O)C(C)S	[R1]C(=O)C(CC)S	7.67778070526608	8.065501548756432	0.3877208434903521	2.780760415056758	-1	0.0
25	CHEMBL257726-CHEMBL258333	CHEMBL258333	CHEMBL257726	[R1]NC(Cc1ccc(cc1)c2ccccc2)C(=O)O	[R1]C(=O)CS	[R1]C(=O)C(CC)S	7.795880017344076	8.065501548756432	0.2696215314123558	2.780760415056758	-1	0.0
26	CHEMBL271225-CHEMBL257726	CHEMBL257726	CHEMBL271225	[R1]NC(Cc1ccc(cc1)c2ccccc2)C(=O)O	[R1]C(=O)C(CC)S	[R1]C(=O)C(CC(C)C)S	8.065501548756432	8.494850021680094	0.4293484729236621	2.780760415056758	-1	0.0
27	CHEMBL257727-CHEMBL258333	CHEMBL257727	CHEMBL258333	[R1]NC(Cc1ccc(cc1)c2ccccc2)C(=O)O	[R1]C(=O)C(C)S	[R1]C(=O)CS	7.67778070526608	7.795880017344076	0.1180993120779962	2.780760415056758	-1	0.0
28	CHEMBL269997-CHEMBL257727	CHEMBL269997	CHEMBL257727	[R1]NC(Cc1ccc(cc1)c2ccccc2)C(=O)O	[R1]C(=O)C(C(C)C)S	[R1]C(=O)C(C)S	6.698970004336019	7.67778070526608	0.9788107009300608	2.780760415056758	-1	0.0
29	CHEMBL257727-CHEMBL271225	CHEMBL257727	CHEMBL271225	[R1]NC(Cc1ccc(cc1)c2ccccc2)C(=O)O	[R1]C(=O)C(C)S	[R1]C(=O)C(CC(C)C)S	7.67778070526608	8.494850021680094	0.8170693164140141	2.780760415056758	-1	0.0
30	CHEMBL271225-CHEMBL258333	CHEMBL258333	CHEMBL271225	[R1]NC(Cc1ccc(cc1)c2ccccc2)C(=O)O	[R1]C(=O)CS	[R1]C(=O)C(CC(C)C)S	7.795880017344076	8.494850021680094	0.6989700043360179	2.780760415056758	-1	0.0
31	CHEMBL269997-CHEMBL404117	CHEMBL404117	CHEMBL269997	[R1]NC(Cc1ccc(cc1)c2ccccc2)C(=O)O	[R1]C(=O)C(C1CCCC1)S	[R1]C(=O)C(C(C)C)S	6.154901959985742	6.698970004336019	0.5440680443502766	2.780760415056758	-1	0.0
32	CHEMBL271223-CHEMBL271225	CHEMBL271223	CHEMBL271225	[R1]NC(Cc1ccc(cc1)c2ccccc2)C(=O)O	[R1]C(=O)C(CC(C)(C)C)S	[R1]C(=O)C(CC(C)C)S	5.568636235841012	8.494850021680094	2.926213785839081	2.780760415056758	1	0.0
33	CHEMBL404044-CHEMBL271223	CHEMBL404044	CHEMBL271223	[R1]NC(Cc1ccc(cc1)c2ccccc2)C(=O)O	[R1]C(=O)C(C)(C)S	[R1]C(=O)C(CC(C)(C)C)S	5.468521082957745	5.568636235841012	0.1001151528832675	2.780760415056758	-1	0.0
34	CHEMBL404117-CHEMBL271223	CHEMBL271223	CHEMBL404117	[R1]NC(Cc1ccc(cc1)c2ccccc2)C(=O)O	[R1]C(=O)C(CC(C)(C)C)S	[R1]C(=O)C(C1CCCC1)S	5.568636235841012	6.154901959985742	0.58626572414473	2.780760415056758	-1	0.0
35	CHEMBL404044-CHEMBL271225	CHEMBL404044	CHEMBL271225	[R1]NC(Cc1ccc(cc1)c2ccccc2)C(=O)O	[R1]C(=O)C(C)(C)S	[R1]C(=O)C(CC(C)C)S	5.468521082957745	8.494850021680094	3.026328938722349	2.780760415056758	1	0.0
