	id	chembl_cid1	chembl_cid2	core	sub1	sub2	pot1	pot2	dpot	thres	class	core_id
0	CHEMBL3589021-CHEMBL3589023	CHEMBL3589023	CHEMBL3589021	[R1]n1c2ccccc2c3c1nc4c(n3)non4	[R1]CCC(=O)OC	[R1]CC(=O)OCC	4.0	4.200659450546418	0.2006594505464178	1.39316777143311	-1	0.0
1	CHEMBL3589021-CHEMBL3589025	CHEMBL3589021	CHEMBL3589025	[R1]n1c2ccccc2c3c1nc4c(n3)non4	[R1]CC(=O)OCC	[R1]CCCC(=O)OCC	4.200659450546418	4.2839966563652006	0.0833372058187826	1.39316777143311	-1	0.0
2	CHEMBL3589021-CHEMBL3589158	CHEMBL3589021	CHEMBL3589158	[R1]n1c2ccccc2c3c1nc4c(n3)non4	[R1]CC(=O)OCC	[R1]CCC#N	4.200659450546418	4.368418767518891	0.1677593169724733	1.39316777143311	-1	0.0
3	CHEMBL3589021-CHEMBL3589160	CHEMBL3589021	CHEMBL3589160	[R1]n1c2ccccc2c3c1nc4c(n3)non4	[R1]CC(=O)OCC	[R1]CCc1n[nH]nn1	4.200659450546418	4.596667567972543	0.3960081174261249	1.39316777143311	-1	0.0
4	CHEMBL3589021-CHEMBL3589161	CHEMBL3589021	CHEMBL3589161	[R1]n1c2ccccc2c3c1nc4c(n3)non4	[R1]CC(=O)OCC	[R1]CCCc1n[nH]nn1	4.200659450546418	4.211599052085544	0.0109396015391265	1.39316777143311	-1	0.0
5	CHEMBL3589022-CHEMBL3589024	CHEMBL3589024	CHEMBL3589022	[R1]n1c2ccccc2c3c1nc4c(n3)non4	[R1]CCC(=O)O	[R1]CC(=O)O	5.220046687481943	5.311894074858665	0.0918473873767213	1.39316777143311	-1	0.0
6	CHEMBL3589022-CHEMBL3589158	CHEMBL3589158	CHEMBL3589022	[R1]n1c2ccccc2c3c1nc4c(n3)non4	[R1]CCC#N	[R1]CC(=O)O	4.368418767518891	5.311894074858665	0.9434753073397736	1.39316777143311	-1	0.0
7	CHEMBL3589022-CHEMBL3589160	CHEMBL3589160	CHEMBL3589022	[R1]n1c2ccccc2c3c1nc4c(n3)non4	[R1]CCc1n[nH]nn1	[R1]CC(=O)O	4.596667567972543	5.311894074858665	0.7152265068861219	1.39316777143311	-1	0.0
8	CHEMBL3589023-CHEMBL3589025	CHEMBL3589023	CHEMBL3589025	[R1]n1c2ccccc2c3c1nc4c(n3)non4	[R1]CCC(=O)OC	[R1]CCCC(=O)OCC	4.0	4.2839966563652006	0.2839966563652005	1.39316777143311	-1	0.0
9	CHEMBL3589158-CHEMBL3589023	CHEMBL3589023	CHEMBL3589158	[R1]n1c2ccccc2c3c1nc4c(n3)non4	[R1]CCC(=O)OC	[R1]CCC#N	4.0	4.368418767518891	0.3684187675188912	1.39316777143311	-1	0.0
