	id	funatsu_lab_id1	funatsu_lab_id2	core	sub1	sub2	pot1	pot2	dpot	class	core_id
3588	1370564-1370567	1370564	1370567	[R1]c1ccc(cc1)CNc2ncc(c3n2nc(n3)c4ccco4)C(=O)OCC	[R1]C	[R1]Cl	6.91	7.14	0.22999999999999954	-1	156.0
3589	1370564-1370568	1370568	1370564	[R1]c1ccc(cc1)CNc2ncc(c3n2nc(n3)c4ccco4)C(=O)OCC	[R1]C(F)(F)F	[R1]C	6.68	6.91	0.23000000000000045	-1	156.0
3590	1370564-1370569	1370569	1370564	[R1]c1ccc(cc1)CNc2ncc(c3n2nc(n3)c4ccco4)C(=O)OCC	[R1]c1ccccc1	[R1]C	6.73	6.91	0.17999999999999972	-1	156.0
3591	1370564-1370571	1370564	1370571	[R1]Nc1ncc(c2n1nc(n2)c3ccco3)C(=O)OCC	[R1]Cc1ccc(cc1)C	[R1]C1CCC1	6.91	7.54	0.6299999999999999	-1	4.0
3592	1370564-1370572	1370572	1370564	[R1]Nc1ncc(c2n1nc(n2)c3ccco3)C(=O)OCC	[R1]C1CCCCCC1	[R1]Cc1ccc(cc1)C	6.63	6.91	0.28000000000000025	-1	4.0
3593	1370564-1370576	1370576	1370564	[R1]CNc1ncc(c2n1nc(n2)c3ccco3)C(=O)OCC	[R1]COC	[R1]c1ccc(cc1)C	6.53	6.91	0.3799999999999999	-1	163.0
3594	1370564-1370578	1370578	1370564	[R1]c1ncc(c2n1nc(n2)c3ccco3)C(=O)OCC	[R1]N1CCOCC1	[R1]NCc1ccc(cc1)C	4.75	6.91	2.16	1	0.0
3595	1370564-1370579	1370564	1370579	[R1]Nc1ncc(c2n1nc(n2)c3ccco3)C(=O)OCC	[R1]Cc1ccc(cc1)C	[R1]C1CCCCC1	6.91	7.23	0.3200000000000003	-1	4.0
3596	1370564-1370583	1370564	1370583	[R1]CNc1ncc(c2n1nc(n2)c3ccco3)C(=O)OCC	[R1]c1ccc(cc1)C	[R1]C(C)C	6.91	7.35	0.4399999999999995	-1	163.0
3597	1370564-1370584	1370584	1370564	[R1]Nc1ncc(c2n1nc(n2)c3ccco3)C(=O)OCC	[R1]OC	[R1]Cc1ccc(cc1)C	6.68	6.91	0.23000000000000045	-1	4.0
