	id	funatsu_lab_id1	funatsu_lab_id2	core	sub1	sub2	pot1	pot2	dpot	class	core_id
4374	332382-332397	332382	332397	[R1]N(C)Cc1csc(c1Cl)C(=O)Nc2c(cc(cc2OC)Cl)C(=O)Nc3ccc(cn3)Cl	[R1]CC(CO)O	[R1]C1=NCC(O1)C	9.59	9.92	0.3300000000000001	-1	53.0
4375	332382-332398	332382	332398	[R1]Cc1csc(c1Cl)C(=O)Nc2c(cc(cc2OC)Cl)C(=O)Nc3ccc(cn3)Cl	[R1]N(C)CC(CO)O	[R1]N(CC)C1=NC(CO1)C	9.59	10.51	0.92	-1	3.0
4376	332382-332403	332382	332403	[R1]N(C)Cc1csc(c1Cl)C(=O)Nc2c(cc(cc2OC)Cl)C(=O)Nc3ccc(cn3)Cl	[R1]CC(CO)O	[R1]c1ncco1	9.59	10.23	0.6400000000000006	-1	53.0
4377	332382-332409	332382	332409	[R1]Cc1csc(c1Cl)C(=O)Nc2c(cc(cc2OC)Cl)C(=O)Nc3ccc(cn3)Cl	[R1]N(C)CC(CO)O	[R1]N1CC(=O)NC1=N	9.59	10.47	0.8800000000000008	-1	3.0
4378	332383-332384	332383	332384	[R1]CCN(C)Cc1csc(c1Cl)C(=O)Nc2c(cc(cc2OC)Cl)C(=O)Nc3ccc(cn3)Cl	[R1]CN(C)C	[R1]N1CCCC1	10.62	10.72	0.10000000000000142	-1	515.0
4379	332383-332385	332385	332383	[R1]N(C)Cc1csc(c1Cl)C(=O)Nc2c(cc(cc2OC)Cl)C(=O)Nc3ccc(cn3)Cl	[R1]S(=O)(=O)C	[R1]CCCN(C)C	10.35	10.62	0.2699999999999996	-1	53.0
4380	332383-332386	332386	332383	[R1]N(C)Cc1csc(c1Cl)C(=O)Nc2c(cc(cc2OC)Cl)C(=O)Nc3ccc(cn3)Cl	[R1]C(=O)N	[R1]CCCN(C)C	10.59	10.62	0.029999999999999364	-1	53.0
4381	332383-332387	332387	332383	[R1]N(C)Cc1csc(c1Cl)C(=O)Nc2c(cc(cc2OC)Cl)C(=O)Nc3ccc(cn3)Cl	[R1]C(=O)NCCO	[R1]CCCN(C)C	10.3	10.62	0.3199999999999985	-1	53.0
4382	332383-332389	332389	332383	[R1]N(C)Cc1csc(c1Cl)C(=O)Nc2c(cc(cc2OC)Cl)C(=O)Nc3ccc(cn3)Cl	[R1]C(=O)NCCN1CCCC1	[R1]CCCN(C)C	10.44	10.62	0.17999999999999972	-1	53.0
4383	332383-332390	332383	332390	[R1]N(C)Cc1csc(c1Cl)C(=O)Nc2c(cc(cc2OC)Cl)C(=O)Nc3ccc(cn3)Cl	[R1]CCCN(C)C	[R1]C(=O)NCCC(=O)O	10.62	10.66	0.040000000000000924	-1	53.0
4384	332383-332392	332383	332392	[R1]Cc1csc(c1Cl)C(=O)Nc2c(cc(cc2OC)Cl)C(=O)Nc3ccc(cn3)Cl	[R1]N(C)CCCN(C)C	[R1]N(CC)C1=NCCO1	10.62	10.92	0.3000000000000007	-1	3.0
4385	332383-332394	332394	332383	[R1]Cc1csc(c1Cl)C(=O)Nc2c(cc(cc2OC)Cl)C(=O)Nc3ccc(cn3)Cl	[R1]N(C1=NCCO1)C(C)(C)C	[R1]N(C)CCCN(C)C	9.92	10.62	0.6999999999999993	-1	3.0
4386	332383-332397	332397	332383	[R1]N(C)Cc1csc(c1Cl)C(=O)Nc2c(cc(cc2OC)Cl)C(=O)Nc3ccc(cn3)Cl	[R1]C1=NCC(O1)C	[R1]CCCN(C)C	9.92	10.62	0.6999999999999993	-1	53.0
