	id	chembl_cid1	chembl_cid2	core	sub1	sub2	pot1	pot2	dpot	thres	class	core_id
0	CHEMBL3581148-CHEMBL3580669	CHEMBL3581148	CHEMBL3580669	[R1]c1cc(sc1)NC(=O)Cc2cccc(c2)NS(=O)(=O)C	[R1]c1ccnc(c1)Cl	[R1]c1ccnc(c1)F	7.346787486224656	8.0	0.653212513775344	1.3996542618769978	-1	12.0
1	CHEMBL3580669-CHEMBL3581150	CHEMBL3581150	CHEMBL3580669	[R1]c1cc(sc1)NC(=O)Cc2cccc(c2)NS(=O)(=O)C	[R1]c1ccnc(c1)N	[R1]c1ccnc(c1)F	7.522878745280337	8.0	0.4771212547196626	1.3996542618769978	-1	12.0
2	CHEMBL3581127-CHEMBL3581121	CHEMBL3581127	CHEMBL3581121	[R1]c1cccc(c1)CC(=O)Nc2nc(cs2)c3ccncc3	[R1]N	[R1]OC	6.455931955649724	7.040460953811962	0.5845289981622379	1.3996542618769978	-1	11.0
3	CHEMBL3581139-CHEMBL3581121	CHEMBL3581139	CHEMBL3581121	[R1]c1csc(n1)NC(=O)Cc2cccc(c2)OC	[R1]c1ccnc(c1)C	[R1]c1ccncc1	6.6777807052660805	7.040460953811962	0.3626802485458817	1.3996542618769978	-1	10.0
4	CHEMBL3581144-CHEMBL3581121	CHEMBL3581144	CHEMBL3581121	[R1]c1csc(n1)NC(=O)Cc2cccc(c2)OC	[R1]c1ccnc(c1)F	[R1]c1ccncc1	6.958607314841776	7.040460953811962	0.0818536389701858	1.3996542618769978	-1	10.0
5	CHEMBL3581145-CHEMBL3581121	CHEMBL3581145	CHEMBL3581121	[R1]c1csc(n1)NC(=O)Cc2cccc(c2)OC	[R1]c1ccnc(c1)Cl	[R1]c1ccncc1	6.920818753952375	7.040460953811962	0.1196421998595873	1.3996542618769978	-1	10.0
6	CHEMBL3581121-CHEMBL4240949	CHEMBL3581121	CHEMBL4240949	[R1]Oc1cccc(c1)CC(=O)Nc2nc(cs2)c3ccncc3	[R1]C	[R1]CCN1CCNCC1	7.040460953811962	7.327902142064282	0.2874411882523198	1.3996542618769978	-1	0.0
7	CHEMBL3581121-CHEMBL4241299	CHEMBL4241299	CHEMBL3581121	[R1]Oc1cccc(c1)CC(=O)Nc2nc(cs2)c3ccncc3	[R1]CCCN1CCOCC1	[R1]C	6.619788758288393	7.040460953811962	0.4206721955235695	1.3996542618769978	-1	0.0
8	CHEMBL3581121-CHEMBL4241689	CHEMBL3581121	CHEMBL4241689	[R1]Oc1cccc(c1)CC(=O)Nc2nc(cs2)c3ccncc3	[R1]C	[R1]CCN1CCN(CC1)C	7.040460953811962	7.055517327849832	0.0150563740378695	1.3996542618769978	-1	0.0
9	CHEMBL3581121-CHEMBL4242549	CHEMBL4242549	CHEMBL3581121	[R1]Oc1cccc(c1)CC(=O)Nc2nc(cs2)c3ccncc3	[R1]CCN1CCCCC1	[R1]C	6.292429823902062	7.040460953811962	0.7480311299098998	1.3996542618769978	-1	0.0
10	CHEMBL3581121-CHEMBL4245507	CHEMBL3581121	CHEMBL4245507	[R1]Oc1cccc(c1)CC(=O)Nc2nc(cs2)c3ccncc3	[R1]C	[R1]CCCN1CCNCC1	7.040460953811962	7.292429823902062	0.2519688700901001	1.3996542618769978	-1	0.0
11	CHEMBL3581121-CHEMBL4248852	CHEMBL4248852	CHEMBL3581121	[R1]Oc1cccc(c1)CC(=O)Nc2nc(cs2)c3ccncc3	[R1]CCN1CCOCC1	[R1]C	6.366531544420412	7.040460953811962	0.6739294093915502	1.3996542618769978	-1	0.0
12	CHEMBL3581121-CHEMBL4249314	CHEMBL4249314	CHEMBL3581121	[R1]Oc1cccc(c1)CC(=O)Nc2nc(cs2)c3ccncc3	[R1]CCCN1CCCCC1	[R1]C	6.657577319177793	7.040460953811962	0.3828836346341688	1.3996542618769978	-1	0.0
13	CHEMBL3581121-CHEMBL4251324	CHEMBL3581121	CHEMBL4251324	[R1]Oc1cccc(c1)CC(=O)Nc2nc(cs2)c3ccncc3	[R1]C	[R1]CCCC1CCNCC1	7.040460953811962	7.886056647693162	0.8455956938811999	1.3996542618769978	-1	0.0
14	CHEMBL3581127-CHEMBL4240949	CHEMBL3581127	CHEMBL4240949	[R1]c1cccc(c1)CC(=O)Nc2nc(cs2)c3ccncc3	[R1]N	[R1]OCCN1CCNCC1	6.455931955649724	7.327902142064282	0.8719701864145577	1.3996542618769978	-1	11.0
