	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125
accuracy	0.9090909090909091	0.84	0.6923076923076923	0.9285714285714286	0.8666666666666667	0.8181818181818182	0.8235294117647058	0.8461538461538461	0.7692307692307693	0.7647058823529411	0.7857142857142857	0.88	0.9024390243902439	0.6666666666666666	0.896551724137931	0.9752066115702479	0.8333333333333334	0.967391304347826	0.95	0.9634146341463414	0.8076923076923077	0.8666666666666667	0.967741935483871	0.8484848484848485	0.8928571428571429	0.9230769230769231	0.8666666666666667	0.9571428571428572	0.8857142857142857	0.8979591836734694	0.9130434782608695	0.8	0.875	0.8235294117647058	0.8235294117647058	0.7692307692307693	0.8787878787878788	0.7619047619047619	0.8260869565217391	0.8787878787878788	0.9032258064516129	1.0	0.8928571428571429	0.8461538461538461	0.782608695652174	0.6086956521739131	0.8571428571428571	0.8333333333333334	0.8775510204081632	0.8461538461538461	0.8095238095238095	0.9066666666666666	0.7096774193548387	0.9047619047619048	0.896551724137931	0.7941176470588235	0.9166666666666666	0.9863013698630136	0.9393939393939394	0.9130434782608695	0.875	0.8484848484848485	0.8181818181818182	0.9420289855072463	0.8372093023255814	0.8536585365853658	0.8717948717948718	0.88	0.8888888888888888	0.8461538461538461	0.8837209302325582	0.967741935483871	0.875	0.9411764705882353	0.925	0.9152542372881356	0.922077922077922	0.9213483146067416	0.8275862068965517	0.8888888888888888	0.7058823529411765	0.7058823529411765	0.8125	0.7692307692307693	0.8260869565217391	0.8888888888888888	0.8571428571428571	0.9027777777777778	0.9473684210526315	0.967741935483871	0.7272727272727273	0.7142857142857143	0.8	0.6666666666666666	0.8	0.6666666666666666	0.8571428571428571	0.7727272727272727	0.8235294117647058	0.9012345679012346	0.8947368421052632	0.8681318681318682	0.8333333333333334	0.8333333333333334	0.7	0.9285714285714286	0.9393939393939394	0.875	0.8260869565217391	0.9210526315789473	0.9069767441860465	0.8571428571428571	0.8888888888888888	0.8333333333333334	0.6153846153846154	0.8	1.0	0.75	0.8333333333333334	0.6875	0.8947368421052632	0.7777777777777778	1.0	0.8571428571428571	0.8636363636363636	0.8695652173913043
precision	0.0	0.0	0.0	1.0	0.6666666666666666	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.875	0.75	0.0	0.6	1.0	0.2	0.0	1.0	0.5	0.0	1.0	1.0	0.5	0.0	0.0	0.6666666666666666	0.0	1.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.5	0.0	0.0	0.0	0.0	0.0	0.5	1.0	0.5714285714285714	0.5	0.8	0.2	0.5714285714285714	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.5	0.0	0.0	1.0	0.0	0.0	1.0	0.5	0.5	0.6	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5454545454545454	0.3333333333333333	1.0	0.4	0.0	0.3333333333333333	0.6666666666666666	0.0	0.0	1.0	1.0	0.42857142857142855	0.0	0.0	0.0	0.3333333333333333	1.0	0.5	0.0	0.0	1.0	0.0	0.5	0.0	1.0	1.0	1.0	0.0	0.0	0.0
recall	0.0	0.0	0.0	0.6666666666666666	0.6666666666666666	0.3333333333333333	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7777777777777778	0.13636363636363635	0.0	0.6	0.4	0.5	0.0	0.6666666666666666	0.2	0.0	0.6666666666666666	0.3333333333333333	0.6666666666666666	0.0	0.0	0.6666666666666666	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.25	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.25	0.25	0.8888888888888888	0.25	1.0	0.3333333333333333	0.3076923076923077	0.0	0.2857142857142857	0.0	0.0	0.0	0.25	0.0	0.0	0.25	0.0	0.0	0.75	0.0	0.0	0.14285714285714285	0.4	0.16666666666666666	0.375	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.25	0.14285714285714285	0.6666666666666666	0.0	0.2	0.6666666666666666	0.0	0.0	0.25	0.5	0.75	0.0	0.0	0.0	0.3333333333333333	0.25	0.3333333333333333	0.0	0.0	1.0	0.0	0.3333333333333333	0.0	0.3333333333333333	0.3333333333333333	1.0	0.0	0.0	0.0
f1	0.0	0.0	0.0	0.8	0.6666666666666666	0.5	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.823529411764706	0.23076923076923075	0.0	0.6	0.5714285714285715	0.28571428571428575	0.0	0.8	0.28571428571428575	0.0	0.8	0.5	0.5714285714285715	0.0	0.0	0.6666666666666666	0.0	0.5	0.0	0.0	0.0	0.0	0.28571428571428575	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.4	0.4	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.4	0.6956521739130435	0.3333333333333333	0.888888888888889	0.25	0.4	0.0	0.4444444444444445	0.0	0.0	0.0	0.4	0.0	0.0	0.3333333333333333	0.0	0.0	0.8571428571428571	0.0	0.0	0.25	0.4444444444444445	0.25	0.4615384615384615	0.0	0.0	0.28571428571428575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.7058823529411764	0.28571428571428575	0.25	0.5	0.0	0.25	0.6666666666666666	0.0	0.0	0.4	0.6666666666666666	0.5454545454545454	0.0	0.0	0.0	0.3333333333333333	0.4	0.4	0.0	0.0	1.0	0.0	0.4	0.0	0.5	0.5	1.0	0.0	0.0	0.0
auc_roc	0.6777777777777778	0.7619047619047619	0.13888888888888892	0.9696969696969697	0.9166666666666666	0.9583333333333334	0.30952380952380953	0.8333333333333333	0.8333333333333333	0.423076923076923	0.4242424242424242	0.3636363636363636	0.6756756756756757	0.6666666666666666	0.9615384615384616	0.9900793650793651	0.9206864564007421	0.7902621722846442	0.9253333333333333	0.7922077922077921	0.7466666666666667	0.7692307692307693	0.9642857142857143	0.8857142857142858	0.06666666666666665	1.0	0.8333333333333333	0.9353233830845771	0.8229166666666666	0.6694444444444445	0.95	0.578125	1.0	0.9761904761904763	0.9047619047619048	0.6333333333333333	0.9224137931034483	0.8518518518518519	0.8157894736842106	0.3879310344827586	0.7023809523809523	1.0	0.46	0.4927536231884058	0.26666666666666666	0.5888888888888889	0.7941176470588235	0.788888888888889	0.8333333333333334	0.5795454545454546	0.7058823529411764	0.5799999999999998	0.7916666666666666	0.9144736842105263	0.9099999999999999	0.9066666666666667	0.9375	1.0	0.9236111111111112	0.7606153846153846	0.8045977011494253	0.8901098901098902	0.7543859649122808	0.8076923076923077	0.5317460317460319	0.7689393939393938	0.6823529411764706	0.24242424242424238	0.890625	0.28985507246376807	0.6947368421052631	0.8703703703703703	0.739803094233474	0.9135802469135803	0.802348336594912	0.6888888888888889	0.9342723004694835	0.7222222222222222	0.37179487179487175	0.34722222222222215	0.5	0.7666666666666666	1.0	0.3333333333333333	0.65	0.9166666666666666	0.7933333333333333	0.6925373134328359	0.7777777777777777	0.7949438202247191	0.5	0.30303030303030304	0.8055555555555556	0.16666666666666663	0.9166666666666667	0.4444444444444445	0.9827586206896552	0.5972222222222223	0.708994708994709	0.891111111111111	0.8036529680365296	0.8567901234567901	0.888888888888889	1.0	0.8095238095238095	0.8026315789473684	0.9913793103448276	0.9027777777777779	0.6282894736842105	0.038095238095238106	0.22435897435897437	0.76	0.75	0.6	0.4166666666666667	0.5833333333333334	1.0	0.7708333333333334	0.8444444444444446	0.18181818181818182	0.8125	1.0	1.0	0.5925925925925926	0.40350877192982454	0.8333333333333334
matthews_coeff	0.0	0.0	0.0	0.7817359599705717	0.5833333333333334	0.5163977794943222	0.0	0.5270462766947299	0.0	0.0	0.0	0.0	0.0	-0.19802950859533489	0.0	0.811871359884497	0.27194779103570066	0.0	0.5733333333333334	0.6204836822995428	0.2253744679276044	0.0	0.802295557085754	0.24686980467612782	0.0	0.778498944161523	0.5345224838248488	0.5556610784753315	-0.05251050315105037	-0.04303314829119352	0.6166666666666667	0.0	0.53748384988657	0.0	0.0	0.0	0.0	0.14852213144650114	0.0	0.0	0.0	1.0	0.0	-0.07223151185146152	-0.11952286093343938	-0.24182541670333724	0.4609772228646444	0.31622776601683794	-0.06521739130434782	0.0	0.0	-0.04423739552038088	-0.14182715723279385	0.308327406296755	0.472455591261534	0.5816779232094049	0.3143473067309657	0.8879221796427035	0.22831482556870478	0.37765007466487815	-0.05776712868787001	0.4895215382447742	-0.08671099695241201	0.0	0.0	0.45993310550389993	0.0	0.0	0.30012252399939043	-0.07223151185146152	0.0	0.8504200642707612	-0.05147228891691894	-0.024246432248443597	0.36332799681975525	0.40209887053248694	0.2571360259420015	0.43512467214087336	-0.09245003270420485	0.0	0.10699012312772822	0.0	0.0	0.0	-0.08257228238447704	0.0	0.0	-0.04617570965396101	0.0	0.49178026199407043	0.0	-0.14484136487558028	0.0	0.0	0.0	0.0	0.6718710131470251	0.15609763526361567	0.34188172937891387	0.4670555053421623	-0.05379662433186815	0.18981574472379686	0.5555555555555556	0.0	0.0	0.48135986234123296	0.6839166144230384	0.5044296328024895	0.0	0.0	0.0	0.25333333333333335	0.47026997156298017	0.31622776601683794	-0.19245008972987526	0.0	1.0	0.0	0.31622776601683794	0.0	0.5443310539518174	0.5	1.0	0.0	0.0	0.0
balanced_accuracy	0.5	0.5	0.5	0.8333333333333333	0.7916666666666666	0.6666666666666666	0.5	0.6666666666666666	0.5	0.5	0.5	0.5	0.5	0.3888888888888889	0.5	0.8844246031746033	0.5630797773654916	0.5	0.7866666666666666	0.7	0.6666666666666667	0.5	0.8333333333333333	0.5821428571428572	0.5	0.8333333333333333	0.6666666666666666	0.818407960199005	0.484375	0.4888888888888889	0.8083333333333333	0.5	0.6666666666666666	0.5	0.5	0.5	0.5	0.5833333333333334	0.5	0.5	0.5	1.0	0.5	0.4782608695652174	0.45	0.3888888888888889	0.625	0.6333333333333333	0.4673913043478261	0.5	0.5	0.4857142857142857	0.4583333333333333	0.611842105263158	0.625	0.8244444444444444	0.6136363636363636	0.9927536231884058	0.6458333333333334	0.6418461538461538	0.4827586206896552	0.6428571428571428	0.47368421052631576	0.5	0.5	0.625	0.5	0.5	0.609375	0.4782608695652174	0.5	0.875	0.4873417721518987	0.49382716049382713	0.5714285714285714	0.6814814814814815	0.5762910798122066	0.6751543209876543	0.46153846153846156	0.5	0.5480769230769231	0.5	0.5	0.5	0.475	0.5	0.5	0.48507462686567165	0.5	0.625	0.5	0.45454545454545453	0.5	0.5	0.5	0.5	0.9137931034482758	0.5694444444444444	0.5714285714285714	0.7933333333333333	0.4657534246575342	0.5753086419753086	0.7777777777777777	0.5	0.5	0.625	0.75	0.8194444444444444	0.5	0.5	0.5	0.6266666666666667	0.625	0.6333333333333333	0.4444444444444444	0.5	1.0	0.5	0.6333333333333333	0.5	0.6666666666666666	0.6666666666666666	1.0	0.5	0.5	0.5
#tr	390	438	556	242	233	255	220	222	243	288	294	258	308	341	334	1296	1282	1354	1346	1349	1245	464	414	457	265	309	304	815	968	859	352	369	380	248	246	276	380	412	375	657	605	559	372	395	423	413	433	372	667	749	737	610	755	686	688	693	648	2081	2215	1992	699	641	728	685	732	735	515	560	535	497	488	514	1308	1330	1330	1355	1281	1364	296	299	329	292	282	285	573	557	578	1103	1146	1109	166	168	184	196	172	211	416	469	424	1356	1393	1293	250	259	258	673	793	738	508	543	519	516	525	525	187	182	197	279	253	294	250	247	233	386	377	437
#ac_tr	14	13	19	10	10	11	14	10	11	12	11	11	23	17	17	102	58	107	94	86	92	28	22	27	15	18	16	37	40	38	25	18	21	11	12	12	29	28	22	27	27	29	15	17	14	14	21	20	42	40	40	38	29	29	35	18	44	149	169	122	28	22	33	62	58	55	13	16	19	30	27	30	73	85	85	69	67	56	17	12	15	15	18	15	26	28	22	58	64	59	11	15	12	11	10	14	29	28	22	99	93	68	17	14	16	36	44	33	16	23	21	32	35	30	11	12	12	17	10	11	11	10	17	12	12	13
target	CHEMBL1075323	CHEMBL1075323	CHEMBL1075323	CHEMBL1800	CHEMBL1800	CHEMBL1800	CHEMBL1862	CHEMBL1862	CHEMBL1862	CHEMBL1902	CHEMBL1902	CHEMBL1902	CHEMBL2034	CHEMBL2034	CHEMBL2034	CHEMBL204	CHEMBL204	CHEMBL204	CHEMBL205	CHEMBL205	CHEMBL205	CHEMBL214	CHEMBL214	CHEMBL214	CHEMBL2147	CHEMBL2147	CHEMBL2147	CHEMBL217	CHEMBL217	CHEMBL217	CHEMBL218	CHEMBL218	CHEMBL218	CHEMBL222	CHEMBL222	CHEMBL222	CHEMBL224	CHEMBL224	CHEMBL224	CHEMBL228	CHEMBL228	CHEMBL228	CHEMBL2326	CHEMBL2326	CHEMBL2326	CHEMBL233	CHEMBL233	CHEMBL233	CHEMBL234	CHEMBL234	CHEMBL234	CHEMBL236	CHEMBL236	CHEMBL236	CHEMBL237	CHEMBL237	CHEMBL237	CHEMBL244	CHEMBL244	CHEMBL244	CHEMBL251	CHEMBL251	CHEMBL251	CHEMBL253	CHEMBL253	CHEMBL253	CHEMBL255	CHEMBL255	CHEMBL255	CHEMBL256	CHEMBL256	CHEMBL256	CHEMBL261	CHEMBL261	CHEMBL261	CHEMBL264	CHEMBL264	CHEMBL264	CHEMBL267	CHEMBL267	CHEMBL267	CHEMBL2820	CHEMBL2820	CHEMBL2820	CHEMBL284	CHEMBL284	CHEMBL284	CHEMBL3242	CHEMBL3242	CHEMBL3242	CHEMBL335	CHEMBL335	CHEMBL335	CHEMBL3371	CHEMBL3371	CHEMBL3371	CHEMBL344	CHEMBL344	CHEMBL344	CHEMBL3594	CHEMBL3594	CHEMBL3594	CHEMBL3729	CHEMBL3729	CHEMBL3729	CHEMBL3837	CHEMBL3837	CHEMBL3837	CHEMBL3880	CHEMBL3880	CHEMBL3880	CHEMBL3991	CHEMBL3991	CHEMBL3991	CHEMBL4072	CHEMBL4072	CHEMBL4072	CHEMBL4409	CHEMBL4409	CHEMBL4409	CHEMBL4523	CHEMBL4523	CHEMBL4523	CHEMBL4657	CHEMBL4657	CHEMBL4657
