	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29
accuracy	0.916751269035533	0.915736040609137	0.9279187817258884	0.9541284403669725	0.9694189602446484	0.9740061162079511	0.7770700636942676	0.7993630573248408	0.7977707006369427	0.8704581358609794	0.8515007898894155	0.8720379146919431	0.8885350318471338	0.8710191082802548	0.8789808917197452	0.8943894389438944	0.8778877887788779	0.8564356435643564	0.876425855513308	0.9163498098859315	0.876425855513308	0.9201183431952663	0.9023668639053254	0.8846153846153846	0.8092909535452323	0.8557457212713936	0.7041564792176039	0.8429003021148036	0.8912386706948641	0.879154078549849
precision	0.44360902255639095	0.44366197183098594	0.48412698412698413	0.6268656716417911	0.7076923076923077	0.75	0.20958083832335328	0.22875816993464052	0.22	0.3148148148148148	0.2833333333333333	0.2857142857142857	0.35353535353535354	0.2619047619047619	0.3364485981308411	0.34444444444444444	0.31	0.26605504587155965	0.2692307692307692	0.2222222222222222	0.25675675675675674	0.5192307692307693	0.46153846153846156	0.4264705882352941	0.21212121212121213	0.2361111111111111	0.1323529411764706	0.2676056338028169	0.3333333333333333	0.29411764705882354
recall	0.8805970149253731	0.9402985074626866	0.9104477611940298	0.8936170212765957	0.9787234042553191	0.9574468085106383	0.813953488372093	0.813953488372093	0.7674418604651163	0.8095238095238095	0.8095238095238095	0.6190476190476191	0.8536585365853658	0.5365853658536586	0.8780487804878049	0.8611111111111112	0.8611111111111112	0.8055555555555556	0.7241379310344828	0.20689655172413793	0.6551724137931034	0.9310344827586207	0.8275862068965517	1.0	1.0	0.8095238095238095	0.8571428571428571	1.0	0.8947368421052632	0.7894736842105263
f1	0.59	0.6028708133971291	0.6321243523316062	0.7368421052631579	0.8214285714285715	0.8411214953271028	0.3333333333333333	0.35714285714285715	0.3419689119170985	0.4533333333333333	0.419753086419753	0.39097744360902253	0.5	0.35200000000000004	0.4864864864864865	0.49206349206349204	0.4558823529411765	0.4	0.3925233644859813	0.2142857142857143	0.36893203883495146	0.6666666666666666	0.5925925925925927	0.5979381443298969	0.35	0.3655913978494623	0.22929936305732485	0.42222222222222217	0.48571428571428565	0.42857142857142855
auc_roc	0.9565570838617371	0.9750593438038565	0.955581569277794	0.9828244943741455	0.9950927126783273	0.9929545374881699	0.8320413436692506	0.8699264559729676	0.8	0.903996454757876	0.901297236322617	0.839336072838611	0.9512610628661653	0.8756388415672913	0.9295716125815433	0.9526315789473684	0.9432261208576999	0.9012183235867447	0.8950947061680428	0.7507111635329217	0.8599528203704988	0.9457649815868764	0.9170851467470148	0.9771230889409664	0.9418262150220913	0.9002822778595975	0.8468335787923417	0.9807692307692308	0.9633940620782726	0.9379217273954117
matthews_coeff	0.5893808896843489	0.6123244948576869	0.6329521312723541	0.7260156563418955	0.817847589615497	0.8345123195430809	0.33628810896788497	0.36020044067705376	0.3361042110318588	0.4527737128842272	0.42164040186415247	0.3611360904254794	0.5047842868482705	0.31276088707260924	0.4974511951861518	0.5035978642640442	0.47128048742713097	0.40940442259310394	0.391407213637217	0.1702897037739761	0.35743470985092307	0.6598998676825145	0.5720633665234085	0.6104459053121685	0.4116774077296313	0.38696529504044974	0.25906867236993647	0.4722337290322248	0.5062689389495277	0.43431744955824664
#tr	310	310	310	220	220	220	200	200	200	198	198	198	194	194	194	166	166	166	138	138	138	138	138	138	100	100	100	90	90	90
#ac_tr	155	155	155	110	110	110	100	100	100	99	99	99	97	97	97	83	83	83	69	69	69	69	69	69	50	50	50	45	45	45
target	CHEMBL244	CHEMBL244	CHEMBL244	CHEMBL204	CHEMBL204	CHEMBL204	CHEMBL205	CHEMBL205	CHEMBL205	CHEMBL3594	CHEMBL3594	CHEMBL3594	CHEMBL261	CHEMBL261	CHEMBL261	CHEMBL264	CHEMBL264	CHEMBL264	CHEMBL3242	CHEMBL3242	CHEMBL3242	CHEMBL253	CHEMBL253	CHEMBL253	CHEMBL217	CHEMBL217	CHEMBL217	CHEMBL3837	CHEMBL3837	CHEMBL3837
